4	www.climaton.com									
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F °C)	Feels Like (°F °C)	(Wind Speed) (mph)	Wind	Dew Point (°F °C)	Humidity (%)	Pressure (inches)	Visibility (miles)
Mon Feb  1 09:04:04 2010	San Jose, California 95101  	clear sky	48 9	46 8	5	E	45 7	87	29.98	9
Mon Feb  1 09:04:04 2010	San Diego, California 92101  	clear sky	54 12	54 12	0		48 9	82	29.98	10
Mon Feb  1 09:04:05 2010	Denver, Colorado 80214  	clear sky	23 -5	15 -9	7	S	16 -9	73	29.81	10
Mon Feb  1 09:04:05 2010	Memphis, Tennessee 37501  	mostly cloudy	28 -2	21 -6	7	E	21 -6	74	30.27	10
Mon Feb  1 09:04:05 2010	Los Angeles, California 90001  	clear sky	55 13	55 13	0		48 9	77	29.95	9
Mon Feb  1 09:04:06 2010	El Paso, Texas 79901  	clear sky	46 8	42 6	7	SW	36 2	66	29.95	10
Mon Feb  1 09:04:06 2010	New York, New York 10001  	clear sky	27 -3	19 -7	16-Jul	N	15-May	39	30.14	10
Mon Feb  1 09:04:07 2010	Washington, Washington D. C. 20001  	clear sky	21 -6	11-Dec	7	SW	11-Dec	68	30.26	10
Mon Feb  1 09:04:07 2010	Las Vegas, Nevada 89101  	clear sky	46 8	45 7	3	S	34 1	61	29.96	10
Mon Feb  1 09:04:07 2010	Baltimore, Maryland 21201  	normal	27 -3	27 -3			12-Oct	50	30.23	
Mon Feb  1 09:04:08 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	28 -2	18 -8	12	S	27 -3	93	30.14	0.7
Mon Feb  1 09:04:08 2010	Austin, Texas 73301  	mostly cloudy	36 2	32 0	5	E	30 -1	80	30.17	10
Mon Feb  1 09:04:08 2010	San Francisco, California 94101  	mostly cloudy	52 11	52 11	0		48 9	87	29.97	10
Mon Feb  1 09:04:09 2010	Fort Worth, Texas 76101  	clear sky	28 -2	28 -2	0		27 -3	93	30.17	5
Mon Feb  1 09:04:09 2010	Nashville, Tennessee 37201  	normal	23 -5	23 -5	0		19 -7	86	30.32	1
Mon Feb  1 09:04:09 2010	Phoenix, Arizona 85001  	clear sky	57 14	57 14	0		43 6	59	29.92	10
Mon Feb  1 09:04:10 2010	Portland, Oregon 97201  	mostly cloudy	28 -2	17 -8	14	W	11-Dec	50	30.04	10
Mon Feb  1 09:04:10 2010	San Antonio, Texas 78201  	mostly cloudy	36 2	31 -1	6	E	34 1	93	30.16	4
Mon Feb  1 09:04:10 2010	Chicago, Illinois 60601  	clear sky	18 -8	18 -8	0		13-Sep	67	30.31	9
Mon Feb  1 09:04:11 2010	Indianapolis, Indiana 46201  	mostly cloudy	19 -7	19 -7	0		12-Oct	67	30.3	10
Mon Feb  1 09:04:12 2010	Columbus, Ohio 43085  	clear sky	18 -8	12-Nov	5	W	12-Oct	73	30.3	10
Mon Feb  1 09:04:12 2010	Dallas, Texas 75201  	mostly cloudy	34 1	32 0	3	W	30 -1	86	30.2	6
Mon Feb  1 09:04:12 2010	Jacksonville, Florida 32099  	mostly cloudy	46 8	41 5	9	N	43 6	87	30.24	10
Mon Feb  1 09:04:13 2010	Milwaukee, Wisconsin 53201  	clear sky	14 -10	15-May	6	NW	16-Mar	61	30.3	10
Mon Feb  1 09:04:13 2010	Houston, Texas 77001  	clear sky	37 3	32 0	6	NE	34 1	87	30.21	6
Mon Feb  1 09:04:13 2010	Seattle, Washington 98101  	mostly cloudy	46 8	46 8	0		43 6	87	29.96	10
Mon Feb  1 09:04:14 2010	Detroit, Michigan 48201  	clear sky	18 -8	12-Oct	6	W	13-Sep	67	30.28	10
Mon Feb  1 09:04:14 2010	Philadelphia, Pennsylvania 19019  	clear sky	23 -5	15 -9	7	W	13-Sep	53	30.2	10
Mon Feb  1 09:46:45 2010	Charlotte, North Carolina 28201  	clear sky	27 -3	27 -3	0		23 -5	86	30.31	4
Mon Feb  1 09:46:45 2010	San Diego, California 92101  	clear sky	54 12	54 12	0		48 9	82	29.98	6
Mon Feb  1 09:46:45 2010	San Jose, California 95101  	mostly cloudy	46 8	46 8	0		43 6	87	29.97	10
Mon Feb  1 09:46:46 2010	Denver, Colorado 80214  	clear sky	23 -5	19 -7	3	S	16 -9	73	29.8	10
Mon Feb  1 09:46:46 2010	Memphis, Tennessee 37501  	mostly cloudy	28 -2	22 -6	5	E	21 -6	74	30.28	10
Mon Feb  1 09:46:46 2010	Los Angeles, California 90001  	clear sky	55 13	55 13	0		48 9	77	29.96	8
Mon Feb  1 09:46:47 2010	El Paso, Texas 79901  	clear sky	46 8	43 6	6	S	37 3	71	29.95	10
Mon Feb  1 09:46:47 2010	New York, New York 10001  	clear sky	25 -4	17 -8	16-Jul	N	14-Jul	46	30.17	10
Mon Feb  1 09:46:47 2010	Baltimore, Maryland 21201  	normal	25 -4	25 -4			12-Oct	54	30.26	
Mon Feb  1 09:46:48 2010	Las Vegas, Nevada 89101  	clear sky	45 7	44 7	3	SW	36 2	70	29.95	10
Mon Feb  1 09:46:48 2010	Austin, Texas 73301  	mostly cloudy	36 2	36 2	0		32 0	87	30.16	9
Mon Feb  1 09:46:48 2010	Washington, Washington D. C. 20001  	clear sky	23 -5	23 -5	0		11-Dec	63	30.28	10
Mon Feb  1 09:46:49 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	28 -2	19 -7	9	S	28 -2	100	30.13	0.5
Mon Feb  1 09:46:49 2010	San Francisco, California 94101  	mostly cloudy	52 11	52 11	0		46 8	82	29.97	10
Mon Feb  1 09:46:50 2010	Phoenix, Arizona 85001  	mostly cloudy	54 12	53 12	5	E	45 7	71	29.93	10
Mon Feb  1 09:46:50 2010	Fort Worth, Texas 76101  	clear sky	30 -1	30 -1	0		27 -3	86	30.16	6
Mon Feb  1 09:46:50 2010	Nashville, Tennessee 37201  	mostly cloudy	21 -6	21 -6	0		21 -6	100	30.31	0.5
Mon Feb  1 09:46:51 2010	San Antonio, Texas 78201  	mostly cloudy	36 2	31 -1	6	NE	34 1	93	30.14	4
Mon Feb  1 09:46:51 2010	Chicago, Illinois 60601  	mostly cloudy	18 -8	13 -11	3	NW	13-Sep	67	30.31	9
Mon Feb  1 09:46:51 2010	Portland, Oregon 97201  	clear sky	27 -3	16 -9	14	W	13-Sep	46	30.05	10
Mon Feb  1 09:46:52 2010	Jacksonville, Florida 32099  	mostly cloudy	48 9	42 6	15	NE	43 6	81	30.23	10
Mon Feb  1 09:46:52 2010	Indianapolis, Indiana 46201  	mostly cloudy	19 -7	19 -7	0		11-Dec	73	30.3	10
Mon Feb  1 09:46:53 2010	Columbus, Ohio 43085  	clear sky	18 -8	13 -11	3	SW	11-Dec	79	30.31	9
Mon Feb  1 09:46:53 2010	Houston, Texas 77001  	mostly cloudy	37 3	32 0	7	NE	34 1	87	30.17	6
Mon Feb  1 09:46:53 2010	Dallas, Texas 75201  	clear sky	32 0	32 0	0		28 -2	86	30.18	6
Mon Feb  1 09:46:54 2010	Milwaukee, Wisconsin 53201  	clear sky	14 -10	13-Sep	3	W	16-Mar	61	30.3	10
Mon Feb  1 09:46:54 2010	Seattle, Washington 98101  	mostly cloudy	46 8	45 7	3	SE	43 6	87	29.96	10
Mon Feb  1 09:46:54 2010	Detroit, Michigan 48201  	clear sky	18 -8	12-Nov	5	W	13-Sep	67	30.29	10
Mon Feb  1 09:46:55 2010	Philadelphia, Pennsylvania 19019  	clear sky	25 -4	16 -9	8	W	13-Sep	49	30.23	10
Mon Feb  1 10:30:21 2010	Charlotte, North Carolina 28201  	clear sky	27 -3	27 -3	0		23 -5	86	30.31	4
Mon Feb  1 10:30:21 2010	San Diego, California 92101  	clear sky	54 12	54 12	0		48 9	82	29.98	6
Mon Feb  1 10:30:21 2010	San Jose, California 95101  	mostly cloudy	46 8	46 8	0		43 6	87	29.97	10
Mon Feb  1 10:30:22 2010	Denver, Colorado 80214  	clear sky	23 -5	19 -7	3	S	16 -9	73	29.8	10
Mon Feb  1 10:30:22 2010	Memphis, Tennessee 37501  	mostly cloudy	28 -2	22 -6	5	E	21 -6	74	30.28	10
Mon Feb  1 10:30:23 2010	El Paso, Texas 79901  	clear sky	46 8	43 6	6	S	37 3	71	29.95	10
Mon Feb  1 10:30:23 2010	Los Angeles, California 90001  	clear sky	55 13	55 13	0		48 9	77	29.96	8
Mon Feb  1 10:30:24 2010	Las Vegas, Nevada 89101  	clear sky	45 7	44 7	3	SW	36 2	70	29.95	10
Mon Feb  1 10:30:24 2010	New York, New York 10001  	clear sky	25 -4	17 -8	16-Jul	N	14-Jul	46	30.17	10
Mon Feb  1 10:30:24 2010	Baltimore, Maryland 21201  	normal	25 -4	25 -4			12-Oct	54	30.26	
Mon Feb  1 10:30:25 2010	Austin, Texas 73301  	mostly cloudy	36 2	36 2	0		32 0	87	30.16	9
Mon Feb  1 10:30:25 2010	Washington, Washington D. C. 20001  	clear sky	23 -5	23 -5	0		11-Dec	63	30.28	10
Mon Feb  1 10:30:26 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	28 -2	19 -7	9	S	28 -2	100	30.13	0.5
Mon Feb  1 10:30:26 2010	Nashville, Tennessee 37201  	mostly cloudy	21 -6	21 -6	0		21 -6	100	30.31	0.5
Mon Feb  1 10:30:26 2010	San Francisco, California 94101  	mostly cloudy	52 11	52 11	0		46 8	82	29.97	10
Mon Feb  1 10:30:27 2010	Phoenix, Arizona 85001  	mostly cloudy	54 12	53 12	5	E	45 7	71	29.93	10
Mon Feb  1 10:30:27 2010	Fort Worth, Texas 76101  	clear sky	30 -1	30 -1	0		27 -3	86	30.16	6
Mon Feb  1 10:30:28 2010	San Antonio, Texas 78201  	mostly cloudy	36 2	31 -1	6	NE	34 1	93	30.14	4
Mon Feb  1 10:30:28 2010	Chicago, Illinois 60601  	mostly cloudy	18 -8	13 -11	3	NW	13-Sep	67	30.31	9
Mon Feb  1 10:30:28 2010	Portland, Oregon 97201  	clear sky	27 -3	16 -9	14	W	13-Sep	46	30.05	10
Mon Feb  1 10:30:29 2010	Indianapolis, Indiana 46201  	mostly cloudy	19 -7	19 -7	0		11-Dec	73	30.3	10
Mon Feb  1 10:30:30 2010	Columbus, Ohio 43085  	clear sky	18 -8	13 -11	3	SW	11-Dec	79	30.31	9
Mon Feb  1 10:30:30 2010	Jacksonville, Florida 32099  	mostly cloudy	48 9	42 6	15	NE	43 6	81	30.23	10
Mon Feb  1 10:30:30 2010	Dallas, Texas 75201  	clear sky	32 0	32 0	0		28 -2	86	30.18	6
Mon Feb  1 10:30:31 2010	Houston, Texas 77001  	mostly cloudy	37 3	32 0	7	NE	34 1	87	30.17	6
Mon Feb  1 10:30:31 2010	Seattle, Washington 98101  	mostly cloudy	46 8	45 7	3	SE	43 6	87	29.96	10
Mon Feb  1 10:30:32 2010	Milwaukee, Wisconsin 53201  	clear sky	14 -10	13-Sep	3	W	16-Mar	61	30.3	10
Mon Feb  1 10:30:32 2010	Detroit, Michigan 48201  	clear sky	18 -8	12-Nov	5	W	13-Sep	67	30.29	10
Mon Feb  1 10:30:32 2010	Philadelphia, Pennsylvania 19019  	clear sky	25 -4	16 -9	8	W	13-Sep	49	30.23	10
Mon Feb  1 11:13:18 2010	Charlotte, North Carolina 28201  	clear sky	25 -4	25 -4	0		21 -6	86	30.31	5
Mon Feb  1 11:13:18 2010	San Diego, California 92101  	clear sky	54 12	54 12	0		48 9	82	29.97	6
Mon Feb  1 11:13:18 2010	San Jose, California 95101  	clear sky	48 9	48 9	0		45 7	87	29.98	10
Mon Feb  1 11:13:19 2010	Denver, Colorado 80214  	clear sky	23 -5	19 -7	3	S	14 -10	68	29.81	10
Mon Feb  1 11:13:19 2010	Memphis, Tennessee 37501  	mostly cloudy	27 -3	27 -3	0		21 -6	80	30.28	10
Mon Feb  1 11:13:20 2010	El Paso, Texas 79901  	mostly cloudy	45 7	42 6	6	S	37 3	76	29.96	10
Mon Feb  1 11:13:20 2010	New York, New York 10001  	clear sky	25 -4	16 -9	8	W	14-Jul	46	30.17	10
Mon Feb  1 11:13:20 2010	Los Angeles, California 90001  	clear sky	54 12	54 12	0		46 8	77	29.96	7
Mon Feb  1 11:13:21 2010	Baltimore, Maryland 21201  	normal	25 -4	25 -4			12-Oct	54	30.27	
Mon Feb  1 11:13:21 2010	Las Vegas, Nevada 89101  	clear sky	43 6	43 6	0		34 1	70	29.96	10
Mon Feb  1 11:13:21 2010	Washington, Washington D. C. 20001  	clear sky	21 -6	21 -6	0		11-Dec	68	30.29	10
Mon Feb  1 11:13:22 2010	Austin, Texas 73301  	mostly cloudy	36 2	36 2	0		32 0	87	30.15	9
Mon Feb  1 11:13:22 2010	San Francisco, California 94101  	mostly cloudy	52 11	52 11	0		46 8	82	29.98	10
Mon Feb  1 11:13:23 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	28 -2	21 -6	7	S	28 -2	100	30.13	0.5
Mon Feb  1 11:13:23 2010	Fort Worth, Texas 76101  	clear sky	30 -1	30 -1	0		27 -3	86	30.16	6
Mon Feb  1 11:13:23 2010	Nashville, Tennessee 37201  	mostly cloudy	19 -7	19 -7	0		19 -7	100	30.31	0.2
Mon Feb  1 11:13:24 2010	Portland, Oregon 97201  	clear sky	27 -3	16 -9	14	W	12-Oct	50	30.06	10
Mon Feb  1 11:13:24 2010	Phoenix, Arizona 85001  	clear sky	54 12	54 12	3	SE	43 6	67	29.93	10
Mon Feb  1 11:13:24 2010	Chicago, Illinois 60601  	mostly cloudy	19 -7	19 -7	0		13-Sep	62	30.31	10
Mon Feb  1 11:13:25 2010	Indianapolis, Indiana 46201  	mostly cloudy	19 -7	15 -9	3	E	12-Oct	67	30.28	10
Mon Feb  1 11:13:25 2010	San Antonio, Texas 78201  	mostly cloudy	36 2	32 0	5	N	34 1	93	30.13	4
Mon Feb  1 11:13:26 2010	Jacksonville, Florida 32099  	mostly cloudy	48 9	44 7	10	NE	43 6	81	30.21	10
Mon Feb  1 11:13:26 2010	Columbus, Ohio 43085  	clear sky	16 -9	16 -9	0		11-Dec	85	30.31	8
Mon Feb  1 11:13:27 2010	Houston, Texas 77001  	mostly cloudy	37 3	31 -1	8	NE	34 1	87	30.16	7
Mon Feb  1 11:13:27 2010	Dallas, Texas 75201  	mostly cloudy	34 1	34 1	0		28 -2	80	30.18	6
Mon Feb  1 11:13:27 2010	Seattle, Washington 98101  	mostly cloudy	46 8	46 8	0		43 6	87	29.95	10
Mon Feb  1 11:13:28 2010	Detroit, Michigan 48201  	clear sky	16 -9	13-Aug	5	W	13-Sep	73	30.3	10
Mon Feb  1 11:13:28 2010	Philadelphia, Pennsylvania 19019  	clear sky	21 -6	13 -11	6	W	13-Sep	58	30.24	10
Mon Feb  1 11:13:28 2010	Milwaukee, Wisconsin 53201  	clear sky	11-Dec	11-Dec	0		16-Mar	66	30.29	10
Mon Feb  1 11:56:55 2010	San Jose, California 95101  	clear sky	46 8	44 7	5	SE	43 6	87	29.98	10
Mon Feb  1 11:56:56 2010	Charlotte, North Carolina 28201  	clear sky	25 -4	25 -4	0		21 -6	86	30.29	3
Mon Feb  1 11:56:56 2010	San Diego, California 92101  	mostly cloudy	54 12	54 12	0		48 9	82	29.98	6
Mon Feb  1 11:56:57 2010	Denver, Colorado 80214  	clear sky	23 -5	14 -10	8	S	12-Oct	58	29.81	10
Mon Feb  1 11:56:57 2010	Los Angeles, California 90001  	clear sky	52 11	52 11	0		46 8	82	29.96	5
Mon Feb  1 11:56:57 2010	Memphis, Tennessee 37501  	mostly cloudy	27 -3	27 -3	0		21 -6	80	30.28	10
Mon Feb  1 11:56:58 2010	New York, New York 10001  	clear sky	27 -3	15 -9	16-20	W	14-Jul	42	30.2	10
Mon Feb  1 11:56:58 2010	Baltimore, Maryland 21201  	normal	27 -3	27 -3			12-Oct	50	30.28	
Mon Feb  1 11:56:58 2010	El Paso, Texas 79901  	mostly cloudy	46 8	46 8	0		37 3	71	29.96	10
Mon Feb  1 11:56:59 2010	Austin, Texas 73301  	mostly cloudy	36 2	36 2	0		32 0	87	30.15	9
Mon Feb  1 11:56:59 2010	Las Vegas, Nevada 89101  	clear sky	43 6	43 6	0		34 1	70	29.96	10
Mon Feb  1 11:56:59 2010	Washington, Washington D. C. 20001  	clear sky	21 -6	21 -6	0		11-Dec	68	30.32	10
Mon Feb  1 11:57:00 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	30 -1	19 -7	14	S	28 -2	93	30.09	2.5
Mon Feb  1 11:57:00 2010	San Francisco, California 94101  	mostly cloudy	50 10	50 10	3	W	46 8	87	29.98	10
Mon Feb  1 11:57:00 2010	Nashville, Tennessee 37201  	normal	19 -7	19 -7	0		19 -7	100	30.3	0.2
Mon Feb  1 11:57:01 2010	Phoenix, Arizona 85001  	clear sky	52 11	51 11	5	E	43 6	71	29.94	10
Mon Feb  1 11:57:01 2010	Fort Worth, Texas 76101  	mostly cloudy	30 -1	30 -1	0		28 -2	93	30.14	6
Mon Feb  1 11:57:02 2010	Chicago, Illinois 60601  	mostly cloudy	19 -7	15 -9	3	N	12-Oct	67	30.3	10
Mon Feb  1 11:57:02 2010	Portland, Oregon 97201  	clear sky	27 -3	18 -8	10	W	12-Oct	50	30.07	10
Mon Feb  1 11:57:02 2010	San Antonio, Texas 78201  	mostly cloudy	36 2	32 0	5	NE	34 1	93	30.12	6
Mon Feb  1 11:57:03 2010	Jacksonville, Florida 32099  	mostly cloudy	48 9	42 6	14	NE	43 6	81	30.21	10
Mon Feb  1 11:57:03 2010	Indianapolis, Indiana 46201  	mostly cloudy	21 -6	21 -6	0		11-Dec	68	30.27	10
Mon Feb  1 11:57:04 2010	Houston, Texas 77001  	mostly cloudy	39 4	35 2	6	NE	34 1	81	30.15	8
Mon Feb  1 11:57:04 2010	Columbus, Ohio 43085  	clear sky	18 -8	18 -8	0		11-Dec	79	30.32	8
Mon Feb  1 11:57:04 2010	Dallas, Texas 75201  	mostly cloudy	34 1	34 1	0		30 -1	86	30.17	6
Mon Feb  1 11:57:05 2010	Milwaukee, Wisconsin 53201  	clear sky	11-Dec	16-Apr	5	NW	16-Mar	66	30.3	10
Mon Feb  1 11:57:05 2010	Detroit, Michigan 48201  	clear sky	16 -9	13-Aug	5	W	13-Sep	73	30.3	10
Mon Feb  1 11:57:05 2010	Seattle, Washington 98101  	clear sky	45 7	45 7	0		41 5	87	29.94	10
Mon Feb  1 11:57:06 2010	Philadelphia, Pennsylvania 19019  	clear sky	23 -5	17 -8	5	SW	13-Sep	53	30.25	10
Mon Feb  1 12:39:57 2010	San Jose, California 95101  	clear sky	46 8	44 7	5	SE	43 6	87	29.98	10
Mon Feb  1 12:39:57 2010	Charlotte, North Carolina 28201  	clear sky	25 -4	25 -4	0		21 -6	86	30.29	3
Mon Feb  1 12:39:57 2010	San Diego, California 92101  	mostly cloudy	54 12	54 12	0		48 9	82	29.98	6
Mon Feb  1 12:39:58 2010	Denver, Colorado 80214  	clear sky	23 -5	14 -10	8	S	12-Oct	58	29.81	10
Mon Feb  1 12:39:58 2010	Los Angeles, California 90001  	clear sky	52 11	52 11	0		46 8	82	29.96	5
Mon Feb  1 12:39:58 2010	Memphis, Tennessee 37501  	mostly cloudy	27 -3	27 -3	0		21 -6	80	30.28	10
Mon Feb  1 12:39:59 2010	New York, New York 10001  	clear sky	27 -3	15 -9	16-20	W	14-Jul	42	30.2	10
Mon Feb  1 12:39:59 2010	El Paso, Texas 79901  	mostly cloudy	46 8	46 8	0		37 3	71	29.96	10
Mon Feb  1 12:40:00 2010	Austin, Texas 73301  	mostly cloudy	36 2	36 2	0		32 0	87	30.15	9
Mon Feb  1 12:40:00 2010	Baltimore, Maryland 21201  	normal	27 -3	27 -3			12-Oct	50	30.28	
Mon Feb  1 12:40:00 2010	Las Vegas, Nevada 89101  	clear sky	43 6	43 6	0		34 1	70	29.96	10
Mon Feb  1 12:40:00 2010	Washington, Washington D. C. 20001  	clear sky	21 -6	21 -6	0		11-Dec	68	30.32	10
Mon Feb  1 12:40:01 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	30 -1	19 -7	14	S	28 -2	93	30.09	2.5
Mon Feb  1 12:40:01 2010	San Francisco, California 94101  	mostly cloudy	50 10	50 10	3	W	46 8	87	29.98	10
Mon Feb  1 12:40:01 2010	Nashville, Tennessee 37201  	normal	19 -7	19 -7	0		19 -7	100	30.3	0.2
Mon Feb  1 12:40:02 2010	Portland, Oregon 97201  	clear sky	27 -3	18 -8	10	W	12-Oct	50	30.07	10
Mon Feb  1 12:40:02 2010	Phoenix, Arizona 85001  	clear sky	52 11	51 11	5	E	43 6	71	29.94	10
Mon Feb  1 12:40:02 2010	Fort Worth, Texas 76101  	mostly cloudy	30 -1	30 -1	0		28 -2	93	30.14	6
Mon Feb  1 12:40:03 2010	Chicago, Illinois 60601  	mostly cloudy	19 -7	15 -9	3	N	12-Oct	67	30.3	10
Mon Feb  1 12:40:03 2010	San Antonio, Texas 78201  	mostly cloudy	36 2	32 0	5	NE	34 1	93	30.12	6
Mon Feb  1 12:40:03 2010	Indianapolis, Indiana 46201  	mostly cloudy	21 -6	21 -6	0		11-Dec	68	30.27	10
Mon Feb  1 12:40:04 2010	Jacksonville, Florida 32099  	mostly cloudy	48 9	42 6	14	NE	43 6	81	30.21	10
Mon Feb  1 12:40:04 2010	Columbus, Ohio 43085  	clear sky	18 -8	18 -8	0		11-Dec	79	30.32	8
Mon Feb  1 12:40:05 2010	Houston, Texas 77001  	mostly cloudy	39 4	35 2	6	NE	34 1	81	30.15	8
Mon Feb  1 12:40:05 2010	Dallas, Texas 75201  	mostly cloudy	34 1	34 1	0		30 -1	86	30.17	6
Mon Feb  1 12:40:05 2010	Seattle, Washington 98101  	clear sky	45 7	45 7	0		41 5	87	29.94	10
Mon Feb  1 12:40:06 2010	Milwaukee, Wisconsin 53201  	clear sky	11-Dec	16-Apr	5	NW	16-Mar	66	30.3	10
Mon Feb  1 12:40:06 2010	Detroit, Michigan 48201  	clear sky	16 -9	13-Aug	5	W	13-Sep	73	30.3	10
Mon Feb  1 12:40:06 2010	Philadelphia, Pennsylvania 19019  	clear sky	23 -5	17 -8	5	SW	13-Sep	53	30.25	10
Mon Feb  1 13:23:43 2010	Charlotte, North Carolina 28201  	clear sky	23 -5	23 -5	0		19 -7	86	30.3	4
Mon Feb  1 13:23:43 2010	San Jose, California 95101  	clear sky	46 8	46 8	0		43 6	87	29.98	10
Mon Feb  1 13:23:44 2010	Denver, Colorado 80214  	clear sky	25 -4	16 -9	8	SW	12-Oct	54	29.82	10
Mon Feb  1 13:23:44 2010	Memphis, Tennessee 37501  	mostly cloudy	27 -3	21 -6	5	E	21 -6	80	30.26	9
Mon Feb  1 13:23:44 2010	San Diego, California 92101  	mostly cloudy	54 12	54 12	0		48 9	82	29.96	5
Mon Feb  1 13:23:45 2010	El Paso, Texas 79901  	mostly cloudy	45 7	45 7	0		37 3	76	29.96	10
Mon Feb  1 13:23:45 2010	Los Angeles, California 90001  	clear sky	52 11	52 11	0		46 8	82	29.96	5
Mon Feb  1 13:23:46 2010	New York, New York 10001  	clear sky	27 -3	18 -8	20-Sep	W	13-Sep	46	30.21	10
Mon Feb  1 13:23:46 2010	Baltimore, Maryland 21201  	normal	25 -4	25 -4			12-Oct	54	30.32	
Mon Feb  1 13:23:46 2010	Las Vegas, Nevada 89101  	clear sky	43 6	43 6	0		34 1	70	29.96	10
Mon Feb  1 13:23:47 2010	Washington, Washington D. C. 20001  	clear sky	25 -4	16 -9	8	N	12-Oct	54	30.33	10
Mon Feb  1 13:23:47 2010	Austin, Texas 73301  	mostly cloudy	36 2	34 1	3	N	32 0	87	30.14	8
Mon Feb  1 13:23:47 2010	San Francisco, California 94101  	mostly cloudy	50 10	48 9	6	W	46 8	87	29.98	10
Mon Feb  1 13:23:48 2010	Nashville, Tennessee 37201  	normal	19 -7	15 -9	3	NE	18 -8	93	30.29	0
Mon Feb  1 13:23:48 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	30 -1	19 -7	15	SE	28 -2	93	30.07	3
Mon Feb  1 13:23:48 2010	Fort Worth, Texas 76101  	clear sky	30 -1	30 -1	0		27 -3	86	30.13	5
Mon Feb  1 13:23:49 2010	Chicago, Illinois 60601  	mostly cloudy	21 -6	17 -8	3	N	12-Oct	62	30.29	10
Mon Feb  1 13:23:49 2010	Portland, Oregon 97201  	clear sky	27 -3	16 -9	13	W	12-Oct	50	30.09	10
Mon Feb  1 13:23:49 2010	Phoenix, Arizona 85001  	clear sky	52 11	52 11	3	E	43 6	71	29.94	10
Mon Feb  1 13:23:50 2010	Indianapolis, Indiana 46201  	mostly cloudy	21 -6	17 -8	3	S	16 -9	79	30.28	10
Mon Feb  1 13:23:50 2010	San Antonio, Texas 78201  	mostly cloudy	36 2	34 1	3	NE	34 1	93	30.12	2
Mon Feb  1 13:23:51 2010	Jacksonville, Florida 32099  	mostly cloudy	50 10	45 7	12	NE	45 7	82	30.22	10
Mon Feb  1 13:23:51 2010	Columbus, Ohio 43085  	clear sky	16 -9	16 -9	0		12-Oct	79	30.32	7
Mon Feb  1 13:23:52 2010	Milwaukee, Wisconsin 53201  	clear sky	14 -10	13-Sep	3	NW	16-Mar	61	30.29	9
Mon Feb  1 13:23:52 2010	Houston, Texas 77001  	clear sky	39 4	35 2	6	NE	34 1	81	30.14	7
Mon Feb  1 13:23:52 2010	Dallas, Texas 75201  	mostly cloudy	34 1	34 1	0		30 -1	86	30.15	6
Mon Feb  1 13:23:52 2010	Seattle, Washington 98101  	clear sky	43 6	43 6	0		39 4	87	29.93	10
Mon Feb  1 13:23:53 2010	Detroit, Michigan 48201  	clear sky	16 -9	12-Nov	3	W	13-Sep	73	30.31	10
Mon Feb  1 13:23:53 2010	Philadelphia, Pennsylvania 19019  	clear sky	23 -5	16 -9	6	W	13-Sep	53	30.28	10
Mon Feb  1 14:07:35 2010	Charlotte, North Carolina 28201  	clear sky	21 -6	21 -6	0		19 -7	93	30.32	7
Mon Feb  1 14:07:35 2010	San Diego, California 92101  	mostly cloudy	52 11	52 11	0		46 8	82	29.95	5
Mon Feb  1 14:07:35 2010	San Jose, California 95101  	clear sky	46 8	46 8	0		43 6	87	29.97	10
Mon Feb  1 14:07:36 2010	Denver, Colorado 80214  	clear sky	27 -3	21 -6	5	SW	14-Jul	42	29.82	10
Mon Feb  1 14:07:36 2010	Memphis, Tennessee 37501  	mostly cloudy	25 -4	25 -4	0		21 -6	86	30.26	9
Mon Feb  1 14:07:37 2010	New York, New York 10001  	clear sky	25 -4	18 -8	6	W	13-Sep	49	30.24	10
Mon Feb  1 14:07:37 2010	El Paso, Texas 79901  	mostly cloudy	43 6	43 6	0		37 3	81	29.96	10
Mon Feb  1 14:07:37 2010	Los Angeles, California 90001  	clear sky	52 11	52 11	0		45 7	76	29.95	6
Mon Feb  1 14:07:38 2010	Washington, Washington D. C. 20001  	clear sky	27 -3	16 -9	13	NW	12-Oct	50	30.35	10
Mon Feb  1 14:07:38 2010	Las Vegas, Nevada 89101  	clear sky	41 5	39 4	3	SW	34 1	75	29.96	10
Mon Feb  1 14:07:38 2010	Baltimore, Maryland 21201  	normal	27 -3	27 -3			12-Oct	50	30.34	
Mon Feb  1 14:07:39 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	30 -1	19 -7	16	S	28 -2	93	30.05	4
Mon Feb  1 14:07:39 2010	Austin, Texas 73301  	mostly cloudy	36 2	32 0	5	NW	32 0	87	30.13	8
Mon Feb  1 14:07:39 2010	San Francisco, California 94101  	mostly cloudy	50 10	50 10	3	E	46 8	87	29.96	10
Mon Feb  1 14:07:40 2010	Fort Worth, Texas 76101  	mostly cloudy	27 -3	24 -4	3	S	25 -4	93	30.11	4
