14	search.yahoo.com				
Sat Jan 30 15:34:40 2010	San Jose, CA	44	Fog	60	42
Sat Jan 30 15:34:41 2010	Denver, CO	19	Partly Cloudy	46	30
Sat Jan 30 15:34:41 2010	San Diego, CA	46	Partly Cloudy	65	44
Sat Jan 30 15:34:42 2010	Memphis, TN	24	Cloudy	31	15
Sat Jan 30 15:34:42 2010	Los Angeles, CA	49	Fair	64	44
Sat Jan 30 15:34:43 2010	New York, NY	14	Fair	25	16
Sat Jan 30 15:34:43 2010	El Paso, TX	30	Fair	56	36
Sat Jan 30 15:34:44 2010	Baltimore, MD	21	Cloudy	21	20
Sat Jan 30 15:34:44 2010	Las Vegas, NV	42	Fair	62	39
Sat Jan 30 15:34:45 2010	Washington, DC	21	Light Snow	22	19
Sat Jan 30 15:34:46 2010	Austin, TX	30	Fair	50	31
Sat Jan 30 15:34:46 2010	San Francisco, CA	46	Partly Cloudy	54	46
Sat Jan 30 15:34:47 2010	Oklahoma City, OK	19	Cloudy	27	14
Sat Jan 30 15:34:47 2010	Nashville, TN	22	Cloudy	31	9
Sat Jan 30 15:34:48 2010	Fort Worth, TX	25	Cloudy	37	26
Sat Jan 30 15:34:48 2010	Phoenix, AZ	50	Mostly Cloudy	71	47
Sat Jan 30 15:34:49 2010	Chicago, IL	18	Mostly Cloudy	26	16
Sat Jan 30 15:34:49 2010	Portland, OR	42	Cloudy	49	44
Sat Jan 30 15:34:50 2010	Indianapolis, IN	16	Mostly Cloudy	24	14
Sat Jan 30 15:34:50 2010	San Antonio, TX	33	Fair	55	32
Sat Jan 30 15:34:51 2010	Boston, MA	9	Mostly Cloudy	24	12
Sat Jan 30 15:34:51 2010	Jacksonville, FL	64	Cloudy	68	42
Sat Jan 30 15:34:52 2010	Columbus, OH	16	Cloudy	22	12
Sat Jan 30 15:34:52 2010	Dallas, TX	27	Cloudy	39	29
Sat Jan 30 15:34:53 2010	Houston, TX	34	Cloudy	50	33
Sat Jan 30 15:34:53 2010	Seattle, WA	45	Light Rain	50	45
Sat Jan 30 15:34:54 2010	Detroit, MI	14	Cloudy	22	16
Sat Jan 30 15:34:54 2010	Milwaukee, WI	19	Light Snow	22	10
Sat Jan 30 15:34:55 2010	Philadelphia, PA	18	Cloudy	26	17
Sat Jan 30 16:20:52 2010	San Jose, CA	43	Partly Cloudy	60	42
Sat Jan 30 16:20:53 2010	Charlotte, NC	27	Light Sleet	28	13
Sat Jan 30 16:20:54 2010	Denver, CO	27	Partly Cloudy	46	30
Sat Jan 30 16:20:54 2010	San Diego, CA	45	Partly Cloudy	65	44
Sat Jan 30 16:20:55 2010	Memphis, TN	25	Cloudy	31	15
Sat Jan 30 16:20:55 2010	Los Angeles, CA	48	Fair	64	44
Sat Jan 30 16:20:56 2010	El Paso, TX	33	Fair	56	36
Sat Jan 30 16:20:57 2010	Baltimore, MD	21	Cloudy	21	20
Sat Jan 30 16:20:57 2010	New York, NY	13	Fair	25	16
Sat Jan 30 16:20:58 2010	Las Vegas, NV	39	Fair	62	39
Sat Jan 30 16:20:59 2010	Washington, DC	19	Snow	21	19
Sat Jan 30 16:20:59 2010	Austin, TX	32	Partly Cloudy	50	31
Sat Jan 30 16:21:00 2010	San Francisco, CA	46	Partly Cloudy	54	46
Sat Jan 30 16:21:01 2010	Oklahoma City, OK	20	Fog	26	14
Sat Jan 30 16:21:01 2010	Nashville, TN	23	Cloudy	31	9
Sat Jan 30 16:21:02 2010	Fort Worth, TX	25	Cloudy	37	26
Sat Jan 30 16:21:03 2010	Portland, OR	42	Cloudy	49	44
Sat Jan 30 16:21:03 2010	Phoenix, AZ	52	Mostly Cloudy	71	47
Sat Jan 30 16:21:04 2010	Chicago, IL	20	Mostly Cloudy	25	16
Sat Jan 30 16:21:05 2010	Indianapolis, IN	17	Mostly Cloudy	24	14
Sat Jan 30 16:21:05 2010	San Antonio, TX	36	Fair	55	32
Sat Jan 30 16:21:06 2010	Boston, MA	12	Mostly Cloudy	24	12
Sat Jan 30 16:21:07 2010	Columbus, OH	17	Cloudy	23	12
Sat Jan 30 16:21:07 2010	Jacksonville, FL	63	Rain	68	42
Sat Jan 30 16:21:08 2010	Dallas, TX	27	Cloudy	39	29
Sat Jan 30 16:21:08 2010	Houston, TX	34	Cloudy	50	33
Sat Jan 30 16:21:09 2010	Seattle, WA	44	Light Rain	50	45
Sat Jan 30 16:21:10 2010	Detroit, MI	16	Cloudy	22	16
Sat Jan 30 16:21:10 2010	Milwaukee, WI	19	Light Snow	22	10
Sat Jan 30 16:21:11 2010	Philadelphia, PA	19	Cloudy	25	17
Sat Jan 30 17:05:16 2010	San Jose, CA	43	Partly Cloudy	60	42
Sat Jan 30 17:05:17 2010	Charlotte, NC	27	Light Sleet	26	13
Sat Jan 30 17:05:17 2010	San Diego, CA	45	Partly Cloudy	65	44
Sat Jan 30 17:05:18 2010	Memphis, TN	25	Cloudy	31	15
Sat Jan 30 17:05:18 2010	Denver, CO	30	Partly Cloudy	46	30
Sat Jan 30 17:05:19 2010	El Paso, TX	33	Fair	56	36
Sat Jan 30 17:05:19 2010	Los Angeles, CA	51	Fair	64	44
Sat Jan 30 17:05:20 2010	Baltimore, MD	21	Cloudy	21	20
Sat Jan 30 17:05:20 2010	New York, NY	13	Fair	25	16
Sat Jan 30 17:05:21 2010	Washington, DC	21	Cloudy	21	19
Sat Jan 30 17:05:21 2010	Las Vegas, NV	39	Fair	62	39
Sat Jan 30 17:05:22 2010	Austin, TX	36	Mostly Cloudy	50	31
Sat Jan 30 17:05:22 2010	San Francisco, CA	46	Mostly Cloudy	54	46
Sat Jan 30 17:05:23 2010	Oklahoma City, OK	20	Fog	26	14
Sat Jan 30 17:05:23 2010	Nashville, TN	23	Light Snow	31	9
Sat Jan 30 17:05:24 2010	Fort Worth, TX	25	Cloudy	37	26
Sat Jan 30 17:05:24 2010	Phoenix, AZ	55	Mostly Cloudy	71	47
Sat Jan 30 17:05:25 2010	Portland, OR	43	Cloudy	49	44
Sat Jan 30 17:05:26 2010	Chicago, IL	19	Mostly Cloudy	25	16
Sat Jan 30 17:05:26 2010	San Antonio, TX	36	Fair	55	32
Sat Jan 30 17:05:27 2010	Boston, MA	12	Mostly Cloudy	24	12
Sat Jan 30 17:05:27 2010	Indianapolis, IN	19	Mostly Cloudy	24	14
Sat Jan 30 17:05:28 2010	Columbus, OH	18	Cloudy	23	12
Sat Jan 30 17:05:28 2010	Jacksonville, FL	63	Light Rain	68	42
Sat Jan 30 17:05:29 2010	Dallas, TX	27	Cloudy	39	29
Sat Jan 30 17:05:29 2010	Houston, TX	34	Cloudy	50	33
Sat Jan 30 17:05:30 2010	Milwaukee, WI	19	Light Snow	22	10
Sat Jan 30 17:05:30 2010	Seattle, WA	44	Light Rain	50	45
Sat Jan 30 17:05:31 2010	Detroit, MI	17	Partly Cloudy	22	16
Sat Jan 30 17:05:31 2010	Philadelphia, PA	19	Cloudy	25	17
Sat Jan 30 17:48:46 2010	San Jose, CA	43	Partly Cloudy	60	42
Sat Jan 30 17:48:47 2010	Charlotte, NC	27	Snow and Sleet	26	13
Sat Jan 30 17:48:47 2010	San Diego, CA	54	Haze	65	44
Sat Jan 30 17:48:48 2010	Denver, CO	30	Partly Cloudy	46	30
Sat Jan 30 17:48:49 2010	Memphis, TN	25	Cloudy	31	15
Sat Jan 30 17:48:49 2010	Los Angeles, CA	54	Mostly Cloudy	64	44
Sat Jan 30 17:48:50 2010	New York, NY	16	Fair	25	16
Sat Jan 30 17:48:50 2010	El Paso, TX	36	Fair	56	36
Sat Jan 30 17:48:51 2010	Baltimore, MD	21	Snow	21	20
Sat Jan 30 17:48:52 2010	Washington, DC	21	Cloudy	21	19
Sat Jan 30 17:48:52 2010	Las Vegas, NV	43	Fair	62	39
Sat Jan 30 17:48:53 2010	Austin, TX	34	Partly Cloudy	50	31
Sat Jan 30 17:48:54 2010	Oklahoma City, OK	21	Haze	26	14
Sat Jan 30 17:48:54 2010	San Francisco, CA	48	Partly Cloudy	54	46
Sat Jan 30 17:48:55 2010	Nashville, TN	23	Light Snow	31	9
Sat Jan 30 17:48:55 2010	Fort Worth, TX	26	Cloudy	37	26
Sat Jan 30 17:48:56 2010	Phoenix, AZ	55	Mostly Cloudy	71	47
Sat Jan 30 17:48:57 2010	Chicago, IL	21	Mostly Cloudy	25	16
Sat Jan 30 17:48:57 2010	Portland, OR	42	Cloudy	49	44
Sat Jan 30 17:48:58 2010	San Antonio, TX	39	Fair	55	32
Sat Jan 30 17:48:59 2010	Boston, MA	14	Partly Cloudy	24	12
Sat Jan 30 17:48:59 2010	Indianapolis, IN	19	Mostly Cloudy	24	14
Sat Jan 30 17:49:00 2010	Columbus, OH	21	Cloudy	23	12
Sat Jan 30 17:49:00 2010	Jacksonville, FL	63	Light Rain	68	42
Sat Jan 30 17:49:01 2010	Dallas, TX	27	Cloudy	39	29
Sat Jan 30 17:49:02 2010	Houston, TX	36	Cloudy	50	33
Sat Jan 30 17:49:02 2010	Seattle, WA	45	Light Rain	50	45
Sat Jan 30 17:49:03 2010	Detroit, MI	17	Partly Cloudy	21	16
Sat Jan 30 17:49:03 2010	Milwaukee, WI	21	Light Snow	22	10
Sat Jan 30 17:49:04 2010	Philadelphia, PA	19	Cloudy	25	17
Sat Jan 30 18:32:40 2010	Charlotte, NC	25	Sleet and Freezing Rain	26	13
Sat Jan 30 18:32:40 2010	San Jose, CA	46	Partly Cloudy	60	42
Sat Jan 30 18:32:41 2010	Denver, CO	37	Partly Cloudy	46	30
Sat Jan 30 18:32:41 2010	San Diego, CA	54	Partly Cloudy	65	44
Sat Jan 30 18:32:42 2010	Memphis, TN	25	Cloudy	31	15
Sat Jan 30 18:32:42 2010	Los Angeles, CA	55	Mostly Cloudy	64	44
Sat Jan 30 18:32:43 2010	El Paso, TX	40	Partly Cloudy	56	36
Sat Jan 30 18:32:44 2010	Baltimore, MD	19	Snow	21	20
Sat Jan 30 18:32:44 2010	New York, NY	17	Fair	24	16
Sat Jan 30 18:32:45 2010	Washington, DC	21	Cloudy	20	19
Sat Jan 30 18:32:45 2010	Las Vegas, NV	47	Fair	62	39
Sat Jan 30 18:32:46 2010	Austin, TX	38	Fair	50	31
Sat Jan 30 18:32:46 2010	San Francisco, CA	49	Partly Cloudy	54	46
Sat Jan 30 18:32:47 2010	Oklahoma City, OK	20	Cloudy	26	14
Sat Jan 30 18:32:47 2010	Nashville, TN	25	Cloudy	31	9
Sat Jan 30 18:32:48 2010	Fort Worth, TX	27	Cloudy	37	26
Sat Jan 30 18:32:48 2010	Phoenix, AZ	58	Mostly Cloudy	71	47
Sat Jan 30 18:32:49 2010	Chicago, IL	22	Partly Cloudy	25	16
Sat Jan 30 18:32:49 2010	Portland, OR	42	Light Rain	49	44
Sat Jan 30 18:32:50 2010	Indianapolis, IN	22	Mostly Cloudy	23	14
Sat Jan 30 18:32:50 2010	San Antonio, TX	42	Fair	55	32
Sat Jan 30 18:32:51 2010	Boston, MA	17	Mostly Cloudy	22	12
Sat Jan 30 18:32:51 2010	Jacksonville, FL	63	Cloudy	68	42
Sat Jan 30 18:32:52 2010	Columbus, OH	22	Cloudy	23	12
Sat Jan 30 18:32:53 2010	Dallas, TX	28	Cloudy	39	29
Sat Jan 30 18:32:53 2010	Houston, TX	36	Cloudy	50	33
Sat Jan 30 18:32:54 2010	Milwaukee, WI	21	Light Snow	22	10
Sat Jan 30 18:32:54 2010	Seattle, WA	45	Light Rain	50	45
Sat Jan 30 18:32:55 2010	Detroit, MI	18	Mostly Cloudy	21	16
Sat Jan 30 18:32:55 2010	Philadelphia, PA	19	Cloudy	25	17
Sat Jan 30 19:15:46 2010	San Jose, CA	46	Partly Cloudy	59	42
Sat Jan 30 19:15:47 2010	Charlotte, NC	25	Light Sleet	26	13
Sat Jan 30 19:15:48 2010	Denver, CO	37	Partly Cloudy	48	30
Sat Jan 30 19:15:48 2010	San Diego, CA	54	Partly Cloudy	64	44
Sat Jan 30 19:15:49 2010	Memphis, TN	25	Cloudy	31	15
Sat Jan 30 19:15:50 2010	El Paso, TX	40	Partly Cloudy	56	36
Sat Jan 30 19:15:50 2010	Los Angeles, CA	59	Partly Cloudy	64	44
Sat Jan 30 19:15:51 2010	New York, NY	17	Fair	24	16
Sat Jan 30 19:15:52 2010	Baltimore, MD	19	Snow	21	20
Sat Jan 30 19:15:52 2010	Las Vegas, NV	47	Fair	62	39
Sat Jan 30 19:15:53 2010	Washington, DC	21	Cloudy	20	19
Sat Jan 30 19:15:53 2010	Austin, TX	38	Fair	50	31
Sat Jan 30 19:15:54 2010	San Francisco, CA	49	Partly Cloudy	54	46
Sat Jan 30 19:15:55 2010	Oklahoma City, OK	23	Partly Cloudy	26	14
Sat Jan 30 19:15:55 2010	Nashville, TN	25	Cloudy	30	9
Sat Jan 30 19:15:56 2010	Fort Worth, TX	27	Cloudy	37	26
Sat Jan 30 19:15:57 2010	Portland, OR	42	Light Rain	49	44
Sat Jan 30 19:15:57 2010	Phoenix, AZ	58	Mostly Cloudy	70	47
Sat Jan 30 19:15:58 2010	Chicago, IL	22	Partly Cloudy	25	16
Sat Jan 30 19:15:58 2010	San Antonio, TX	42	Fair	54	32
Sat Jan 30 19:15:59 2010	Indianapolis, IN	22	Mostly Cloudy	23	14
Sat Jan 30 19:16:00 2010	Jacksonville, FL	66	Cloudy	67	42
Sat Jan 30 19:16:01 2010	Columbus, OH	22	Cloudy	22	12
Sat Jan 30 19:16:02 2010	Dallas, TX	28	Cloudy	39	29
Sat Jan 30 19:16:02 2010	Houston, TX	37	Cloudy	50	33
Sat Jan 30 19:16:03 2010	Milwaukee, WI	21	Light Snow	22	10
Sat Jan 30 19:16:03 2010	Seattle, WA	45	Light Rain	50	45
Sat Jan 30 19:16:04 2010	Detroit, MI	18	Mostly Cloudy	21	16
Sat Jan 30 19:16:05 2010	Philadelphia, PA	19	Cloudy	25	17
Sat Jan 30 20:00:00 2010	San Jose, CA	50	Partly Cloudy	59	42
Sat Jan 30 20:00:01 2010	Charlotte, NC	25	Light Freezing Rain	26	13
Sat Jan 30 20:00:02 2010	Denver, CO	37	Partly Cloudy	48	30
Sat Jan 30 20:00:02 2010	San Diego, CA	59	Fair	63	44
Sat Jan 30 20:00:03 2010	Memphis, TN	25	Cloudy	31	15
Sat Jan 30 20:00:04 2010	El Paso, TX	44	Partly Cloudy	56	36
Sat Jan 30 20:00:04 2010	Los Angeles, CA	59	Partly Cloudy	64	44
Sat Jan 30 20:00:05 2010	Baltimore, MD	18	Light Snow	22	18
Sat Jan 30 20:00:05 2010	New York, NY	18	Partly Cloudy	24	16
Sat Jan 30 20:00:06 2010	Washington, DC	19	Light Snow	20	18
Sat Jan 30 20:00:06 2010	Las Vegas, NV	51	Fair	60	41
Sat Jan 30 20:00:07 2010	Austin, TX	38	Fair	50	31
Sat Jan 30 20:00:07 2010	San Francisco, CA	52	Partly Cloudy	55	46
Sat Jan 30 20:00:08 2010	Nashville, TN	24	Cloudy	28	9
Sat Jan 30 20:00:08 2010	Oklahoma City, OK	22	Light Snow	28	17
Sat Jan 30 20:00:09 2010	Fort Worth, TX	28	Cloudy	37	26
Sat Jan 30 20:00:09 2010	Phoenix, AZ	60	Mostly Cloudy	70	47
Sat Jan 30 20:00:10 2010	Portland, OR	42	Light Rain	49	44
Sat Jan 30 20:00:11 2010	Chicago, IL	23	Partly Cloudy	25	19
Sat Jan 30 20:00:11 2010	San Antonio, TX	44	Fair	54	32
Sat Jan 30 20:00:12 2010	Boston, MA	20	Cloudy	22	12
Sat Jan 30 20:00:12 2010	Indianapolis, IN	22	Mostly Cloudy	23	14
Sat Jan 30 20:00:12 2010	Jacksonville, FL	66	Cloudy	67	41
Sat Jan 30 20:00:13 2010	Columbus, OH	22	Cloudy	23	11
Sat Jan 30 20:00:13 2010	Dallas, TX	30	Cloudy	39	29
Sat Jan 30 20:00:14 2010	Houston, TX	37	Cloudy	50	33
Sat Jan 30 20:00:14 2010	Seattle, WA	46	Cloudy	51	46
Sat Jan 30 20:00:15 2010	Detroit, MI	18	Mostly Cloudy	21	16
Sat Jan 30 20:00:15 2010	Milwaukee, WI	21	Light Snow	22	10
Sat Jan 30 20:00:16 2010	Philadelphia, PA	19	Cloudy	25	17
Sat Jan 30 20:43:13 2010	San Jose, CA	55	Partly Cloudy	59	42
Sat Jan 30 20:43:14 2010	Charlotte, NC	24	Cloudy	26	13
Sat Jan 30 20:43:15 2010	San Diego, CA	61	Partly Cloudy	63	44
Sat Jan 30 20:43:16 2010	Memphis, TN	25	Cloudy	29	15
Sat Jan 30 20:43:16 2010	Denver, CO	36	Partly Cloudy	48	30
Sat Jan 30 20:43:17 2010	Los Angeles, CA	61	Partly Cloudy	64	44
Sat Jan 30 20:43:18 2010	New York, NY	18	Partly Cloudy	24	16
Sat Jan 30 20:43:18 2010	El Paso, TX	47	Partly Cloudy	54	35
Sat Jan 30 20:43:19 2010	Baltimore, MD	18	Snow	22	18
Sat Jan 30 20:43:19 2010	Las Vegas, NV	52	Fair	60	41
Sat Jan 30 20:43:20 2010	Washington, DC	19	Light Snow	20	18
Sat Jan 30 20:43:21 2010	Austin, TX	41	Fair	50	31
Sat Jan 30 20:43:21 2010	San Francisco, CA	52	Partly Cloudy	55	46
Sat Jan 30 20:43:22 2010	Oklahoma City, OK	23	Light Snow	28	17
Sat Jan 30 20:43:23 2010	Nashville, TN	25	Cloudy	28	9
Sat Jan 30 20:43:23 2010	Fort Worth, TX	28	Cloudy	37	26
Sat Jan 30 20:43:24 2010	Phoenix, AZ	62	Mostly Cloudy	69	48
Sat Jan 30 20:43:25 2010	Chicago, IL	23	Partly Cloudy	25	19
Sat Jan 30 20:43:25 2010	Portland, OR	43	Light Rain	49	44
Sat Jan 30 20:43:26 2010	San Antonio, TX	47	Fair	54	32
Sat Jan 30 20:43:27 2010	Boston, MA	21	Cloudy	22	12
Sat Jan 30 20:43:27 2010	Indianapolis, IN	24	Mostly Cloudy	23	14
Sat Jan 30 20:43:28 2010	Jacksonville, FL	68	Cloudy	67	41
Sat Jan 30 20:43:29 2010	Columbus, OH	24	Cloudy	23	11
Sat Jan 30 20:43:29 2010	Dallas, TX	30	Cloudy	39	29
Sat Jan 30 20:43:30 2010	Houston, TX	37	Cloudy	50	33
Sat Jan 30 20:43:30 2010	Seattle, WA	47	Light Rain	51	46
Sat Jan 30 20:43:32 2010	Detroit, MI	20	Mostly Cloudy	21	15
Sat Jan 30 20:43:33 2010	Philadelphia, PA	20	Cloudy	25	16
Sat Jan 30 21:27:20 2010	Charlotte, NC	24	Cloudy	26	13
Sat Jan 30 21:27:20 2010	San Jose, CA	57	Partly Cloudy	59	42
Sat Jan 30 21:27:21 2010	Denver, CO	46	Partly Cloudy	48	30
Sat Jan 30 21:27:21 2010	San Diego, CA	62	Mostly Cloudy	63	44
Sat Jan 30 21:27:22 2010	Memphis, TN	26	Cloudy	29	15
Sat Jan 30 21:27:22 2010	Los Angeles, CA	62	Fair	64	44
Sat Jan 30 21:27:23 2010	New York, NY	20	Partly Cloudy	24	16
Sat Jan 30 21:27:23 2010	El Paso, TX	50	Partly Cloudy	54	35
Sat Jan 30 21:27:24 2010	Baltimore, MD	18	Snow	22	18
Sat Jan 30 21:27:24 2010	Las Vegas, NV	54	Fair	60	41
Sat Jan 30 21:27:25 2010	Washington, DC	18	Light Snow	20	18
Sat Jan 30 21:27:25 2010	Austin, TX	43	Fair	50	31
Sat Jan 30 21:27:26 2010	San Francisco, CA	54	Mostly Cloudy	55	46
Sat Jan 30 21:27:27 2010	Nashville, TN	25	Cloudy	28	9
Sat Jan 30 21:27:27 2010	Oklahoma City, OK	23	Light Snow	28	17
Sat Jan 30 21:27:27 2010	Fort Worth, TX	29	Cloudy	37	26
Sat Jan 30 21:27:28 2010	Portland, OR	44	Cloudy	49	44
Sat Jan 30 21:27:28 2010	Phoenix, AZ	64	Mostly Cloudy	69	48
Sat Jan 30 21:27:29 2010	Chicago, IL	23	Partly Cloudy	25	19
Sat Jan 30 21:27:29 2010	San Antonio, TX	50	Fair	54	32
Sat Jan 30 21:27:30 2010	Boston, MA	22	Cloudy	22	12
Sat Jan 30 21:27:30 2010	Indianapolis, IN	25	Partly Cloudy	23	14
Sat Jan 30 21:27:31 2010	Columbus, OH	25	Fair	23	11
Sat Jan 30 21:27:31 2010	Jacksonville, FL	69	Cloudy	67	41
Sat Jan 30 21:27:32 2010	Dallas, TX	30	Cloudy	39	29
Sat Jan 30 21:27:32 2010	Houston, TX	39	Mostly Cloudy	50	33
Sat Jan 30 21:27:33 2010	Milwaukee, WI	24	Mostly Cloudy	23	14
Sat Jan 30 21:27:33 2010	Seattle, WA	47	Cloudy	51	46
Sat Jan 30 21:27:34 2010	Detroit, MI	19	Mostly Cloudy	21	15
Sat Jan 30 21:27:34 2010	Philadelphia, PA	20	Cloudy	25	16
Sat Jan 30 22:10:10 2010	San Jose, CA	57	Partly Cloudy	60	42
Sat Jan 30 22:10:11 2010	Charlotte, NC	25	Cloudy	26	13
Sat Jan 30 22:10:11 2010	San Diego, CA	62	Mostly Cloudy	63	44
Sat Jan 30 22:10:12 2010	Denver, CO	48	Mostly Cloudy	51	30
Sat Jan 30 22:10:13 2010	Memphis, TN	27	Cloudy	29	15
Sat Jan 30 22:10:13 2010	Los Angeles, CA	63	Fair	62	44
Sat Jan 30 22:10:14 2010	El Paso, TX	51	Mostly Cloudy	53	35
Sat Jan 30 22:10:15 2010	Baltimore, MD	18	Snow	22	18
Sat Jan 30 22:10:15 2010	New York, NY	20	Mostly Cloudy	24	16
Sat Jan 30 22:10:16 2010	Las Vegas, NV	54	Fair	58	41
Sat Jan 30 22:10:17 2010	Washington, DC	18	Light Snow	20	18
Sat Jan 30 22:10:17 2010	Austin, TX	45	Fair	50	30
Sat Jan 30 22:10:18 2010	San Francisco, CA	54	Mostly Cloudy	56	46
Sat Jan 30 22:10:19 2010	Nashville, TN	25	Cloudy	28	9
Sat Jan 30 22:10:19 2010	Oklahoma City, OK	24	Cloudy	28	17
Sat Jan 30 22:10:20 2010	Fort Worth, TX	29	Cloudy	37	27
Sat Jan 30 22:10:21 2010	Portland, OR	44	Light Rain	49	44
Sat Jan 30 22:10:21 2010	Phoenix, AZ	65	Mostly Cloudy	68	48
Sat Jan 30 22:10:22 2010	Chicago, IL	22	Partly Cloudy	25	19
Sat Jan 30 22:10:23 2010	Indianapolis, IN	25	Partly Cloudy	23	13
Sat Jan 30 22:10:23 2010	San Antonio, TX	50	Fair	54	32
Sat Jan 30 22:10:24 2010	Boston, MA	22	Cloudy	22	12
Sat Jan 30 22:10:24 2010	Jacksonville, FL	70	Cloudy	67	41
Sat Jan 30 22:10:25 2010	Columbus, OH	25	Fair	23	11
Sat Jan 30 22:10:26 2010	Dallas, TX	31	Cloudy	39	29
Sat Jan 30 22:10:26 2010	Houston, TX	37	Cloudy	50	33
Sat Jan 30 22:10:27 2010	Milwaukee, WI	23	Cloudy	23	14
Sat Jan 30 22:10:27 2010	Seattle, WA	48	Cloudy	51	46
Sat Jan 30 22:10:28 2010	Detroit, MI	18	Partly Cloudy	21	15
Sat Jan 30 22:10:29 2010	Philadelphia, PA	18	Light Snow	25	16
Sat Jan 30 22:54:58 2010	San Jose, CA	59	Partly Cloudy	59	42
Sat Jan 30 22:54:59 2010	Charlotte, NC	25	Cloudy	26	14
Sat Jan 30 22:55:00 2010	Denver, CO	48	Mostly Cloudy	51	30
Sat Jan 30 22:55:00 2010	San Diego, CA	60	Mostly Cloudy	61	44
Sat Jan 30 22:55:01 2010	Memphis, TN	27	Cloudy	29	15
Sat Jan 30 22:55:01 2010	Los Angeles, CA	63	Fair	62	44
Sat Jan 30 22:55:02 2010	New York, NY	20	Mostly Cloudy	24	16
Sat Jan 30 22:55:02 2010	El Paso, TX	51	Mostly Cloudy	53	35
Sat Jan 30 22:55:03 2010	Baltimore, MD	18	Snow	22	18
Sat Jan 30 22:55:03 2010	Las Vegas, NV	55	Fair	58	41
Sat Jan 30 22:55:04 2010	Washington, DC	19	Cloudy	20	18
Sat Jan 30 22:55:04 2010	Austin, TX	45	Fair	50	30
Sat Jan 30 22:55:05 2010	Oklahoma City, OK	24	Cloudy	28	17
Sat Jan 30 22:55:05 2010	San Francisco, CA	54	Mostly Cloudy	57	46
Sat Jan 30 22:55:06 2010	Nashville, TN	25	Cloudy	28	9
Sat Jan 30 22:55:06 2010	Fort Worth, TX	29	Cloudy	37	27
Sat Jan 30 22:55:07 2010	Phoenix, AZ	65	Mostly Cloudy	68	48
Sat Jan 30 22:55:08 2010	Chicago, IL	22	Partly Cloudy	25	19
Sat Jan 30 22:55:08 2010	Portland, OR	44	Light Rain	48	44
Sat Jan 30 22:55:09 2010	Indianapolis, IN	26	Partly Cloudy	23	13
Sat Jan 30 22:55:09 2010	San Antonio, TX	53	Fair	54	32
Sat Jan 30 22:55:10 2010	Boston, MA	22	Cloudy	22	12
Sat Jan 30 22:55:10 2010	Jacksonville, FL	70	Light Rain	67	41
Sat Jan 30 22:55:11 2010	Columbus, OH	24	Fair	23	11
Sat Jan 30 22:55:11 2010	Dallas, TX	31	Cloudy	39	29
Sat Jan 30 22:55:12 2010	Houston, TX	37	Cloudy	50	33
Sat Jan 30 22:55:12 2010	Seattle, WA	48	Cloudy	51	46
Sat Jan 30 22:55:13 2010	Detroit, MI	18	Partly Cloudy	21	15
Sat Jan 30 22:55:13 2010	Milwaukee, WI	23	Cloudy	23	14
Sat Jan 30 22:55:14 2010	Philadelphia, PA	16	Light Snow	25	16
Sat Jan 30 23:40:41 2010	Charlotte, NC	25	Cloudy	26	14
Sat Jan 30 23:40:41 2010	San Jose, CA	59	Partly Cloudy	59	42
Sat Jan 30 23:40:42 2010	Denver, CO	50	Mostly Cloudy	51	30
Sat Jan 30 23:40:42 2010	San Diego, CA	60	Mostly Cloudy	61	44
Sat Jan 30 23:40:43 2010	Memphis, TN	28	Cloudy	29	15
Sat Jan 30 23:40:43 2010	Los Angeles, CA	64	Fair	62	44
Sat Jan 30 23:40:44 2010	El Paso, TX	52	Mostly Cloudy	53	35
Sat Jan 30 23:40:45 2010	Baltimore, MD	18	Light Snow	22	18
Sat Jan 30 23:40:45 2010	New York, NY	19	Mostly Cloudy	24	16
Sat Jan 30 23:40:46 2010	Washington, DC	18	Light Snow	20	17
Sat Jan 30 23:40:46 2010	Las Vegas, NV	56	Fair	58	41
Sat Jan 30 23:40:47 2010	Austin, TX	45	Fair	50	30
Sat Jan 30 23:40:48 2010	Oklahoma City, OK	25	Cloudy	28	17
Sat Jan 30 23:40:48 2010	San Francisco, CA	54	Partly Cloudy	57	46
Sat Jan 30 23:40:49 2010	Nashville, TN	25	Cloudy	28	9
Sat Jan 30 23:40:49 2010	Fort Worth, TX	30	Cloudy	37	27
Sat Jan 30 23:40:50 2010	Phoenix, AZ	66	Mostly Cloudy	68	48
Sat Jan 30 23:40:51 2010	Chicago, IL	22	Mostly Cloudy	25	19
Sat Jan 30 23:40:51 2010	Portland, OR	45	Cloudy	48	44
Sat Jan 30 23:40:52 2010	Indianapolis, IN	25	Partly Cloudy	23	13
Sat Jan 30 23:40:52 2010	San Antonio, TX	55	Fair	54	32
Sat Jan 30 23:40:53 2010	Boston, MA	22	Cloudy	22	12
Sat Jan 30 23:40:54 2010	Columbus, OH	24	Fair	23	11
Sat Jan 30 23:40:54 2010	Jacksonville, FL	70	Cloudy	67	41
Sat Jan 30 23:40:55 2010	Dallas, TX	31	Cloudy	39	29
Sat Jan 30 23:40:55 2010	Houston, TX	37	Cloudy	50	33
Sat Jan 30 23:40:56 2010	Seattle, WA	48	Light Rain	50	46
Sat Jan 30 23:40:57 2010	Detroit, MI	18	Fair	21	15
