8	weather.msn.com											
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F)	Feels like (°F)	Barometer (in)	Dewpoint (°)	Humidity (%)	Visibility (miles)	Precip last hr (in)	Precip last 24 hrs (in)	(Wind Speed)	Wind (mph)
Sat Jan 30 00:31:32 2010	San Antonio, TX (78207) 	Clear	48	48	30	34	57	10	NA	0.88	16	NW
Sat Jan 30 00:31:33 2010	Indianapolis, IN (46204) 	Cloudy	18	5	30.3	9	67	10	NA	NA	10	ENE
Sat Jan 30 00:31:34 2010	Columbus, OH (43215) 	Cloudy	16	7	30.4	1	53	10	NA	NA	6	NNE
Sat Jan 30 00:31:34 2010	Jacksonville, FL (32202) 	Clear	55	55	30.1	48	76	10	NA	NA	6	ENE
Sat Jan 30 00:31:35 2010	Dallas, TX (75201) 	Weather WarningsCloudy	34	23	30	28	80	10	NA	2.48	16	NW
Sat Jan 30 00:31:35 2010	Houston, TX (77003) 	Cloudy	46	46	29.9	39	76	10	NA	NA	14	NW
Sat Jan 30 00:31:37 2010	Milwaukee, WI (53202) 	Partly Cloudy	16	10	30.4	3	57	10	NA	NA	3	NNE
Sat Jan 30 00:31:37 2010	Seattle, WA (98104) 	Mostly Cloudy	55	55	29.9	37	50	10	NA	NA	0	
Sat Jan 30 00:31:38 2010	Detroit, MI (48226) 	Clear	18	10	30.4	0	45	10	NA	NA	5	NNE
Sat Jan 30 00:31:39 2010	Philadelphia, PA (19107) 	Mostly Cloudy	23	12	30.3	1	39	10	NA	NA	11	WNW
Sat Jan 30 01:15:34 2010	San Jose, CA (95112) 	Mostly Cloudy	59	59	29.9	43	55	10	NA	NA	13	S
Sat Jan 30 01:15:35 2010	Charlotte, NC (28202) 	Weather WarningsSnow	34	27	30.2	30	86	1	0.03	NA	8	ENE
Sat Jan 30 01:15:35 2010	San Diego, CA (92102) 	High Surf AdvisoryCloudy	61	61	30	52	72	10	NA	NA	6	WNW
Sat Jan 30 01:15:36 2010	Denver, CO (80203) 	Mostly Sunny	39	39	30	10	30	7	NA	NA	2	NNW
Sat Jan 30 01:15:37 2010	Memphis, TN (38103) 	Weather WarningsRain	30	18	30	27	86	3	0.01	NA	17	NE
Sat Jan 30 01:15:37 2010	Los Angeles, CA (90012) 	High Surf AdvisoryClear	66	66	30	46	48	10	NA	NA	3	
Sat Jan 30 01:15:38 2010	El Paso, TX (79901) 	Mostly Sunny	46	46	30.1	30	53	10	NA	0.16	3	N
Sat Jan 30 01:15:39 2010	New York, NY (10038) 	Special weather statementClear	21	10	30.3	1	42	10	NA	0.09	10	W
Sat Jan 30 01:15:40 2010	Baltimore, MD (21201) 	Cloudy	23	12	30.4	0	36	10	NA	NA	11	WNW
Sat Jan 30 01:15:40 2010	Las Vegas, NV (89106) 	Clear	55	55	30	32	41	10	NA	NA	5	ESE
Sat Jan 30 01:15:41 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	27	16	30.4	1	33	10	NA	NA	11	WNW
Sat Jan 30 01:15:42 2010	Austin, TX (78701) 	Mostly Cloudy	37	32	30.1	25	60	10	NA	0.65	8	NNW
Sat Jan 30 01:15:43 2010	San Francisco, CA (94109) 	Mostly Cloudy	57	57	29.9	46	67	10	NA	NA	9	SSE
Sat Jan 30 01:15:44 2010	Oklahoma City, OK (73102) 	Winter Weather AdvisoryFog	23	12	30.1	23	100	2	NA	1.27	11	N
Sat Jan 30 01:15:44 2010	Nashville, TN (37203) 	Winter storm warningSnow	27	16	30.1	23	86	1	0.08	NA	13	NE
Sat Jan 30 01:15:45 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	30	19	30.1	25	80	10	NA	2.3	16	NW
Sat Jan 30 01:15:45 2010	Phoenix, AZ (85004) 	Partly Cloudy	64	64	30	43	45	10	NA	0.03	3	SW
Sat Jan 30 01:15:46 2010	Portland, OR (97205) 	Cloudy	48	48	30	37	66	10	NA	NA	9	ESE
Sat Jan 30 01:15:47 2010	Chicago, IL (60610) 	Snow	18	10	30.4	9	67	9	0	NA	5	N
Sat Jan 30 01:15:47 2010	San Antonio, TX (78207) 	Clear	45	45	30	30	57	10	NA	0.88	15	NNW
Sat Jan 30 01:15:48 2010	Indianapolis, IN (46204) 	Cloudy	18	5	30.3	7	62	10	NA	NA	13	ENE
Sat Jan 30 01:15:49 2010	Jacksonville, FL (32202) 	Clear	55	55	30	50	82	10	NA	NA	5	ENE
Sat Jan 30 01:15:50 2010	Columbus, OH (43215) 	Cloudy	16	7	30.4	1	53	10	NA	NA	7	NE
Sat Jan 30 01:15:50 2010	Dallas, TX (75201) 	Weather WarningsCloudy	34	23	30.1	27	75	10	NA	2.48	19	NW
Sat Jan 30 01:15:51 2010	Houston, TX (77003) 	Cloudy	45	45	29.9	37	76	10	NA	NA	14	NW
Sat Jan 30 01:15:51 2010	Seattle, WA (98104) 	Cloudy	54	54	30	37	54	10	NA	NA	0	
Sat Jan 30 01:15:52 2010	Milwaukee, WI (53202) 	Partly Cloudy	16	16	30.4	5	62	10	NA	NA	0	
Sat Jan 30 01:15:53 2010	Detroit, MI (48226) 	Clear	18	10	30.4	0	45	10	NA	NA	5	NNE
Sat Jan 30 01:15:53 2010	Philadelphia, PA (19107) 	Mostly Cloudy	23	12	30.3	1	39	10	NA	NA	10	WNW
Sat Jan 30 01:59:13 2010	San Jose, CA (95112) 	Mostly Cloudy	59	59	29.9	43	55	10	NA	NA	13	S
Sat Jan 30 01:59:14 2010	Charlotte, NC (28202) 	Weather WarningsSnow	34	27	30.2	30	86	1	0	NA	8	ENE
Sat Jan 30 01:59:14 2010	San Diego, CA (92102) 	High Surf AdvisoryCloudy	61	61	30	52	72	10	NA	NA	6	WNW
Sat Jan 30 01:59:15 2010	Denver, CO (80203) 	Mostly Sunny	39	39	30	10	30	7	NA	NA	2	NNW
Sat Jan 30 01:59:16 2010	Memphis, TN (38103) 	Weather WarningsRain	30	NA	30	27	86	3	0.01	NA	NA	
Sat Jan 30 01:59:17 2010	El Paso, TX (79901) 	Mostly Sunny	46	46	30.1	30	53	10	NA	0.16	3	N
Sat Jan 30 01:59:17 2010	Los Angeles, CA (90012) 	High Surf AdvisoryClear	66	66	30	46	48	10	NA	NA	3	
Sat Jan 30 01:59:18 2010	New York, NY (10038) 	Special weather statementClear	21	10	30.3	1	42	10	NA	0.09	10	W
Sat Jan 30 01:59:19 2010	Baltimore, MD (21201) 	Cloudy	23	12	30.4	0	36	10	NA	NA	11	WNW
Sat Jan 30 01:59:19 2010	Las Vegas, NV (89106) 	Clear	55	55	30	32	41	10	NA	NA	5	ESE
Sat Jan 30 01:59:20 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	27	16	30.4	1	33	10	NA	NA	11	WNW
Sat Jan 30 01:59:20 2010	Austin, TX (78701) 	Mostly Cloudy	37	32	30.1	25	60	10	NA	0.65	8	NNW
Sat Jan 30 01:59:21 2010	San Francisco, CA (94109) 	Mostly Cloudy	54	54	29.9	46	76	10	NA	NA	9	SSE
Sat Jan 30 01:59:22 2010	Oklahoma City, OK (73102) 	Winter Weather AdvisoryFog	23	10	30.1	23	100	5	NA	1.27	14	N
Sat Jan 30 01:59:22 2010	Nashville, TN (37203) 	Winter storm warningSnow	27	14	30.1	23	86	1	0	NA	15	NE
Sat Jan 30 01:59:23 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	30	19	30.1	25	80	10	NA	2.3	16	NW
Sat Jan 30 01:59:24 2010	Phoenix, AZ (85004) 	Partly Cloudy	64	64	30	43	45	10	NA	0.03	3	SW
Sat Jan 30 01:59:25 2010	Portland, OR (97205) 	Cloudy	48	48	30	37	66	10	NA	NA	9	ESE
Sat Jan 30 01:59:26 2010	Chicago, IL (60610) 	Snow	18	10	30.4	9	67	9	0	NA	5	N
Sat Jan 30 01:59:26 2010	San Antonio, TX (78207) 	Clear	45	45	30	30	57	10	NA	0.88	15	NNW
Sat Jan 30 01:59:27 2010	Indianapolis, IN (46204) 	Cloudy	18	5	30.3	7	62	10	NA	NA	13	ENE
Sat Jan 30 01:59:28 2010	Columbus, OH (43215) 	Cloudy	16	7	30.4	1	53	10	NA	NA	7	NE
Sat Jan 30 01:59:28 2010	Jacksonville, FL (32202) 	Clear	55	55	30	50	82	10	NA	NA	5	ENE
Sat Jan 30 01:59:29 2010	Dallas, TX (75201) 	Weather WarningsCloudy	34	23	30.1	27	75	10	NA	2.48	19	NW
Sat Jan 30 01:59:29 2010	Houston, TX (77003) 	Cloudy	43	43	29.9	37	81	10	NA	NA	16	NW
Sat Jan 30 01:59:30 2010	Seattle, WA (98104) 	Cloudy	54	54	30	37	54	10	NA	NA	0	
Sat Jan 30 01:59:31 2010	Milwaukee, WI (53202) 	Partly Cloudy	16	16	30.4	5	62	10	NA	NA	0	
Sat Jan 30 01:59:32 2010	Detroit, MI (48226) 	Clear	18	10	30.4	0	45	10	NA	NA	5	NNE
Sat Jan 30 01:59:32 2010	Philadelphia, PA (19107) 	Mostly Cloudy	23	12	30.3	1	39	10	NA	NA	10	WNW
Sat Jan 30 02:43:41 2010	San Jose, CA (95112) 	Mostly Cloudy	57	57	29.9	43	58	10	NA	NA	7	S
Sat Jan 30 02:43:42 2010	Charlotte, NC (28202) 	Weather WarningsSnow	32	27	30.2	30	93	2	0.01	NA	6	NE
Sat Jan 30 02:43:42 2010	San Diego, CA (92102) 	High Surf AdvisoryCloudy	61	61	30	52	72	10	NA	NA	3	WNW
Sat Jan 30 02:43:44 2010	Memphis, TN (38103) 	Weather WarningsRain	30	NA	29.9	27	86	4	0	NA	NA	
Sat Jan 30 02:43:44 2010	Denver, CO (80203) 	Mostly Sunny	37	37	30	9	30	7	NA	NA	0	
Sat Jan 30 02:43:45 2010	El Paso, TX (79901) 	Mostly Sunny	45	45	30.1	32	61	10	NA	0.16	7	WSW
Sat Jan 30 02:43:45 2010	Los Angeles, CA (90012) 	High Surf AdvisoryClear	63	63	30	48	59	10	NA	NA	0	
Sat Jan 30 02:43:46 2010	New York, NY (10038) 	Special weather statementClear	19	9	30.3	0	42	10	NA	0.09	10	W
Sat Jan 30 02:43:47 2010	Baltimore, MD (21201) 	Mostly Cloudy	21	14	30.4	1	42	10	NA	NA	6	NW
Sat Jan 30 02:43:48 2010	Washington, DC (20001) 	Winter Weather AdvisoryMostly Cloudy	25	12	30.4	1	36	10	NA	NA	14	NNW
Sat Jan 30 02:43:48 2010	Las Vegas, NV (89106) 	Clear	54	54	30	34	47	10	NA	NA	5	ESE
Sat Jan 30 02:43:49 2010	Austin, TX (78701) 	Mostly Sunny	36	28	30.1	25	64	10	NA	0.65	8	NNW
Sat Jan 30 02:43:49 2010	San Francisco, CA (94109) 	Rain	54	54	30	48	82	3	0.05	NA	6	S
Sat Jan 30 02:43:50 2010	Oklahoma City, OK (73102) 	Weather WarningsSnow	23	12	30.1	23	100	5	NA	1.27	9	N
Sat Jan 30 02:43:51 2010	Nashville, TN (37203) 	Weather WarningsSnow	27	18	30.1	25	93	1	0.02	NA	10	NNE
Sat Jan 30 02:43:51 2010	Fort Worth, TX (76102) 	Cloudy	30	18	30.1	23	74	10	NA	2.3	21	NW
Sat Jan 30 02:43:52 2010	Phoenix, AZ (85004) 	Partly Cloudy	63	63	30	45	51	10	NA	0.03	3	SSW
Sat Jan 30 02:43:53 2010	Chicago, IL (60610) 	Snow	19	10	30.4	10	68	9	0	NA	7	NNE
Sat Jan 30 02:43:53 2010	Portland, OR (97205) 	Cloudy	48	48	30	37	66	10	NA	NA	10	ESE
Sat Jan 30 02:43:54 2010	Indianapolis, IN (46204) 	Cloudy	18	5	30.3	7	62	10	NA	NA	10	ENE
Sat Jan 30 02:43:54 2010	San Antonio, TX (78207) 	Clear	43	43	30.1	30	61	10	NA	0.88	11	N
Sat Jan 30 02:43:56 2010	Columbus, OH (43215) 	Cloudy	16	9	30.4	1	53	10	NA	NA	5	NE
Sat Jan 30 02:43:56 2010	Jacksonville, FL (32202) 	Clear	54	54	NA	52	94	10	NA	NA	5	NNE
Sat Jan 30 02:43:57 2010	Dallas, TX (75201) 	Flood warningCloudy	32	NA	30.1	25	74	10	NA	2.48	NA	
Sat Jan 30 02:43:57 2010	Houston, TX (77003) 	Cloudy	41	41	30	36	81	10	NA	NA	16	NW
Sat Jan 30 02:43:58 2010	Seattle, WA (98104) 	Cloudy	54	54	30	37	54	10	NA	NA	0	
Sat Jan 30 02:43:59 2010	Detroit, MI (48226) 	Clear	16	9	30.4	1	53	10	NA	NA	5	NNE
Sat Jan 30 02:43:59 2010	Milwaukee, WI (53202) 	Mostly Cloudy	16	9	30.4	7	67	10	NA	NA	5	NNW
Sat Jan 30 02:44:00 2010	Philadelphia, PA (19107) 	Mostly Cloudy	23	12	30.3	1	39	10	NA	NA	10	WNW
Sat Jan 30 03:27:34 2010	Charlotte, NC (28202) 	Weather WarningsSnow	32	25	30.2	30	93	2	0.01	NA	7	NE
Sat Jan 30 03:27:34 2010	San Jose, CA (95112) 	Rain	54	54	30	48	82	4	0.04	NA	3	SSW
Sat Jan 30 03:27:36 2010	Denver, CO (80203) 	Mostly Sunny	36	36	30	7	30	7	NA	NA	0	
Sat Jan 30 03:27:36 2010	San Diego, CA (92102) 	High Surf AdvisoryCloudy	59	59	30	52	77	10	NA	NA	3	W
Sat Jan 30 03:27:37 2010	Memphis, TN (38103) 	Weather WarningsRain	30	19	29.9	27	86	3	0.01	NA	16	NE
Sat Jan 30 03:27:38 2010	El Paso, TX (79901) 	Clear	45	45	30.1	32	61	10	NA	0.16	5	W
Sat Jan 30 03:27:38 2010	Los Angeles, CA (90012) 	High Surf AdvisoryClear	61	61	30	50	67	10	NA	NA	0	
Sat Jan 30 03:27:39 2010	New York, NY (10038) 	Special weather statementClear	19	12	30.3	1	45	10	NA	0.09	5	
Sat Jan 30 03:27:40 2010	Baltimore, MD (21201) 	Cloudy	21	12	30.4	1	42	10	NA	NA	8	NW
Sat Jan 30 03:27:40 2010	Las Vegas, NV (89106) 	Clear	52	52	30	36	54	10	NA	NA	5	E
Sat Jan 30 03:27:41 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	25	12	30.4	1	36	10	NA	NA	15	N
Sat Jan 30 03:27:42 2010	Austin, TX (78701) 	Cloudy	36	30	30.1	25	64	10	NA	0.65	7	NNW
Sat Jan 30 03:27:42 2010	San Francisco, CA (94109) 	Rain	52	52	30	48	87	7	0.15	NA	16	ESE
Sat Jan 30 03:27:43 2010	Oklahoma City, OK (73102) 	Weather WarningsSnow	23	14	30.1	23	100	5	NA	1.27	7	NNW
Sat Jan 30 03:27:43 2010	Nashville, TN (37203) 	Weather WarningsSnow	27	18	30	25	93	1	0.06	NA	10	NE
Sat Jan 30 03:27:44 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	28	16	30.1	25	86	10	NA	2.3	17	NNW
Sat Jan 30 03:27:45 2010	Portland, OR (97205) 	Rain	46	46	30	39	76	10	0	NA	9	ESE
Sat Jan 30 03:27:45 2010	Phoenix, AZ (85004) 	Partly Cloudy	61	61	30	46	59	10	NA	0.03	0	
Sat Jan 30 03:27:46 2010	Chicago, IL (60610) 	Snow	19	12	30.4	10	68	8	0	NA	6	N
Sat Jan 30 03:27:46 2010	San Antonio, TX (78207) 	Clear	41	41	30.1	28	60	10	NA	0.88	14	NNW
Sat Jan 30 03:27:47 2010	Indianapolis, IN (46204) 	Cloudy	18	3	30.3	9	67	10	NA	NA	14	ENE
Sat Jan 30 03:27:48 2010	Jacksonville, FL (32202) 	Clear	54	54	30	52	94	10	NA	NA	5	NE
Sat Jan 30 03:27:49 2010	Columbus, OH (43215) 	Cloudy	16	7	30.3	3	57	10	NA	NA	6	NE
Sat Jan 30 03:27:49 2010	Dallas, TX (75201) 	Weather WarningsCloudy	32	21	30.1	25	74	10	NA	2.48	17	NW
Sat Jan 30 03:27:50 2010	Houston, TX (77003) 	Cloudy	39	30	30	32	75	10	NA	NA	17	NW
Sat Jan 30 03:27:51 2010	Milwaukee, WI (53202) 	Mostly Cloudy	16	10	30.4	7	67	10	NA	NA	3	NNW
Sat Jan 30 03:27:51 2010	Seattle, WA (98104) 	Cloudy	52	52	30	39	62	10	0	NA	0	
Sat Jan 30 03:27:52 2010	Detroit, MI (48226) 	Clear	14	7	30.4	1	57	10	NA	NA	5	NE
Sat Jan 30 03:27:52 2010	Philadelphia, PA (19107) 	Mostly Cloudy	21	12	30.3	1	42	10	NA	NA	7	WNW
Sat Jan 30 04:11:27 2010	San Jose, CA (95112) 	Rain	52	52	30	48	87	3	0.09	NA	0	
Sat Jan 30 04:11:28 2010	Charlotte, NC (28202) 	Weather WarningsSnow	32	25	30.2	30	93	2	0.01	NA	8	ENE
Sat Jan 30 04:11:29 2010	Denver, CO (80203) 	Mostly Sunny	34	30	30	10	37	7	NA	NA	3	E
Sat Jan 30 04:11:29 2010	San Diego, CA (92102) 	High Surf AdvisoryHaze	59	59	30	52	77	6	NA	NA	3	WNW
Sat Jan 30 04:11:30 2010	Memphis, TN (38103) 	Weather WarningsFog	30	19	29.9	27	86	2	0	NA	14	NE
Sat Jan 30 04:11:30 2010	Los Angeles, CA (90012) 	High Surf AdvisoryClear	57	57	30	52	82	8	NA	NA	0	
Sat Jan 30 04:11:31 2010	El Paso, TX (79901) 	Clear	41	41	30.1	30	65	10	NA	0.16	8	NE
Sat Jan 30 04:11:32 2010	New York, NY (10038) 	Special weather statementClear	18	7	30.3	0	45	10	NA	0.09	9	WNW
Sat Jan 30 04:11:32 2010	Baltimore, MD (21201) 	Cloudy	21	14	30.4	1	42	10	NA	NA	5	NW
Sat Jan 30 04:11:33 2010	Las Vegas, NV (89106) 	Clear	48	48	30	37	66	10	NA	NA	0	
Sat Jan 30 04:11:34 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	25	12	30.4	0	33	10	NA	NA	17	NNW
Sat Jan 30 04:11:34 2010	Austin, TX (78701) 	Partly Cloudy	36	28	30.1	25	64	10	NA	0.65	10	NNW
Sat Jan 30 04:11:35 2010	Oklahoma City, OK (73102) 	Winter Weather AdvisoryCloudy	23	12	30.1	23	100	7	NA	1.27	9	N
Sat Jan 30 04:11:35 2010	San Francisco, CA (94109) 	Rain	52	52	30	48	87	10	1.57	NA	8	SE
Sat Jan 30 04:11:36 2010	Nashville, TN (37203) 	Weather WarningsSnow	27	16	30	23	86	1	0.06	NA	14	NE
Sat Jan 30 04:11:36 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	28	18	30.1	23	80	10	NA	2.3	15	NW
Sat Jan 30 04:11:37 2010	Phoenix, AZ (85004) 	Partly Cloudy	61	61	30	46	59	10	NA	0.03	0	
Sat Jan 30 04:11:38 2010	Chicago, IL (60610) 	Snow	19	12	30.4	12	73	2	0	NA	5	NNW
Sat Jan 30 04:11:38 2010	Portland, OR (97205) 	Cloudy	46	46	30	39	76	10	0	NA	8	ESE
Sat Jan 30 04:11:39 2010	Indianapolis, IN (46204) 	Snow	18	3	30.3	9	67	9	0	NA	15	ENE
Sat Jan 30 04:11:39 2010	San Antonio, TX (78207) 	Clear	39	30	30.1	27	60	10	NA	0.88	19	N
Sat Jan 30 04:11:40 2010	Jacksonville, FL (32202) 	Partly Cloudy	54	54	30	52	94	10	NA	NA	5	NE
Sat Jan 30 04:11:41 2010	Columbus, OH (43215) 	Cloudy	16	7	30.3	3	57	10	NA	NA	7	NE
Sat Jan 30 04:11:42 2010	Dallas, TX (75201) 	Weather WarningsCloudy	30	19	30.1	25	80	10	NA	2.48	15	NW
Sat Jan 30 04:11:42 2010	Houston, TX (77003) 	Cloudy	39	30	30	32	75	10	NA	NA	16	NW
Sat Jan 30 04:11:43 2010	Seattle, WA (98104) 	Cloudy	54	54	30	39	58	10	NA	NA	0	
Sat Jan 30 04:11:44 2010	Milwaukee, WI (53202) 	Cloudy	16	7	30.4	5	62	10	NA	NA	6	NW
Sat Jan 30 04:11:45 2010	Detroit, MI (48226) 	Clear	14	7	30.4	3	62	10	NA	NA	5	NE
Sat Jan 30 04:11:45 2010	Philadelphia, PA (19107) 	Mostly Cloudy	21	10	30.3	0	38	10	NA	NA	10	WNW
Sat Jan 30 04:55:03 2010	San Jose, CA (95112) 	Cloudy	52	52	30	52	100	10	0.03	NA	6	ESE
Sat Jan 30 04:55:04 2010	Charlotte, NC (28202) 	Weather WarningsSnow	32	25	30.2	28	86	1	0.01	NA	9	ENE
Sat Jan 30 04:55:04 2010	San Diego, CA (92102) 	High Surf AdvisoryHaze	59	59	30	52	77	6	NA	NA	3	WNW
Sat Jan 30 04:55:05 2010	Memphis, TN (38103) 	Weather WarningsFog	30	NA	29.9	27	86	3	0.01	NA	NA	
Sat Jan 30 04:55:05 2010	Denver, CO (80203) 	Mostly Sunny	34	30	30	10	37	7	NA	NA	3	E
Sat Jan 30 04:55:06 2010	Los Angeles, CA (90012) 	High Surf AdvisoryClear	57	57	30	52	82	8	NA	NA	0	
Sat Jan 30 04:55:07 2010	New York, NY (10038) 	Special weather statementClear	18	7	30.3	0	45	10	NA	0.09	9	WNW
Sat Jan 30 04:55:07 2010	El Paso, TX (79901) 	Clear	41	41	30.1	30	65	10	NA	0.16	8	NE
Sat Jan 30 04:55:08 2010	Baltimore, MD (21201) 	Cloudy	21	14	30.4	1	42	10	NA	NA	5	NW
Sat Jan 30 04:55:09 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	25	12	30.4	0	33	10	NA	NA	17	NNW
Sat Jan 30 04:55:09 2010	Las Vegas, NV (89106) 	Clear	48	48	30	37	66	10	NA	NA	0	
Sat Jan 30 04:55:10 2010	Austin, TX (78701) 	Partly Cloudy	36	28	30.1	25	64	10	NA	0.65	10	NNW
Sat Jan 30 04:55:10 2010	San Francisco, CA (94109) 	Rain	52	52	30	48	87	10	0.04	NA	8	SE
Sat Jan 30 04:55:11 2010	Oklahoma City, OK (73102) 	Short term forecastCloudy	21	12	30.1	16	79	7	NA	1.27	7	NNW
Sat Jan 30 04:55:11 2010	Nashville, TN (37203) 	Weather WarningsSnow	27	18	30	25	93	1	0.1	NA	10	NE
Sat Jan 30 04:55:12 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	28	18	30.1	23	80	10	NA	2.3	15	NW
Sat Jan 30 04:55:13 2010	Portland, OR (97205) 	Cloudy	46	46	30	39	76	10	0	NA	8	ESE
Sat Jan 30 04:55:13 2010	Phoenix, AZ (85004) 	Partly Cloudy	61	61	30	46	59	10	NA	0.03	0	
Sat Jan 30 04:55:14 2010	Chicago, IL (60610) 	Snow	19	7	30.3	14	79	6	0	NA	11	SE
Sat Jan 30 04:55:15 2010	San Antonio, TX (78207) 	Clear	39	NA	30.1	27	60	10	NA	0.88	NA	
Sat Jan 30 04:55:16 2010	Indianapolis, IN (46204) 	Snow	18	3	30.3	9	67	9	0	NA	15	ENE
Sat Jan 30 04:55:17 2010	Jacksonville, FL (32202) 	Partly Cloudy	54	54	30	52	94	10	NA	NA	5	NE
Sat Jan 30 04:55:18 2010	Columbus, OH (43215) 	Cloudy	16	7	30.3	3	57	10	NA	NA	7	NE
Sat Jan 30 04:55:18 2010	Dallas, TX (75201) 	Weather WarningsCloudy	30	19	30.1	25	80	10	NA	2.48	15	NW
Sat Jan 30 04:55:19 2010	Houston, TX (77003) 	Cloudy	37	28	30	32	81	10	NA	NA	13	NW
Sat Jan 30 04:55:20 2010	Seattle, WA (98104) 	Cloudy	54	54	30	39	58	10	NA	NA	0	
Sat Jan 30 04:55:21 2010	Milwaukee, WI (53202) 	Cloudy	16	7	30.4	5	62	10	NA	NA	6	NW
Sat Jan 30 04:55:22 2010	Detroit, MI (48226) 	Clear	14	7	30.4	3	62	10	NA	NA	5	NE
Sat Jan 30 04:55:23 2010	Philadelphia, PA (19107) 	Mostly Cloudy	21	10	30.3	0	38	10	NA	NA	10	WNW
Sat Jan 30 05:38:44 2010	Charlotte, NC (28202) 	Weather WarningsSnow	32	27	30.2	28	86	1	0	0	6	NE
Sat Jan 30 05:38:44 2010	San Jose, CA (95112) 	Cloudy	52	52	30	52	100	10	0.03	NA	7	ESE
Sat Jan 30 05:38:45 2010	San Diego, CA (92102) 	High Surf AdvisoryCloudy	57	57	30	52	82	10	NA	NA	0	
Sat Jan 30 05:38:46 2010	Denver, CO (80203) 	Mostly Sunny	25	18	30	14	63	7	NA	NA	7	S
Sat Jan 30 05:38:47 2010	Memphis, TN (38103) 	Weather WarningsFog	30	21	29.9	27	86	5	0	NA	11	NE
Sat Jan 30 05:38:47 2010	Los Angeles, CA (90012) 	High Surf AdvisoryHaze	57	57	30	52	82	6	NA	NA	0	
Sat Jan 30 05:38:48 2010	El Paso, TX (79901) 	Clear	37	36	30.1	30	75	10	NA	0.16	3	NE
Sat Jan 30 05:38:49 2010	New York, NY (10038) 	Special weather statementClear	18	5	30.3	0	45	10	NA	0.09	10	WNW
Sat Jan 30 05:38:49 2010	Baltimore, MD (21201) 	Cloudy	21	12	30.4	1	42	10	NA	NA	8	NNW
Sat Jan 30 05:38:50 2010	Las Vegas, NV (89106) 	Clear	50	50	30	36	57	10	NA	NA	0	
Sat Jan 30 05:38:51 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	23	12	30.4	1	39	10	NA	NA	11	NNW
Sat Jan 30 05:38:51 2010	Austin, TX (78701) 	Clear	34	30	30.1	25	69	10	NA	0.65	5	
Sat Jan 30 05:38:52 2010	Oklahoma City, OK (73102) 	Short term forecastCloudy	23	14	30.1	19	86	7	NA	1.27	8	N
Sat Jan 30 05:38:52 2010	San Francisco, CA (94109) 	Cloudy	52	52	30	48	87	10	0	NA	9	SSE
Sat Jan 30 05:38:53 2010	Nashville, TN (37203) 	Weather WarningsSnow	27	18	30	25	93	1	0.1	NA	10	NE
Sat Jan 30 05:38:54 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	28	18	30.1	23	80	10	NA	2.3	13	NW
Sat Jan 30 05:38:55 2010	Portland, OR (97205) 	Cloudy	46	46	30	39	76	10	0	NA	6	E
Sat Jan 30 05:38:55 2010	Phoenix, AZ (85004) 	Partly Cloudy	59	59	30	46	63	10	NA	0.03	0	
Sat Jan 30 05:38:56 2010	Chicago, IL (60610) 	Snow	19	9	30.3	12	73	10	0	NA	10	SE
Sat Jan 30 05:38:57 2010	Indianapolis, IN (46204) 	Snow	16	3	30.2	7	67	9	0	NA	11	ENE
Sat Jan 30 05:38:57 2010	San Antonio, TX (78207) 	Clear	37	30	30.1	27	65	10	NA	0.88	10	NNW
Sat Jan 30 05:38:58 2010	Jacksonville, FL (32202) 	Cloudy	55	55	NA	54	94	10	NA	NA	3	NNE
Sat Jan 30 05:38:59 2010	Columbus, OH (43215) 	Cloudy	16	5	30.3	3	57	10	NA	NA	8	E
Sat Jan 30 05:39:00 2010	Dallas, TX (75201) 	Weather WarningsCloudy	30	19	30.1	25	80	10	0	2.48	16	NW
Sat Jan 30 05:39:01 2010	Houston, TX (77003) 	Cloudy	37	28	30	32	81	10	NA	NA	13	NW
Sat Jan 30 05:39:02 2010	Milwaukee, WI (53202) 	Cloudy	16	7	30.4	3	57	10	NA	NA	7	WNW
Sat Jan 30 05:39:02 2010	Seattle, WA (98104) 	Cloudy	52	52	30	43	71	10	NA	NA	3	N
Sat Jan 30 05:39:03 2010	Detroit, MI (48226) 	Clear	14	9	30.4	3	62	10	NA	NA	3	ENE
Sat Jan 30 05:39:04 2010	Philadelphia, PA (19107) 	Mostly Cloudy	21	10	30.3	1	42	10	NA	NA	11	WNW
Sat Jan 30 06:22:52 2010	San Jose, CA (95112) 	Cloudy	52	52	30	52	100	10	0	NA	7	SSE
Sat Jan 30 06:22:53 2010	Charlotte, NC (28202) 	Winter storm warningSnow	30	23	30.1	28	93	1	0	0	8	ENE
