13	www.accuweather.com									
(Timestamp)	(Location)	(Temperature) (°F)	RealFeel® (°F)	Winds	at (mph)	(Condition)	Humidity (%)	Dew Point (° F)	Pressure (in)	Visibility (Miles)
Sat Jan 30 04:57:12 2010	Las Vegas  89101 	51	54	CLM	0	Some Clouds 	51	34	30.01	10
Sat Jan 30 04:57:14 2010	Washington  20001 	24	6	NNW	17	Cloudy 	34	0	30.38	10
Sat Jan 30 04:57:16 2010	Austin  73301 	36	25	NNW	13	Partly Cloudy 	64	25	30.14	10
Sat Jan 30 04:57:18 2010	San Francisco  94101 	53	47	SE	7	Light Rain 	89	50	29.96	10
Sat Jan 30 04:57:21 2010	Oklahoma City  73101 	22	15	NNW	7	Cloudy 	80	17	30.11	7
Sat Jan 30 04:57:24 2010	Nashville  37201 	26	13	NE	10	Lgt.Snow/Fog 	92	24	30.05	1
Sat Jan 30 04:57:27 2010	Fort Worth  76101 	29	14	NW	15	Cloudy 	78	23	30.12	10
Sat Jan 30 04:57:29 2010	Phoenix  85001 	60	62	CLM	0	Mostly Clear 	59	46	29.99	10
Sat Jan 30 04:57:32 2010	Portland  97201 	46	41	ESE	8	Cloudy 	79	40	29.98	10
Sat Jan 30 04:57:34 2010	Chicago  60601 	18	11	N	6	Light Snow 	67	9	30.39	10
Sat Jan 30 04:57:36 2010	San Antonio  78201 	38	30	NNW	9	Mostly Clear 	64	27	30.09	10
Sat Jan 30 04:57:38 2010	Indianapolis  46201 	17	-3	ENE	15	Light Snow 	67	8	30.30	9
Sat Jan 30 04:57:41 2010	Boston  02101 	13	-12	WNW	22	Clear 	32	-12	30.09	10
Sat Jan 30 04:57:43 2010	Jacksonville  32099 	54	56	CLM	0	Cloudy 	87	50	30.03	10
Sat Jan 30 04:57:45 2010	Columbus  43085 	15	7	NE	7	Cloudy 	58	3	30.37	10
Sat Jan 30 04:57:47 2010	Dallas  75201 	31	13	NW	17	Light Snow 	78	25	30.09	7
Sat Jan 30 04:57:49 2010	Houston  77001 	40	27	NNW	17	Cloudy 	76	33	30.06	10
Sat Jan 30 04:57:51 2010	Seattle  98101 	51	45	E	6	Light Rain 	58	37	29.98	10
Sat Jan 30 04:57:54 2010	Milwaukee  53201 	16	11	NW	6	Cloudy 	61	5	30.42	10
Sat Jan 30 04:57:56 2010	Detroit  48201 	15	22	CLM	0	Mostly Clear 	67	6	30.44	10
Sat Jan 30 04:57:58 2010	Philadelphia  19019 	22	10	WNW	10	Some Clouds 	38	0	30.34	10
Sat Jan 30 05:40:15 2010	San Jose  95101 	52	48	ESE	7	Cloudy 	96	51	29.96	10
Sat Jan 30 05:40:19 2010	Charlotte  28201 	32	26	NE	6	Light Snow 	86	28	30.17	2
Sat Jan 30 05:40:22 2010	San Diego  92101 	58	60	CLM	0	Cloudy 	80	52	30.04	10
Sat Jan 30 05:40:25 2010	Denver  80214 	34	30	N	6	Clear 	37	10	30.01	20
Sat Jan 30 05:40:28 2010	Memphis  37501 	30	17	NE	12	Lgt.Frz.Driz. 	85	26	29.94	5
Sat Jan 30 05:40:31 2010	Los Angeles  90001 	57	59	CLM	0	Clear 	83	52	30.02	6
Sat Jan 30 05:40:34 2010	El Paso  79901 	38	38	NE	3	Clear 	72	30	30.11	10
Sat Jan 30 05:40:37 2010	New York  10001 	17	4	WNW	10	Mostly Clear 	46	0	30.28	10
Sat Jan 30 05:40:41 2010	Baltimore  21201 	21	12	NNW	8	Cloudy 	41	1	30.37	10
Sat Jan 30 05:40:44 2010	Las Vegas  89101 	50	50	WSW	3	Some Clouds 	56	35	30.01	10
Sat Jan 30 05:40:47 2010	Washington  20001 	23	10	NNW	12	Cloudy 	38	1	30.39	10
Sat Jan 30 05:40:50 2010	Austin  73301 	34	19	NNW	17	Partly Cloudy 	69	25	30.14	10
Sat Jan 30 05:40:54 2010	San Francisco  94101 	52	49	SW	3	Rain 	93	50	29.97	4
Sat Jan 30 05:40:57 2010	Oklahoma City  73101 	22	13	N	8	Cloudy 	87	19	30.11	7
Sat Jan 30 05:41:01 2010	Nashville  37201 	26	13	NE	10	Lgt.Snow/Fog 	92	24	29.99	1
Sat Jan 30 05:41:04 2010	Fort Worth  76101 	28	15	NW	13	Cloudy 	80	23	30.12	10
Sat Jan 30 05:41:08 2010	Phoenix  85001 	59	61	CLM	0	Mostly Clear 	61	46	29.99	10
Sat Jan 30 05:41:11 2010	Portland  97201 	46	43	E	6	Cloudy 	79	40	29.98	10
Sat Jan 30 05:41:14 2010	Chicago  60601 	18	7	N	8	Light Snow 	73	11	30.36	8
Sat Jan 30 05:41:18 2010	San Antonio  78201 	37	32	NNW	7	Clear 	66	27	30.11	10
Sat Jan 30 05:41:22 2010	Indianapolis  46201 	16	-1	ENE	12	Light Snow 	67	7	30.27	9
Sat Jan 30 05:41:25 2010	Boston  02101 	12	-11	W	18	Clear 	33	-12	30.11	10
Sat Jan 30 05:41:28 2010	Jacksonville  32099 	55	57	CLM	0	Cloudy 	87	52	30.02	10
Sat Jan 30 05:41:32 2010	Columbus  43085 	15	5	E	8	Cloudy 	58	3	30.36	10
Sat Jan 30 05:41:36 2010	Dallas  75201 	30	14	NW	16	Cloudy 	74	23	30.11	10
Sat Jan 30 05:41:39 2010	Houston  77001 	39	29	NW	12	Cloudy 	79	33	30.07	10
Sat Jan 30 05:41:42 2010	Seattle  98101 	48	51	CLM	0	Cloudy 	79	42	29.99	10
Sat Jan 30 05:41:46 2010	Milwaukee  53201 	16	9	WNW	7	Cloudy 	58	4	30.40	10
Sat Jan 30 05:41:49 2010	Detroit  48201 	15	13	E	5	Mostly Clear 	61	4	30.42	10
Sat Jan 30 05:41:53 2010	Philadelphia  19019 	22	9	WNW	12	Some Clouds 	40	1	30.34	10
Sat Jan 30 06:24:28 2010	San Jose  95101 	52	48	SSE	7	Cloudy 	96	51	29.98	10
Sat Jan 30 06:24:30 2010	Charlotte  28201 	31	22	ENE	8	Light Snow 	92	29	30.14	2
Sat Jan 30 06:24:32 2010	San Diego  92101 	57	59	CLM	0	Partly Cloudy 	77	50	30.04	10
Sat Jan 30 06:24:39 2010	Denver  80214 	32	25	NNW	8	Clear 	43	12	30.02	20
Sat Jan 30 06:24:43 2010	Memphis  37501 	29	16	N	12	Lgt.Frz.Driz. 	88	26	29.94	6
Sat Jan 30 06:24:45 2010	Los Angeles  90001 	56	58	CLM	0	Clear 	86	52	30.02	4
Sat Jan 30 06:24:50 2010	El Paso  79901 	38	35	N	6	Clear 	75	31	30.09	10
Sat Jan 30 06:24:54 2010	New York  10001 	16	14	N	5	Clear 	44	-2	30.28	10
Sat Jan 30 06:25:05 2010	Baltimore  21201 	21	14	WNW	7	Cloudy 	43	2	30.38	10
Sat Jan 30 06:25:13 2010	Las Vegas  89101 	48	47	W	5	Some Clouds 	65	37	30.01	10
Sat Jan 30 06:25:18 2010	Washington  20001 	23	10	NNW	12	Cloudy 	38	1	30.38	10
Sat Jan 30 06:25:22 2010	Austin  73301 	33	20	NNW	14	Partly Cloudy 	75	26	30.15	10
Sat Jan 30 06:25:28 2010	San Francisco  94101 	52	51	SSW	5	Cloudy 	92	50	29.98	10
Sat Jan 30 06:25:41 2010	Oklahoma City  73101 	22	12	N	9	Cloudy 	87	19	30.11	7
Sat Jan 30 06:25:49 2010	Nashville  37201 	27	12	NNE	12	Sleet/Snow 	92	25	29.97	1
Sat Jan 30 06:25:53 2010	Fort Worth  76101 	28	14	NW	14	Cloudy 	74	21	30.14	10
Sat Jan 30 06:25:56 2010	Phoenix  85001 	57	59	CLM	0	Mostly Clear 	71	48	29.99	10
Sat Jan 30 06:25:59 2010	Portland  97201 	45	45	CLM	0	Light Rain 	82	40	29.98	10
Sat Jan 30 06:26:08 2010	Chicago  60601 	18	16	NNE	3	Light Snow 	80	13	30.36	8
Sat Jan 30 06:26:16 2010	San Antonio  78201 	35	31	NNW	6	Clear 	69	26	30.12	10
Sat Jan 30 06:26:19 2010	Indianapolis  46201 	16	-2	ENE	13	Light Snow 	67	7	30.26	9
Sat Jan 30 06:26:21 2010	Boston  02101 	11	-11	WNW	17	Clear 	36	-11	30.11	10
Sat Jan 30 06:26:25 2010	Jacksonville  32099 	55	54	N	5	Cloudy 	93	54	30.00	10
Sat Jan 30 06:26:30 2010	Columbus  43085 	15	5	ENE	8	Cloudy 	58	3	30.35	10
Sat Jan 30 06:26:32 2010	Dallas  75201 	30	12	NW	20	Cloudy 	74	23	30.11	10
Sat Jan 30 06:26:35 2010	Houston  77001 	39	27	NW	15	Cloudy 	75	32	30.08	10
Sat Jan 30 06:26:38 2010	Seattle  98101 	47	47	CLM	0	Light Rain 	89	44	30.00	10
Sat Jan 30 06:26:41 2010	Milwaukee  53201 	16	6	WNW	8	Cloudy 	58	4	30.39	10
Sat Jan 30 06:26:43 2010	Detroit  48201 	16	14	E	5	Mostly Cloudy 	62	5	30.37	10
Sat Jan 30 06:26:45 2010	Philadelphia  19019 	21	9	NW	10	Cloudy 	41	1	30.34	10
Sat Jan 30 07:10:11 2010	San Jose  95101 	52	48	SE	7	Cloudy 	96	51	29.99	10
Sat Jan 30 07:10:14 2010	Charlotte  28201 	31	20	ENE	9	Lgt.Snow/Fog 	88	28	30.11	2
Sat Jan 30 07:10:16 2010	San Diego  92101 	56	58	CLM	0	Partly Cloudy 	77	49	30.05	8
Sat Jan 30 07:10:18 2010	Denver  80214 	32	25	NNW	8	Clear 	43	12	30.09	20
Sat Jan 30 07:10:20 2010	Memphis  37501 	29	17	N	10	Lgt.Frz.Driz. 	85	25	29.95	7
Sat Jan 30 07:10:22 2010	Los Angeles  90001 	55	57	CLM	0	Clear 	86	51	30.03	4
Sat Jan 30 07:10:25 2010	El Paso  79901 	37	33	N	6	Clear 	75	30	30.10	10
Sat Jan 30 07:10:27 2010	New York  10001 	16	6	W	8	Clear 	44	-2	30.28	10
Sat Jan 30 07:10:29 2010	Baltimore  21201 	21	14	N	7	Cloudy 	41	1	30.37	10
Sat Jan 30 07:10:31 2010	Las Vegas  89101 	49	52	CLM	0	Some Clouds 	60	36	30.00	10
Sat Jan 30 07:10:33 2010	Washington  20001 	22	6	NW	14	Cloudy 	40	1	30.37	10
Sat Jan 30 07:10:36 2010	Austin  73301 	33	23	NNW	10	Clear 	71	25	30.15	10
Sat Jan 30 07:10:38 2010	San Francisco  94101 	53	52	S	5	Cloudy 	89	50	29.99	10
Sat Jan 30 07:10:40 2010	Oklahoma City  73101 	22	12	N	9	Cloudy 	87	19	30.14	7
Sat Jan 30 07:10:42 2010	Nashville  37201 	26	10	NNE	13	Sleet 	92	24	29.98	3
Sat Jan 30 07:10:45 2010	Fort Worth  76101 	28	13	NW	15	Cloudy 	74	21	30.14	10
Sat Jan 30 07:10:47 2010	Phoenix  85001 	56	56	ENE	3	Mostly Clear 	69	46	29.99	10
Sat Jan 30 07:10:49 2010	Portland  97201 	45	45	CLM	0	Light Rain 	82	40	29.98	10
Sat Jan 30 07:10:51 2010	Chicago  60601 	19	23	CLM	0	Light Snow 	80	14	30.35	8
Sat Jan 30 07:10:54 2010	San Antonio  78201 	34	29	NNW	7	Clear 	72	26	30.13	10
Sat Jan 30 07:10:56 2010	Indianapolis  46201 	16	-4	NE	14	Light Snow 	64	6	30.25	10
Sat Jan 30 07:10:58 2010	Boston  02101 	9	-16	WNW	20	Mostly Clear 	38	-12	30.11	10
Sat Jan 30 07:11:00 2010	Jacksonville  32099 	55	57	CLM	0	Cloudy 	87	52	29.99	10
Sat Jan 30 07:11:03 2010	Columbus  43085 	15	5	ENE	8	Cloudy 	58	3	30.32	10
Sat Jan 30 07:11:05 2010	Dallas  75201 	30	14	NW	16	Cloudy 	74	23	30.12	10
Sat Jan 30 07:11:07 2010	Houston  77001 	38	26	NW	14	Mostly Cloudy 	75	31	30.08	10
Sat Jan 30 07:11:09 2010	Seattle  98101 	46	49	CLM	0	Cloudy 	92	44	30.00	10
Sat Jan 30 07:11:12 2010	Milwaukee  53201 	16	3	NW	10	Cloudy 	58	4	30.39	10
Sat Jan 30 07:11:14 2010	Detroit  48201 	14	14	ESE	3	Partly Cloudy 	67	5	30.41	10
Sat Jan 30 07:11:16 2010	Philadelphia  19019 	21	6	NNW	13	Cloudy 	38	-1	30.34	10
Sat Jan 30 07:53:02 2010	San Jose  95101 	52	48	SE	7	Cloudy 	96	51	29.99	10
Sat Jan 30 07:53:04 2010	Charlotte  28201 	31	20	ENE	9	Lgt.Snow/Fog 	88	28	30.11	2
Sat Jan 30 07:53:06 2010	San Diego  92101 	56	58	CLM	0	Partly Cloudy 	77	49	30.05	8
Sat Jan 30 07:53:08 2010	Denver  80214 	28	25	N	3	Mostly Clear 	56	14	30.09	3
Sat Jan 30 07:53:10 2010	Memphis  37501 	29	17	N	10	Lgt.Frz.Driz. 	85	25	29.95	7
Sat Jan 30 07:53:12 2010	Los Angeles  90001 	55	57	CLM	3	Clear 	86	51	30.03	4
Sat Jan 30 07:53:14 2010	El Paso  79901 	37	33	N	6	Clear 	75	30	30.10	10
Sat Jan 30 07:53:16 2010	New York  10001 	16	6	W	8	Cloudy 	44	-2	30.28	10
Sat Jan 30 07:53:18 2010	Baltimore  21201 	21	14	N	7	Cloudy 	41	1	30.37	10
Sat Jan 30 07:53:20 2010	Las Vegas  89101 	49	52	CLM	0	Some Clouds 	60	36	30.00	10
Sat Jan 30 07:53:23 2010	Washington  20001 	22	6	NW	14	Cloudy 	40	1	30.37	10
Sat Jan 30 07:53:25 2010	Austin  73301 	33	23	NNW	10	Clear 	71	25	30.15	10
Sat Jan 30 07:53:27 2010	San Francisco  94101 	53	52	S	5	Cloudy 	89	50	29.99	10
Sat Jan 30 07:53:29 2010	Oklahoma City  73101 	22	12	N	9	Cloudy 	87	19	30.14	7
Sat Jan 30 07:53:31 2010	Nashville  37201 	26	12	NNE	13	Cloudy 	92	24	29.98	2
Sat Jan 30 07:53:33 2010	Fort Worth  76101 	28	13	NW	15	Cloudy 	74	21	30.14	10
Sat Jan 30 07:53:35 2010	Phoenix  85001 	56	56	ENE	3	Mostly Clear 	69	46	29.99	10
Sat Jan 30 07:53:37 2010	Portland  97201 	45	45	CLM	0	Light Rain 	82	40	29.98	10
Sat Jan 30 07:53:40 2010	Chicago  60601 	19	23	CLM	0	Light Snow 	80	14	30.35	8
Sat Jan 30 07:53:42 2010	San Antonio  78201 	34	29	NNW	7	Clear 	72	26	30.13	10
Sat Jan 30 07:53:44 2010	Indianapolis  46201 	16	-4	NE	14	Light Snow 	64	6	30.25	10
Sat Jan 30 07:53:46 2010	Boston  02101 	9	-16	WNW	20	Mostly Clear 	38	-12	30.11	10
Sat Jan 30 07:53:48 2010	Jacksonville  32099 	55	57	CLM	0	Cloudy 	87	52	29.98	10
Sat Jan 30 07:53:50 2010	Columbus  43085 	15	5	ENE	8	Cloudy 	58	3	30.32	10
Sat Jan 30 07:53:52 2010	Dallas  75201 	30	14	NW	16	Cloudy 	74	23	30.12	10
Sat Jan 30 07:53:54 2010	Houston  77001 	38	26	NW	14	Cloudy 	75	31	30.08	10
Sat Jan 30 07:53:57 2010	Seattle  98101 	46	49	CLM	0	Cloudy 	92	44	30.00	10
Sat Jan 30 07:53:59 2010	Milwaukee  53201 	16	3	NW	10	Cloudy 	58	4	30.39	10
Sat Jan 30 07:54:01 2010	Detroit  48201 	14	14	ESE	3	Partly Cloudy 	67	5	30.41	10
Sat Jan 30 07:54:03 2010	Philadelphia  19019 	21	6	NNW	13	Cloudy 	38	-1	30.34	10
Sat Jan 30 08:36:15 2010	San Jose  95101 	52	55	CLM	0	Cloudy 	86	48	30.00	10
Sat Jan 30 08:36:17 2010	Charlotte  28201 	30	15	ENE	13	Lgt.Snow/Fog 	86	27	30.07	2
Sat Jan 30 08:36:19 2010	San Diego  92101 	55	57	CLM	0	Clear 	79	49	30.05	6
Sat Jan 30 08:36:21 2010	Denver  80214 	28	29	NNW	3	Mostly Clear 	57	14	30.08	3
Sat Jan 30 08:36:23 2010	Memphis  37501 	28	12	N	14	Lgt.Snow/Fog 	86	25	29.94	6
Sat Jan 30 08:36:25 2010	Los Angeles  90001 	54	56	CLM	0	Clear 	86	50	30.03	4
Sat Jan 30 08:36:28 2010	El Paso  79901 	36	41	CLM	0	Partly Cloudy 	78	30	30.09	10
Sat Jan 30 08:36:30 2010	New York  10001 	16	9	N	7	Clear 	47	-1	30.30	10
Sat Jan 30 08:36:32 2010	Baltimore  21201 	21	16	NNW	6	Cloudy 	43	2	30.35	10
Sat Jan 30 08:36:34 2010	Las Vegas  89101 	47	47	SW	3	Some Clouds 	68	37	30.00	10
Sat Jan 30 08:36:36 2010	Washington  20001 	22	13	NNW	8	Cloudy 	41	2	30.35	10
Sat Jan 30 08:36:38 2010	Austin  73301 	32	18	NNW	15	Partly Cloudy 	72	24	30.15	10
Sat Jan 30 08:36:41 2010	San Francisco  94101 	53	52	SW	5	Cloudy 	85	49	30.00	10
Sat Jan 30 08:36:43 2010	Oklahoma City  73101 	21	12	N	8	Cloudy 	90	19	30.13	7
Sat Jan 30 08:36:45 2010	Nashville  37201 	26	14	NE	9	Lgt.Snow/Fog 	92	24	29.96	3
Sat Jan 30 08:36:47 2010	Fort Worth  76101 	28	10	NW	18	Cloudy 	74	21	30.14	10
Sat Jan 30 08:36:49 2010	Phoenix  85001 	54	53	E	5	Some Clouds 	71	45	29.98	10
Sat Jan 30 08:36:51 2010	Portland  97201 	44	45	CLM	0	Light Rain 	85	40	29.98	10
Sat Jan 30 08:36:53 2010	Chicago  60601 	19	23	CLM	0	Light Snow 	80	14	30.34	8
Sat Jan 30 08:36:56 2010	San Antonio  78201 	34	23	N	12	Clear 	66	24	30.11	10
Sat Jan 30 08:36:58 2010	Indianapolis  46201 	16	-2	NE	14	Cloudy 	64	6	30.21	10
Sat Jan 30 08:37:00 2010	Boston  02101 	8	-13	WNW	15	Mostly Clear 	41	-11	30.14	10
Sat Jan 30 08:37:02 2010	Jacksonville  32099 	55	57	CLM	0	Cloudy 	93	54	29.97	10
Sat Jan 30 08:37:04 2010	Columbus  43085 	15	-1	ENE	13	Cloudy 	58	3	30.31	10
Sat Jan 30 08:37:06 2010	Dallas  75201 	29	10	NNW	21	Cloudy 	74	22	30.12	10
Sat Jan 30 08:37:09 2010	Houston  77001 	37	24	NW	15	Mostly Cloudy 	75	30	30.07	10
Sat Jan 30 08:37:11 2010	Seattle  98101 	47	46	E	5	Cloudy 	86	43	30.00	10
Sat Jan 30 08:37:13 2010	Milwaukee  53201 	16	3	NNW	9	Light Snow 	61	5	30.37	9
Sat Jan 30 08:37:15 2010	Detroit  48201 	13	20	CLM	0	Partly Cloudy 	70	5	30.39	10
Sat Jan 30 08:37:17 2010	Philadelphia  19019 	20	6	NNW	12	Cloudy 	39	-1	30.34	10
Sat Jan 30 11:21:30 2010	Charlotte  28201 	29	8	NE	20	Rain/Snow 	88	26	30.01	2
Sat Jan 30 11:21:32 2010	San Diego  92101 	51	54	CLM	0	Clear 	85	47	30.02	4
Sat Jan 30 11:21:35 2010	Denver  80214 	25	26	W	3	Partly Cloudy 	60	13	30.07	3
Sat Jan 30 11:21:37 2010	Memphis  37501 	25	11	NNE	13	Cloudy 	84	21	29.96	5
Sat Jan 30 11:21:39 2010	Los Angeles  90001 	54	56	CLM	0	Mostly Cloudy 	86	50	30.00	5
Sat Jan 30 11:21:41 2010	El Paso  79901 	31	31	NE	3	Clear 	88	28	30.09	10
Sat Jan 30 11:21:43 2010	New York  10001 	15	0	WNW	12	Clear 	46	-2	30.28	10
Sat Jan 30 11:21:46 2010	Baltimore  21201 	20	13	N	7	Cloudy 	45	2	30.29	10
Sat Jan 30 11:21:48 2010	Las Vegas  89101 	45	44	WSW	5	Some Clouds 	68	35	29.98	10
Sat Jan 30 11:21:50 2010	Washington  20001 	22	13	N	8	Cloudy 	41	2	30.30	10
Sat Jan 30 11:21:53 2010	Austin  73301 	32	22	NNW	10	Mostly Cloudy 	72	24	30.17	10
Sat Jan 30 11:21:55 2010	San Francisco  94101 	48	47	S	5	Partly Cloudy 	96	47	30.01	10
Sat Jan 30 11:21:57 2010	Oklahoma City  73101 	20	6	N	12	Cloudy 	85	16	30.13	8
Sat Jan 30 11:21:59 2010	Nashville  37201 	25	10	N	12	Lgt.Snow/Fog 	92	23	29.92	3
Sat Jan 30 11:22:02 2010	Fort Worth  76101 	25	10	NNW	14	Cloudy 	78	19	30.16	10
Sat Jan 30 11:22:04 2010	Phoenix  85001 	52	55	CLM	0	Mostly Clear 	76	45	29.98	10
Sat Jan 30 11:22:06 2010	Portland  97201 	43	35	ESE	7	Light Rain 	88	40	29.98	10
Sat Jan 30 11:22:08 2010	Chicago  60601 	18	16	N	3	Light Snow 	84	14	30.30	9
Sat Jan 30 11:22:11 2010	San Antonio  78201 	32	30	WNW	5	Clear 	72	24	30.14	10
Sat Jan 30 11:22:13 2010	Indianapolis  46201 	16	1	ENE	12	Cloudy 	64	6	30.17	10
Sat Jan 30 11:22:15 2010	Boston  02101 	6	-19	W	18	Clear 	43	-12	30.15	10
Sat Jan 30 11:22:17 2010	Jacksonville  32099 	57	56	ESE	5	Cloudy 	93	55	29.87	8
Sat Jan 30 11:22:20 2010	Columbus  43085 	15	-1	ENE	13	Cloudy 	58	3	30.22	10
Sat Jan 30 11:22:22 2010	Dallas  75201 	27	6	NNW	24	Cloudy 	74	20	30.13	10
Sat Jan 30 11:22:25 2010	Houston  77001 	34	22	NW	13	Partly Cloudy 	75	27	30.09	10
Sat Jan 30 11:22:27 2010	Seattle  98101 	45	38	ESE	7	Light Rain 	82	40	29.99	10
Sat Jan 30 11:22:29 2010	Milwaukee  53201 	17	8	NNW	7	Light Snow 	73	10	30.32	4
Sat Jan 30 11:22:32 2010	Detroit  48201 	12	7	NNE	6	Some Clouds 	73	5	30.32	10
Sat Jan 30 11:22:34 2010	Philadelphia  19019 	19	5	N	12	Cloudy 	43	0	30.30	10
Sat Jan 30 12:05:46 2010	San Jose  95101 	49	52	CLM	0	Clear 	96	48	30.01	9
Sat Jan 30 12:05:50 2010	Charlotte  28201 	28	21	NE	6	Rain/Snow 	92	27	29.99	2
Sat Jan 30 12:05:52 2010	San Diego  92101 	51	54	CLM	0	Clear 	85	47	30.02	4
Sat Jan 30 12:05:55 2010	Denver  80214 	24	25	NW	4	Partly Cloudy 	62	13	30.07	4
Sat Jan 30 12:05:57 2010	Memphis  37501 	25	11	NNE	13	Cloudy 	84	21	29.96	5
Sat Jan 30 12:05:59 2010	Los Angeles  90001 	54	56	CLM	0	Partly Cloudy 	81	48	30.00	6
Sat Jan 30 12:06:01 2010	El Paso  79901 	31	31	NE	3	Clear 	88	28	30.09	10
Sat Jan 30 12:06:04 2010	New York  10001 	15	0	WNW	12	Cloudy 	46	-2	30.28	10
Sat Jan 30 12:06:06 2010	Baltimore  21201 	20	13	N	7	Cloudy 	45	2	30.29	10
Sat Jan 30 12:06:08 2010	Las Vegas  89101 	45	44	WSW	5	Some Clouds 	68	35	29.98	10
Sat Jan 30 12:06:10 2010	Washington  20001 	22	13	N	8	Cloudy 	41	2	30.30	10
Sat Jan 30 12:06:13 2010	Austin  73301 	32	22	NNW	10	Mostly Cloudy 	72	24	30.17	10
Sat Jan 30 12:06:15 2010	San Francisco  94101 	48	47	S	5	Partly Cloudy 	96	47	30.01	10
Sat Jan 30 12:06:17 2010	Oklahoma City  73101 	19	5	N	12	Cloudy 	85	16	30.13	8
Sat Jan 30 12:06:19 2010	Nashville  37201 	25	10	N	12	Lgt.Snow/Fog 	92	23	29.92	3
Sat Jan 30 12:06:22 2010	Fort Worth  76101 	25	10	NNW	14	Cloudy 	78	19	30.16	10
Sat Jan 30 12:06:24 2010	Phoenix  85001 	52	55	CLM	0	Mostly Clear 	76	45	29.98	10
Sat Jan 30 12:06:26 2010	Portland  97201 	43	35	ESE	7	Light Rain 	88	40	29.98	10
Sat Jan 30 12:06:28 2010	Chicago  60601 	18	16	N	3	Light Snow 	84	14	30.30	9
Sat Jan 30 12:06:31 2010	San Antonio  78201 	32	30	WNW	5	Clear 	72	24	30.14	10
Sat Jan 30 12:06:33 2010	Indianapolis  46201 	16	1	ENE	12	Cloudy 	64	6	30.17	10
Sat Jan 30 12:06:35 2010	Boston  02101 	6	-19	W	18	Clear 	43	-12	30.15	10
Sat Jan 30 12:06:37 2010	Jacksonville  32099 	57	56	SSE	5	Cloudy 	100	57	29.83	10
Sat Jan 30 12:06:40 2010	Columbus  43085 	15	-1	ENE	13	Cloudy 	58	3	30.22	10
Sat Jan 30 12:06:42 2010	Dallas  75201 	27	6	NNW	24	Cloudy 	74	20	30.13	10
Sat Jan 30 12:06:45 2010	Houston  77001 	34	22	NW	13	Partly Cloudy 	75	27	30.09	10
Sat Jan 30 12:06:47 2010	Seattle  98101 	45	38	ESE	7	Light Rain 	82	40	29.99	10
Sat Jan 30 12:06:49 2010	Milwaukee  53201 	17	8	NNW	7	Light Snow 	73	10	30.32	4
Sat Jan 30 12:06:51 2010	Detroit  48201 	12	7	NNE	6	Some Clouds 	73	5	30.32	10
Sat Jan 30 12:06:54 2010	Philadelphia  19019 	19	5	N	12	Cloudy 	43	0	30.30	10
Sat Jan 30 12:49:37 2010	San Jose  95101 	46	45	SSE	5	Clear 	95	45	30.01	10
Sat Jan 30 12:49:39 2010	Charlotte  28201 	29	17	NNE	9	Rain/Snow 	88	26	30.02	2
Sat Jan 30 12:49:41 2010	San Diego  92101 	51	54	CLM	0	Clear 	85	47	30.01	4
Sat Jan 30 12:49:43 2010	Denver  80214 	24	25	W	2	Mostly Clear 	62	13	30.07	3
Sat Jan 30 12:49:46 2010	Memphis  37501 	25	15	N	9	Cloudy 	84	21	29.98	7
Sat Jan 30 12:49:48 2010	Los Angeles  90001 	53	56	CLM	0	Partly Cloudy 	82	48	30.00	6
Sat Jan 30 12:49:50 2010	El Paso  79901 	30	35	CLM	0	Clear 	92	28	30.07	10
Sat Jan 30 12:49:53 2010	New York  10001 	15	3	W	9	Clear 	44	-3	30.28	10
Sat Jan 30 12:49:55 2010	Baltimore  21201 	20	15	N	6	Cloudy 	45	2	30.29	10
Sat Jan 30 12:49:57 2010	Las Vegas  89101 	44	44	W	3	Mostly Clear 	70	35	29.96	10
Sat Jan 30 12:49:59 2010	Washington  20001 	22	9	NNE	12	Cloudy 	41	2	30.29	10
Sat Jan 30 12:50:01 2010	Austin  73301 	32	21	N	12	Cloudy 	72	24	30.18	10
Sat Jan 30 12:50:08 2010	San Francisco  94101 	47	47	SSE	3	Partly Cloudy 	96	46	30.01	10
Sat Jan 30 12:50:13 2010	Oklahoma City  73101 	19	4	N	13	Cloudy 	87	16	30.15	8
Sat Jan 30 12:50:15 2010	Nashville  37201 	23	7	N	13	Lgt.Snow/Fog 	85	19	29.91	3
Sat Jan 30 12:50:17 2010	Fort Worth  76101 	25	6	NNW	18	Cloudy 	74	18	30.17	10
Sat Jan 30 12:50:20 2010	Phoenix  85001 	52	50	SE	6	Mostly Clear 	74	44	29.96	10
Sat Jan 30 12:50:22 2010	Portland  97201 	42	34	ESE	7	Light Rain 	91	40	29.98	10
Sat Jan 30 12:50:24 2010	Chicago  60601 	19	15	N	5	Light Snow 	84	15	30.29	9
Sat Jan 30 12:50:26 2010	San Antonio  78201 	31	27	NW	6	Clear 	75	24	30.15	10
Sat Jan 30 12:50:29 2010	Indianapolis  46201 	16	-4	NE	16	Cloudy 	61	5	30.16	10
Sat Jan 30 12:50:31 2010	Boston  02101 	6	-14	W	14	Mostly Clear 	43	-12	30.16	10
Sat Jan 30 12:50:33 2010	Jacksonville  32099 	59	59	SSE	3	Cloudy 	100	59	29.83	10
Sat Jan 30 12:50:36 2010	Columbus  43085 	16	5	ENE	9	Mostly Cloudy 	56	3	30.22	10
