5	www.nytimes.com							
(Timestamp)	(Location)	(Temperature) (°F °C)	(Conditions)	Humidity (%)	Barometer (in)	Visibility (mi)	(Wind Speed) (mph)	Wind
Mon Feb  1 14:10:55 2010	Las Vegas	41 5 	Clear	73	29.96	10	3	SW
Mon Feb  1 14:10:56 2010	Austin	36 2 	Cloudy	86	30.14	5	0	CLM
Mon Feb  1 14:10:56 2010	Washington	27 -3 	Mostly Clear	48	30.36	10	13	NW
Mon Feb  1 14:10:57 2010	San Francisco	48 9 	Mostly Cloudy	92	29.97	9	3	E
Mon Feb  1 14:10:58 2010	Oklahoma City	27 -3 	Light Fog	100	30.06	2	14	SSE
Mon Feb  1 14:10:59 2010	Nashville	19 -7 	Foggy	92	30.31	1	0	CLM
Mon Feb  1 14:11:00 2010	Fort Worth	30 -1 	Mostly Cloudy	92	30.12	4	3	SSE
Mon Feb  1 14:11:00 2010	Phoenix	47 8 	Mostly Clear	76	29.91	10	3	CLM
Mon Feb  1 14:11:01 2010	Portland	40 4 	Cloudy	85	29.9	10	14	E
Mon Feb  1 14:11:02 2010	Chicago	21 -6 	Cloudy	62	30.36	10	0	CLM
Mon Feb  1 14:11:03 2010	San Antonio	37 3 	Mist	93	30.12	2	5	NNE
Mon Feb  1 14:11:04 2010	Boston	23 -5 	Sunny	52	30.09	10	17	WSW
Mon Feb  1 14:11:04 2010	Indianapolis	19 -7 		92	30.31	7	0	CLM
Mon Feb  1 14:11:05 2010	Jacksonville	52 11 	Cloudy	80	30.23	10	16	NE
Mon Feb  1 14:11:06 2010	Columbus	16 -9 	Mostly Cloudy	84	30.35	9	3	ENE
Mon Feb  1 14:11:07 2010	Dallas	32 0 	Mostly Cloudy	92	30.15	6	3	E
Mon Feb  1 14:11:07 2010	Houston	40 4 	Cloudy	79	30.17	8	6	NE
Mon Feb  1 14:11:08 2010	Seattle	43 6 	Partly Cloudy	82	29.92	10	8	ESE
Mon Feb  1 14:11:09 2010	Milwaukee	15 -9 	Partly Cloudy	64	30.3	8	3	NW
Mon Feb  1 14:11:10 2010	Detroit	11-Dec	Partly Cloudy	80	30.35	7	0	CLM
Mon Feb  1 14:11:11 2010	Philadelphia	22 -6 	Clear	60	30.33	10	5	W
Mon Feb  1 14:54:55 2010	San Jose	44 7 	Mostly Cloudy	90	29.96	9	2	ENE
Mon Feb  1 14:54:56 2010	Charlotte	21 -6 		92	30.39	4	3	N
Mon Feb  1 14:54:57 2010	Denver	26 -3 	Partly Cloudy	55	29.85	10	9	WSW
Mon Feb  1 14:54:57 2010	San Diego	49 9 	Clear	89	29.94	5	0	CLM
Mon Feb  1 14:54:58 2010	Memphis	26 -3 		81	30.28	7	0	CLM
Mon Feb  1 14:54:59 2010	Los Angeles	45 7 	Clear	79	29.92	10	3	WSW
Mon Feb  1 14:55:00 2010	El Paso	42 6 	Mostly Cloudy	82	29.89	10	0	CLM
Mon Feb  1 14:55:01 2010	Baltimore	19 -7 	Mostly Sunny	62	30.37	10	5	W
Mon Feb  1 14:55:01 2010	New York	26 -3 	Sunny	50	30.27	10	9	WSW
Mon Feb  1 14:55:02 2010	Las Vegas	40 4 	Clear	76	29.97	10	3	SSW
Mon Feb  1 14:55:03 2010	Washington	27 -3 		48	30.39	10	7	NNW
Mon Feb  1 14:55:04 2010	Austin	36 2 	Cloudy	86	30.14	5	0	CLM
Mon Feb  1 14:55:05 2010	Oklahoma City	27 -3 	Light Fog	100	30.06	3	14	SSE
Mon Feb  1 14:55:05 2010	San Francisco	47 8 	Mostly Cloudy	91	29.96	9	3	N
Mon Feb  1 14:55:06 2010	Nashville	19 -7 	Light Fog	85	30.3	3	0	CLM
Mon Feb  1 14:55:07 2010	Fort Worth	30 -1 	Cloudy	92	30.13	4	0	CLM
Mon Feb  1 14:55:08 2010	Phoenix	46 8 	Clear	79	29.92	10	0	CLM
Mon Feb  1 14:55:09 2010	Portland	40 4 	Cloudy	85	29.9	10	9	E
Mon Feb  1 14:55:10 2010	Chicago	22 -6 	Cloudy	62	30.36	10	0	CLM
Mon Feb  1 14:55:10 2010	San Antonio	37 3 	Mist	93	30.12	1	0	CLM
Mon Feb  1 14:55:11 2010	Indianapolis	19 -7 		92	30.32	7	0	CLM
Mon Feb  1 14:55:12 2010	Boston	23 -5 	Sunny	52	30.11	10	16	WSW
Mon Feb  1 14:55:13 2010	Columbus	18 -8 	Mostly Cloudy	80	30.36	9	0	CLM
Mon Feb  1 14:55:13 2010	Jacksonville	53 12 		79	30.24	10	16	NE
Mon Feb  1 14:55:14 2010	Dallas	34 1 	Cloudy	86	30.13	5	6	ESE
Mon Feb  1 14:55:15 2010	Houston	41 5 	Cloudy	79	30.17	8	6	ENE
Mon Feb  1 14:55:16 2010	Seattle	44 7 	Partly Cloudy	82	29.91	10	5	SSE
Mon Feb  1 14:55:17 2010	Detroit	13 -11 	Mostly Sunny	80	30.36	7	0	CLM
Mon Feb  1 14:55:17 2010	Milwaukee	12-Oct	Cloudy	66	30.32	10	0	CLM
Mon Feb  1 14:55:18 2010	Philadelphia	24 -4 	Sunny	57	30.36	10	7	W
Mon Feb  1 15:39:08 2010	San Jose	43 6 		91	29.95	9	2	SSE
Mon Feb  1 15:39:09 2010	Charlotte	30 -1 		100	30.39	4	0	CLM
Mon Feb  1 15:39:10 2010	Denver	23 -5 	Partly Cloudy	65	29.89	10	8	WSW
Mon Feb  1 15:39:10 2010	San Diego	49 9 	Clear	89	29.95	5	0	CLM
Mon Feb  1 15:39:12 2010	Los Angeles	44 7 	Clear	82	29.93	10	0	CLM
Mon Feb  1 15:39:12 2010	Memphis	28 -2 	Cloudy	88	30.28	9	0	CLM
Mon Feb  1 15:39:13 2010	El Paso	41 5 	Partly Sunny	85	29.91	10	6	SSE
Mon Feb  1 15:39:14 2010	New York	27 -3 	Sunny	48	30.28	10	7	N
Mon Feb  1 15:39:15 2010	Baltimore	27 -3 	Mostly Sunny	50	30.38	10	7	WNW
Mon Feb  1 15:39:16 2010	Las Vegas	40 4 	Mostly Clear	76	29.98	10	5	SW
Mon Feb  1 15:39:16 2010	Washington	29 -2 		49	30.39	10	10	NNW
Mon Feb  1 15:39:17 2010	Austin	36 2 	Light Fog	93	30.14	3	5	E
Mon Feb  1 15:39:18 2010	San Francisco	47 8 		92	29.96	9	3	S
Mon Feb  1 15:39:19 2010	Oklahoma City	29 -2 	Light Fog	88	30.09	3	13	SSE
Mon Feb  1 15:39:20 2010	Fort Worth	34 1 	Light Fog	86	30.13	2	7	SSW
Mon Feb  1 15:39:20 2010	Nashville	20 -7 		91	30.35	4	0	CLM
Mon Feb  1 15:39:21 2010	Phoenix	46 8 	Clear	76	29.94	10	0	CLM
Mon Feb  1 15:39:22 2010	Portland	42 6 	Light Rain	82	29.91	10	5	ENE
Mon Feb  1 15:39:23 2010	Chicago	23 -5 	Cloudy	62	30.38	10	0	CLM
Mon Feb  1 15:39:23 2010	San Antonio	37 3 	Mist	93	30.13	1	3	N
Mon Feb  1 15:39:24 2010	Indianapolis	21 -6 	Mostly Sunny	85	30.33	7	0	CLM
Mon Feb  1 15:39:25 2010	Boston	27 -3 	Sunny	46	30.12	10	17	W
Mon Feb  1 15:39:26 2010	Jacksonville	54 12 		77	30.24	10	16	NE
Mon Feb  1 15:39:27 2010	Columbus	20 -7 	Mostly Cloudy	81	30.4	8	6	SSW
Mon Feb  1 15:39:27 2010	Dallas	35 2 	Cloudy	84	30.13	5	7	SE
Mon Feb  1 15:39:28 2010	Houston	42 6 	Cloudy	78	30.15	6	8	ENE
Mon Feb  1 15:39:29 2010	Seattle	42 6 	Clear	88	29.91	10	6	ESE
Mon Feb  1 15:39:30 2010	Milwaukee	11-Dec	Cloudy	61	30.33	10	0	CLM
Mon Feb  1 15:39:31 2010	Detroit	15 -9 	Mostly Sunny	80	30.37	6	3	S
Mon Feb  1 15:39:31 2010	Philadelphia	28 -2 	Sunny	50	30.37	10	9	W
Mon Feb  1 16:24:16 2010	San Jose	43 6 		93	29.96	7	0	CLM
Mon Feb  1 16:24:17 2010	Charlotte	32 0 		92	30.4	7	0	CLM
Mon Feb  1 16:24:18 2010	San Diego	48 9 	Light Fog	89	29.96	3	3	E
Mon Feb  1 16:24:19 2010	Denver	26 -3 	Partly Sunny	57	29.89	10	8	SW
Mon Feb  1 16:24:20 2010	Los Angeles	44 7 	Sunny	82	29.94	10	0	CLM
Mon Feb  1 16:24:20 2010	Memphis	32 0 		81	30.29	10	3	E
Mon Feb  1 16:24:21 2010	El Paso	45 7 	Mostly Cloudy	79	29.93	10	3	ESE
Mon Feb  1 16:24:22 2010	New York	28 -2 	Sunny	46	30.29	10	14	W
Mon Feb  1 16:24:23 2010	Baltimore	29 -2 		49	30.36	10	5	NNW
Mon Feb  1 16:24:24 2010	Las Vegas	40 4 	Mostly Sunny	73	29.99	10	3	SW
Mon Feb  1 16:24:24 2010	Washington	31 -1 		45	30.4	10	7	NNW
Mon Feb  1 16:24:25 2010	Austin	36 2 	Light Fog	93	30.15	3	5	E
Mon Feb  1 16:24:26 2010	San Francisco	47 8 		92	29.96	9	3	S
Mon Feb  1 16:24:27 2010	Oklahoma City	29 -2 	Light Fog	88	30.1	2	9	S
Mon Feb  1 16:24:28 2010	Fort Worth	34 1 	Light Fog	88	30.14	2	0	CLM
Mon Feb  1 16:24:28 2010	Nashville	24 -4 		95	30.35	4	0	CLM
Mon Feb  1 16:24:29 2010	Phoenix	47 8 	Sunny	73	29.95	10	6	NNE
Mon Feb  1 16:24:30 2010	Portland	40 4 	Cloudy	85	29.91	10	15	E
Mon Feb  1 16:24:31 2010	Chicago	24 -4 	Cloudy	62	30.38	8	0	CLM
Mon Feb  1 16:24:32 2010	Indianapolis	23 -5 	Mostly Sunny	85	30.32	10	0	CLM
Mon Feb  1 16:24:32 2010	San Antonio	38 3 	Mist	96	30.13	1	5	NE
Mon Feb  1 16:24:33 2010	Boston	29 -2 	Partly Sunny	42	30.15	10	14	W
Mon Feb  1 16:24:34 2010	Jacksonville	55 13 	Mostly Cloudy	77	30.24	10	16	NE
Mon Feb  1 16:24:35 2010	Columbus	23 -5 		74	30.39	6	6	SSE
Mon Feb  1 16:24:36 2010	Dallas	36 2 	Cloudy	81	30.15	5	3	SSW
Mon Feb  1 16:24:36 2010	Houston	44 7 	Rain	78	30.17	5	7	ENE
Mon Feb  1 16:24:37 2010	Seattle	41 5 	Clear	85	29.91	10	5	SE
Mon Feb  1 16:24:38 2010	Milwaukee	11-Dec	Cloudy	61	30.33	10	0	CLM
Mon Feb  1 16:24:39 2010	Detroit	19 -7 	Cloudy	76	30.39	8	3	SSW
Mon Feb  1 16:24:39 2010	Philadelphia	30 -1 	Sunny	44	30.35	10	13	NW
Mon Feb  1 17:08:27 2010	San Jose	43 6 		93	29.96	7	0	CLM
Mon Feb  1 17:08:28 2010	Charlotte	32 0 		92	30.4	7	0	CLM
Mon Feb  1 17:08:29 2010	San Diego	48 9 	Light Fog	89	29.96	3	3	E
Mon Feb  1 17:08:30 2010	Denver	26 -3 	Partly Sunny	57	29.89	10	8	SW
Mon Feb  1 17:08:30 2010	Memphis	32 0 		81	30.29	10	3	E
Mon Feb  1 17:08:31 2010	Los Angeles	44 7 		82	29.94	10	0	CLM
Mon Feb  1 17:08:32 2010	El Paso	45 7 	Mostly Cloudy	79	29.93	10	3	ESE
Mon Feb  1 17:08:33 2010	New York	28 -2 	Sunny	46	30.29	10	14	W
Mon Feb  1 17:08:34 2010	Baltimore	29 -2 		49	30.36	10	5	NNW
Mon Feb  1 17:08:34 2010	Las Vegas	40 4 	Mostly Sunny	73	29.99	10	3	SW
Mon Feb  1 17:08:35 2010	Washington	31 -1 		45	30.4	10	7	NNW
Mon Feb  1 17:08:36 2010	Austin	36 2 	Cloudy	93	30.16	4	0	CLM
Mon Feb  1 17:08:37 2010	San Francisco	47 8 		92	29.96	9	3	NE
Mon Feb  1 17:08:38 2010	Nashville	24 -4 		95	30.35	4	0	CLM
Mon Feb  1 17:08:38 2010	Oklahoma City	29 -2 	Light Fog	88	30.1	2	9	S
Mon Feb  1 17:08:39 2010	Fort Worth	36 2 	Light Fog	80	30.14	2	8	SSW
Mon Feb  1 17:08:40 2010	Phoenix	47 8 	Mostly Sunny	73	29.95	10	6	NNE
Mon Feb  1 17:08:41 2010	Portland	40 4 	Cloudy	85	29.91	10	15	E
Mon Feb  1 17:08:42 2010	Chicago	24 -4 	Cloudy	62	30.38	8	0	CLM
Mon Feb  1 17:08:42 2010	San Antonio	38 3 	Mist	96	30.13	1	5	NE
Mon Feb  1 17:08:43 2010	Indianapolis	27 -3 	Mostly Sunny	74	30.33	10	0	CLM
Mon Feb  1 17:08:44 2010	Boston	29 -2 	Partly Sunny	42	30.15	10	14	W
Mon Feb  1 17:08:45 2010	Jacksonville	55 13 	Mostly Cloudy	77	30.24	10	16	NE
Mon Feb  1 17:08:46 2010	Columbus	23 -5 		74	30.39	6	6	SSE
Mon Feb  1 17:08:46 2010	Dallas	36 2 	Cloudy	81	30.15	5	3	SSW
Mon Feb  1 17:08:47 2010	Houston	44 7 	Rain	78	30.17	5	7	ENE
Mon Feb  1 17:08:48 2010	Seattle	41 5 		85	29.91	10	5	SE
Mon Feb  1 17:08:49 2010	Detroit	19 -7 	Cloudy	76	30.39	8	3	SSW
Mon Feb  1 17:08:49 2010	Milwaukee	11-Dec	Cloudy	61	30.33	10	0	CLM
Mon Feb  1 17:08:50 2010	Philadelphia	30 -1 	Mostly Sunny	44	30.35	10	13	NW
Mon Feb  1 17:51:33 2010	Charlotte	37 3 		78	30.39	8	3	SW
Mon Feb  1 17:51:33 2010	San Jose	43 6 	Mostly Cloudy	93	29.97	7	0	CLM
Mon Feb  1 17:51:34 2010	San Diego	51 11 	Light Fog	89	29.97	3	0	CLM
Mon Feb  1 17:51:35 2010	Denver	37 3 	Partly Sunny	36	29.88	10	9	WSW
Mon Feb  1 17:51:36 2010	Memphis	37 3 		72	30.27	10	7	SE
Mon Feb  1 17:51:37 2010	El Paso	48 9 	Mostly Cloudy	70	29.93	10	0	CLM
Mon Feb  1 17:51:37 2010	Los Angeles	47 8 	Sunny	76	29.96	10	0	CLM
Mon Feb  1 17:51:38 2010	New York	29 -2 	Sunny	42	30.27	10	12	W
Mon Feb  1 17:51:39 2010	Baltimore	30 -1 	Mostly Cloudy	47	30.37	10	9	WNW
Mon Feb  1 17:51:40 2010	Las Vegas	43 6 	Mostly Sunny	65	30.01	10	0	CLM
Mon Feb  1 17:51:41 2010	Austin	37 3 		93	30.16	1	0	CLM
Mon Feb  1 17:51:41 2010	Washington	32 0 		43	30.39	10	10	N
Mon Feb  1 17:51:42 2010	San Francisco	47 8 		91	29.98	9	2	NE
Mon Feb  1 17:51:43 2010	Oklahoma City	29 -2 	Light Fog	88	30.09	3	9	SSE
Mon Feb  1 17:51:44 2010	Nashville	28 -2 		88	30.33	5	0	CLM
Mon Feb  1 17:51:45 2010	Fort Worth	36 2 	Light Fog	85	30.14	2	8	S
Mon Feb  1 17:51:45 2010	Phoenix	51 11 	Sunny	65	29.96	10	5	NNE
Mon Feb  1 17:51:46 2010	Portland	41 5 	Cloudy	82	29.9	10	16	E
Mon Feb  1 17:51:47 2010	Chicago	25 -4 	Cloudy	60	30.38	9	3	S
Mon Feb  1 17:51:48 2010	San Antonio	39 4 	Mist	92	30.14	1	5	E
Mon Feb  1 17:51:49 2010	Boston	31 -1 	Partly Sunny	36	30.15	10	16	W
Mon Feb  1 17:51:49 2010	Indianapolis	28 -2 	Cloudy	68	30.32	8	2	S
Mon Feb  1 17:51:50 2010	Jacksonville	55 13 	Mostly Cloudy	74	30.24	10	14	NE
Mon Feb  1 17:51:51 2010	Columbus	26 -3 	Mostly Cloudy	63	30.39	9	5	S
Mon Feb  1 17:51:52 2010	Dallas	38 3 	Cloudy	79	30.15	6	6	S
Mon Feb  1 17:51:53 2010	Houston	44 7 	Rain	82	30.2	5	5	E
Mon Feb  1 17:51:53 2010	Seattle	41 5 	Sunny	85	29.9	10	7	ESE
Mon Feb  1 17:51:54 2010	Milwaukee	16 -9 	Cloudy	57	30.32	10	0	CLM
Mon Feb  1 17:51:55 2010	Detroit	24 -4 	Cloudy	59	30.39	10	7	SW
Mon Feb  1 17:51:56 2010	Philadelphia	31 -1 	Mostly Sunny	43	30.35	10	16	WNW
Mon Feb  1 18:35:18 2010	Charlotte	41 5 		64	30.38	10	3	N
Mon Feb  1 18:35:18 2010	San Jose	46 8 		93	29.98	7	0	CLM
Mon Feb  1 18:35:19 2010	San Diego	55 13 	Partly Sunny	86	29.98	5	3	N
Mon Feb  1 18:35:20 2010	Denver	42 6 	Partly Sunny	30	29.88	10	12	WNW
Mon Feb  1 18:35:21 2010	Memphis	40 4 	Mostly Cloudy	64	30.26	10	0	CLM
Mon Feb  1 18:35:22 2010	El Paso	51 11 		65	29.94	10	5	ESE
Mon Feb  1 18:35:22 2010	Los Angeles	50 10 	Sunny	71	29.95	9	0	CLM
Mon Feb  1 18:35:23 2010	New York	32 0 	Sunny	39	30.24	10	9	WNW
Mon Feb  1 18:35:24 2010	Baltimore	31 -1 		47	30.35	10	8	W
Mon Feb  1 18:35:25 2010	Las Vegas	47 8 	Mostly Sunny	53	30.01	10	0	CLM
Mon Feb  1 18:35:26 2010	Austin	37 3 	Light Fog	93	30.16	2	3	E
Mon Feb  1 18:35:26 2010	Washington	34 1 	Cloudy	40	30.39	10	5	WNW
Mon Feb  1 18:35:27 2010	San Francisco	48 9 	Mostly Cloudy	92	29.97	9	2	NE
Mon Feb  1 18:35:28 2010	Oklahoma City	30 -1 	Light Fog	92	30.1	2	12	S
Mon Feb  1 18:35:29 2010	Nashville	33 1 		71	30.33	10	3	S
Mon Feb  1 18:35:30 2010	Fort Worth	38 3 	Cloudy	82	30.13	6	10	S
Mon Feb  1 18:35:30 2010	Phoenix	56 13 	Sunny	54	29.97	10	0	CLM
Mon Feb  1 18:35:31 2010	Portland	42 6 	Cloudy	78	29.89	10	17	E
Mon Feb  1 18:35:32 2010	Chicago	26 -3 	Cloudy	55	30.36	8	0	CLM
Mon Feb  1 18:35:33 2010	Indianapolis	30 -1 	Cloudy	64	30.32	10	6	S
Mon Feb  1 18:35:33 2010	San Antonio	39 4 	Mist	93	30.14	1	0	CLM
Mon Feb  1 18:35:34 2010	Boston	33 1 	Partly Sunny	31	30.13	10	14	WSW
Mon Feb  1 18:35:35 2010	Jacksonville	56 13 	Cloudy	77	30.23	10	15	NE
Mon Feb  1 18:35:36 2010	Columbus	28 -2 		58	30.39	10	3	S
Mon Feb  1 18:35:37 2010	Dallas	41 5 	Mostly Cloudy	73	30.14	7	6	S
Mon Feb  1 18:35:37 2010	Houston	44 7 	Rain	85	30.19	5	7	ENE
Mon Feb  1 18:35:38 2010	Seattle	41 5 	Sunny	85	29.9	10	8	ESE
Mon Feb  1 18:35:39 2010	Milwaukee	19 -7 	Cloudy	57	30.31	10	0	CLM
Mon Feb  1 18:35:40 2010	Detroit	26 -3 	Cloudy	52	30.37	10	10	W
Mon Feb  1 18:35:41 2010	Philadelphia	33 1 	Sunny	39	30.32	10	9	W
Mon Feb  1 19:19:14 2010	San Jose	46 8 		93	29.98	7	0	CLM
Mon Feb  1 19:19:15 2010	Charlotte	41 5 		64	30.38	10	3	N
Mon Feb  1 19:19:16 2010	Denver	42 6 	Partly Sunny	30	29.88	10	12	WNW
Mon Feb  1 19:19:16 2010	San Diego	55 13 	Cloudy	86	29.98	5	3	N
Mon Feb  1 19:19:17 2010	Memphis	40 4 	Mostly Cloudy	64	30.26	10	0	CLM
Mon Feb  1 19:19:18 2010	Los Angeles	50 10 		71	29.95	9	0	CLM
Mon Feb  1 19:19:19 2010	El Paso	51 11 		65	29.94	10	5	ESE
Mon Feb  1 19:19:20 2010	Baltimore	31 -1 		47	30.35	10	8	W
Mon Feb  1 19:19:20 2010	New York	32 0 	Sunny	39	30.24	10	9	WNW
Mon Feb  1 19:19:21 2010	Las Vegas	47 8 	Mostly Sunny	53	30.01	10	0	CLM
Mon Feb  1 19:19:22 2010	Washington	34 1 	Cloudy	40	30.39	10	5	WNW
Mon Feb  1 19:19:23 2010	Austin	37 3 	Light Fog	93	30.15	1	0	CLM
Mon Feb  1 19:19:24 2010	Oklahoma City	30 -1 	Light Fog	92	30.06	1	7	S
Mon Feb  1 19:19:24 2010	San Francisco	50 10 		90	29.97	9	3	NE
Mon Feb  1 19:19:25 2010	Nashville	33 1 		71	30.33	10	3	S
Mon Feb  1 19:19:26 2010	Fort Worth	43 6 	Cloudy	70	30.11	7	10	S
Mon Feb  1 19:19:27 2010	Phoenix	56 13 	Mostly Sunny	54	29.97	10	0	CLM
Mon Feb  1 19:19:28 2010	Chicago	26 -3 	Cloudy	55	30.36	8	0	CLM
Mon Feb  1 19:19:28 2010	Portland	42 6 	Cloudy	78	29.89	10	17	E
Mon Feb  1 19:19:29 2010	San Antonio	41 5 	Mist	93	30.13	2	5	ENE
Mon Feb  1 19:19:30 2010	Indianapolis	30 -1 		64	30.3	10	5	SSE
Mon Feb  1 19:19:31 2010	Boston	33 1 	Partly Sunny	31	30.13	10	14	WSW
Mon Feb  1 19:19:32 2010	Columbus	28 -2 	Mostly Cloudy	58	30.39	10	3	S
Mon Feb  1 19:19:32 2010	Jacksonville	56 13 	Cloudy	77	30.23	10	15	NE
Mon Feb  1 19:19:33 2010	Dallas	45 7 	Cloudy	65	30.13	9	10	S
Mon Feb  1 19:19:34 2010	Houston	46 8 	Rain	87	30.15	4	6	ENE
Mon Feb  1 19:19:35 2010	Seattle	41 5 	Cloudy	85	29.9	10	8	ESE
Mon Feb  1 19:19:36 2010	Detroit	26 -3 	Cloudy	52	30.37	10	10	W
Mon Feb  1 19:19:36 2010	Milwaukee	19 -7 	Cloudy	57	30.31	10	0	CLM
Mon Feb  1 19:19:37 2010	Philadelphia	33 1 		39	30.32	10	9	W
Mon Feb  1 20:03:49 2010	San Jose	54 12 		71	29.96	7	0	CLM
Mon Feb  1 20:03:50 2010	Charlotte	42 6 	Mostly Sunny	52	30.36	10	5	SW
Mon Feb  1 20:03:51 2010	Denver	44 7 	Partly Sunny	24	29.85	10	9	NW
Mon Feb  1 20:03:51 2010	San Diego	55 13 	Mostly Cloudy	86	29.98	8	3	NNE
Mon Feb  1 20:03:52 2010	Memphis	44 7 	Mostly Cloudy	57	30.22	10	6	ESE
Mon Feb  1 20:03:53 2010	Los Angeles	54 12 	Mostly Sunny	66	29.95	9	6	S
Mon Feb  1 20:03:54 2010	El Paso	56 13 	Partly Sunny	50	29.92	10	0	CLM
Mon Feb  1 20:03:55 2010	Baltimore	32 0 		49	30.35	10	10	W
Mon Feb  1 20:03:55 2010	New York	33 1 	Mostly Sunny	36	30.23	10	12	W
Mon Feb  1 20:03:56 2010	Las Vegas	49 9 	Mostly Sunny	49	30.01	10	0	CLM
Mon Feb  1 20:03:57 2010	Washington	35 2 	Cloudy	38	30.37	10	14	WNW
Mon Feb  1 20:03:58 2010	Austin	39 4 	Light Fog	93	30.12	2	0	CLM
Mon Feb  1 20:03:59 2010	Oklahoma City	30 -1 	Foggy	92	30.04	1	10	S
Mon Feb  1 20:03:59 2010	San Francisco	53 12 		83	29.97	10	4	ESE
Mon Feb  1 20:04:00 2010	Nashville	38 3 		59	30.3	10	3	S
Mon Feb  1 20:04:01 2010	Fort Worth	43 6 	Cloudy	70	30.12	8	14	SSW
Mon Feb  1 20:04:02 2010	Phoenix	57 14 	Cloudy	50	29.98	10	7	CLM
Mon Feb  1 20:04:03 2010	Chicago	27 -3 	Cloudy	55	30.33	8	0	CLM
Mon Feb  1 20:04:03 2010	Portland	43 6 	Cloudy	79	29.88	10	20	E
Mon Feb  1 20:04:04 2010	San Antonio	43 6 	Mist	93	30.12	2	0	CLM
Mon Feb  1 20:04:05 2010	Indianapolis	32 0 	Cloudy	59	30.26	10	3	SSE
Mon Feb  1 20:04:06 2010	Boston	34 1 	Partly Sunny	33	30.1	10	13	WSW
Mon Feb  1 20:04:07 2010	Columbus	30 -1 		53	30.36	10	8	SSW
Mon Feb  1 20:04:07 2010	Jacksonville	56 13 	Cloudy	77	30.21	10	12	NNE
Mon Feb  1 20:04:08 2010	Dallas	46 8 	Cloudy	65	30.11	8	9	SSW
Mon Feb  1 20:04:09 2010	Houston	46 8 	Rain	88	30.15	4	5	E
Mon Feb  1 20:04:10 2010	Milwaukee	19 -7 	Cloudy	49	30.29	10	0	CLM
Mon Feb  1 20:04:10 2010	Seattle	43 6 	Cloudy	76	29.9	10	3	SSE
Mon Feb  1 20:04:11 2010	Detroit	27 -3 	Cloudy	53	30.35	10	9	WSW
Mon Feb  1 20:04:12 2010	Philadelphia	34 1 		38	30.28	10	8	W
Mon Feb  1 20:51:32 2010	San Jose	59 15 		62	29.96	7	7	N
Mon Feb  1 20:51:33 2010	Charlotte	45 7 	Mostly Sunny	43	30.33	10	0	CLM
Mon Feb  1 20:51:33 2010	San Diego	58 14 		77	29.96	10	0	CLM
Mon Feb  1 20:51:34 2010	Denver	45 7 	Partly Sunny	22	29.84	10	5	NW
Mon Feb  1 20:51:35 2010	Memphis	46 8 	Cloudy	53	30.19	10	0	CLM
Mon Feb  1 20:51:36 2010	Los Angeles	58 14 	Sunny	55	29.94	10	0	CLM
Mon Feb  1 20:51:37 2010	El Paso	60 16 	Partly Sunny	30	29.88	10	13	WNW
Mon Feb  1 20:51:37 2010	New York	33 1 	Mostly Sunny	36	30.2	10	7	WSW
Mon Feb  1 20:51:38 2010	Baltimore	33 1 		45	30.32	10	14	WNW
Mon Feb  1 20:51:39 2010	Las Vegas	53 12 	Mostly Sunny	39	30	10	3	N
Mon Feb  1 20:51:40 2010	Austin	39 4 	Light Fog	93	30.1	2	0	CLM
Mon Feb  1 20:51:40 2010	Washington	37 3 	Cloudy	36	30.33	10	8	WNW
Mon Feb  1 20:51:41 2010	San Francisco	54 12 	Mostly Cloudy	79	29.97	10	3	N
Mon Feb  1 20:51:42 2010	Oklahoma City	31 -1 	Foggy	92	30.06	1	10	SSW
Mon Feb  1 20:51:43 2010	Nashville	41 5 		50	30.25	10	0	CLM
Mon Feb  1 20:51:44 2010	Fort Worth	45 7 	Cloudy	70	30.08	8	12	SSW
Mon Feb  1 20:51:44 2010	Phoenix	60 16 	Sunny	45	29.96	10	5	SSW
Mon Feb  1 20:51:45 2010	Portland	44 7 	Light Rain	78	29.88	10	18	E
Mon Feb  1 20:51:46 2010	Chicago	29 -2 	Cloudy	53	30.3	7	0	CLM
Mon Feb  1 20:51:47 2010	San Antonio	43 6 	Mist	93	30.08	2	0	CLM
Mon Feb  1 20:51:48 2010	Boston	34 1 	Mostly Sunny	25	30.09	10	20	WNW
Mon Feb  1 20:51:48 2010	Indianapolis	32 0 		59	30.24	10	3	ESE
Mon Feb  1 20:51:49 2010	Jacksonville	56 13 	Cloudy	77	30.17	10	21	NNE
Mon Feb  1 20:51:50 2010	Columbus	33 1 	Cloudy	45	30.32	10	0	CLM
Mon Feb  1 20:51:51 2010	Dallas	45 7 	Cloudy	70	30.08	10	9	WSW
Mon Feb  1 20:51:52 2010	Houston	47 8 	Rain	92	30.11	3	6	ENE
Mon Feb  1 20:51:52 2010	Seattle	44 7 	Light Rain	76	29.89	10	0	CLM
Mon Feb  1 20:51:53 2010	Milwaukee	21 -6 	Cloudy	49	30.25	10	0	CLM
Mon Feb  1 20:51:54 2010	Detroit	28 -2 	Cloudy	50	30.31	10	8	WSW
Mon Feb  1 20:51:55 2010	Philadelphia	35 2 	Mostly Sunny	36	30.29	10	10	WSW
Mon Feb  1 21:35:13 2010	San Jose	61 16 		58	29.95	10	6	N
Mon Feb  1 21:35:14 2010	Charlotte	46 8 	Mostly Sunny	40	30.29	10	3	SSE
