17	www.findlocalweather.com									
(Timestamp)	(Location)	(Conditions)	Temp (°F)	Humidity (%)	(Wind Direction)	Wind Speed (mph)	Barometer (in.)	Dewpoint (°F)	Heat Index (°F) 	Wind Chill (°F)
Sat Jan 30 06:59:28 2010	 Oklahoma City OK 	Overcast	21	93	N	9	30.12	19	21	12
Sat Jan 30 06:59:29 2010	 Nashville TN 	Fog And Mist	27	93	NE	12	29.97	25	27	17
Sat Jan 30 06:59:30 2010	 Fort Worth TX 	Overcast	30	69	N/A		30.18	21	30	30
Sat Jan 30 06:59:31 2010	 Phoenix AZ 	Partly Cloudy	57	72	N/A		30	48	57	57
Sat Jan 30 06:59:32 2010	 Portland OR 	Light Rain	45	81	N/A		29.97	39	45	45
Sat Jan 30 06:59:33 2010	 Chicago IL 	Light Snow	19	68	SE	8	30.33	10	19	10
Sat Jan 30 06:59:34 2010	 San Antonio TX 	Clear	37	65	NNW	10	30.15	27	37	31
Sat Jan 30 06:59:35 2010	 Indianapolis IN 	Light Snow	16	67	ENE	13	30.21	7	16	3
Sat Jan 30 06:59:36 2010	 Boston MA 	Clear	10	36	WNW	17	30.12	-11	10	-6
Sat Jan 30 06:59:37 2010	 Jacksonville FL 	Overcast	57	88	NNE	6	30	54	57	57
Sat Jan 30 06:59:38 2010	 Columbus OH 	Overcast	16	57	ENE	8	30.3	3	16	6
Sat Jan 30 06:59:39 2010	 Dallas TX 	Overcast	30	80	NNW	14	30.12	25	30	21
Sat Jan 30 06:59:40 2010	 Houston TX 	Overcast	39	70	NW	18	30.06	30	39	31
Sat Jan 30 06:59:41 2010	 Seattle WA 	Overcast	50	76	N/A		29.97	43	50	50
Sat Jan 30 06:59:42 2010	 Milwaukee WI 	Overcast	16	57	NW	7	30.33	3	16	7
Sat Jan 30 06:59:43 2010	 Detroit MI 	Clear	12	67	ENE	5	30.39	3	12	5
Sat Jan 30 06:59:44 2010	 Philadelphia PA 	Overcast	21	42	NW	10	30.33	1	21	11
Sat Jan 30 07:42:51 2010	 San Jose CA 	Mostly Cloudy	52	100	SE	7	30	52	52	50
Sat Jan 30 07:42:52 2010	 Charlotte NC 	Light Snow	30	93	ENE	9	30.09	28	30	23
Sat Jan 30 07:42:53 2010	 San Diego CA 	Partly Cloudy	55	77	N/A		30.06	48	55	55
Sat Jan 30 07:42:54 2010	 Denver CO 	Partly Cloudy	25	63	S	8	30.03	14	25	17
Sat Jan 30 07:42:55 2010	 Memphis TN 	Freezing Drizzle	28	86	N	10	29.94	25	28	20
Sat Jan 30 07:42:56 2010	 Los Angeles CA 	Fog And Mist	55	88	N/A		30.03	52	55	55
Sat Jan 30 07:42:57 2010	 El Paso TX 	Clear	37	75	N	6	30.12	30	37	33
Sat Jan 30 07:42:58 2010	 New York City NY 	Clear	16	45	W	8	30.3	-2	16	6
Sat Jan 30 07:42:59 2010	 Baltimore MD 	Fair	21	38	N/A		30.36	N/A	21	21
Sat Jan 30 07:42:59 2010	 Las Vegas NV 	Clear	46	66	N/A		30.03	36	46	46
Sat Jan 30 07:43:00 2010	 Washington DC 	Overcast	21	42	NW	14	30.36	1	21	9
Sat Jan 30 07:43:01 2010	 Austin TX 	Clear	32	75	NNW	7	30.12	25	32	26
Sat Jan 30 07:43:02 2010	 San Francisco CA 	Mostly Cloudy	52	88	SSE	7	30	48	52	50
Sat Jan 30 07:43:03 2010	 Oklahoma City OK 	Overcast	21	93	N	9	30.12	19	21	12
Sat Jan 30 07:43:04 2010	 Nashville TN 	Fog And Mist	27	93	NE	13	29.97	25	27	17
Sat Jan 30 07:43:05 2010	 Fort Worth TX 	Overcast	30	69	N/A		30.18	21	30	30
Sat Jan 30 07:43:06 2010	 Phoenix AZ 	Partly Cloudy	55	72	ENE	3	30	46	55	55
Sat Jan 30 07:43:07 2010	 Portland OR 	Light Rain	45	81	N/A		29.97	39	45	45
Sat Jan 30 07:43:08 2010	 Chicago IL 	Light Snow	19	68	SE	7	30.33	10	19	11
Sat Jan 30 07:43:09 2010	 San Antonio TX 	Clear	37	60	N	9	30.15	25	37	31
Sat Jan 30 07:43:10 2010	 Indianapolis IN 	Light Snow	16	67	NE	14	30.21	7	16	2
Sat Jan 30 07:43:11 2010	 Boston MA 	Partly Cloudy	9	39	WNW	20	30.12	-11	9	-9
Sat Jan 30 07:43:12 2010	 Jacksonville FL 	Overcast	57	88	N	9	30	54	57	55
Sat Jan 30 07:43:13 2010	 Columbus OH 	Overcast	16	57	ENE	8	30.27	3	16	6
Sat Jan 30 07:43:14 2010	 Dallas TX 	Overcast	30	75	NNW	18	30.12	23	30	19
Sat Jan 30 07:43:15 2010	 Houston TX 	Overcast	39	70	NW	16	30.06	30	39	31
Sat Jan 30 07:43:16 2010	 Seattle WA 	Overcast	48	87	N/A		29.97	45	48	48
Sat Jan 30 07:43:17 2010	 Milwaukee WI 	Overcast	16	57	NW	10	30.33	3	16	4
Sat Jan 30 07:43:18 2010	 Detroit MI 	Clear	12	67	N/A		30.36	3	12	12
Sat Jan 30 07:43:20 2010	 Philadelphia PA 	Overcast	21	38	NNW	13	30.33	N/A	21	10
Sat Jan 30 08:25:51 2010	 San Jose CA 	Mostly Cloudy	52	88	N/A		30	48	52	52
Sat Jan 30 08:25:53 2010	 Charlotte NC 	Light Snow	30	86	ENE	13	30.06	27	30	21
Sat Jan 30 08:25:54 2010	 San Diego CA 	Hazy	55	77	N/A		30.06	48	55	55
Sat Jan 30 08:25:54 2010	 Denver CO 	Partly Cloudy	25	63	S	7	30.03	14	25	18
Sat Jan 30 08:25:55 2010	 Memphis TN 	Light Snow	28	86	N	14	29.94	25	28	18
Sat Jan 30 08:25:56 2010	 Los Angeles CA 	Fog And Mist	54	88	N/A		30.03	50	54	54
Sat Jan 30 08:25:57 2010	 El Paso TX 	Partly Cloudy	36	81	N/A		30.12	30	36	36
Sat Jan 30 08:25:59 2010	 New York City NY 	Clear	16	48	Variable	7	30.33	N/A	16	7
Sat Jan 30 08:25:59 2010	 Baltimore MD 	Fair	21	42	N/A		30.36	1	21	21
Sat Jan 30 08:26:00 2010	 Las Vegas NV 	Clear	46	71	SSW	5	30.03	37	46	45
Sat Jan 30 08:26:03 2010	 Washington DC 	Overcast	21	42	NNW	8	30.36	1	21	13
Sat Jan 30 08:26:04 2010	 Austin TX 	Clear	30	75	Variable	5	30.12	23	30	26
Sat Jan 30 08:26:06 2010	 San Francisco CA 	Mostly Cloudy	52	88	N/A		30	48	52	52
Sat Jan 30 08:26:07 2010	 Oklahoma City OK 	Overcast	21	93	N	8	30.12	19	21	13
Sat Jan 30 08:26:08 2010	 Nashville TN 	Light Snow	27	93	NE	9	29.94	25	27	18
Sat Jan 30 08:26:09 2010	 Fort Worth TX 	Overcast	30	69	N/A		30.18	21	30	30
Sat Jan 30 08:26:10 2010	 Phoenix AZ 	Mostly Cloudy	54	72	E	5	30	45	54	53
Sat Jan 30 08:26:10 2010	 Portland OR 	Light Rain	45	81	N/A		29.97	39	45	45
Sat Jan 30 08:26:11 2010	 Chicago IL 	Light Snow	18	68	ESE	10	30.3	9	18	7
Sat Jan 30 08:26:12 2010	 San Antonio TX 	Clear	37	60	NNW	9	30.12	25	37	31
Sat Jan 30 08:26:13 2010	 Indianapolis IN 	Overcast	16	67	NE	14	30.18	7	16	2
Sat Jan 30 08:26:14 2010	 Boston MA 	Partly Cloudy	9	39	WNW	15	30.15	-11	9	-7
Sat Jan 30 08:26:15 2010	 Jacksonville FL 	Overcast	57	88	ENE	3	29.97	54	57	57
Sat Jan 30 08:26:16 2010	 Columbus OH 	Overcast	16	57	ENE	13	30.27	3	16	3
Sat Jan 30 08:26:17 2010	 Dallas TX 	Overcast	28	80	NW	16	30.12	23	28	17
Sat Jan 30 08:26:18 2010	 Houston TX 	Overcast	37	70	NNW	16	30.06	28	37	29
Sat Jan 30 08:26:19 2010	 Seattle WA 	Light Rain	48	82	SE	5	29.97	43	48	47
Sat Jan 30 08:26:21 2010	 Milwaukee WI 	Light Snow	16	62	NNW	9	30.33	5	16	5
Sat Jan 30 08:26:22 2010	 Detroit MI 	Clear	12	67	N/A		30.36	3	12	12
Sat Jan 30 08:26:23 2010	 Philadelphia PA 	Overcast	19	42	NNW	12	30.33	N/A	19	8
Sat Jan 30 11:55:18 2010	 San Jose CA 	Clear	48	100	N/A		30	48	48	48
Sat Jan 30 11:55:19 2010	 Charlotte NC 	Fog And Mist	28	93	NE	6	30	27	28	23
Sat Jan 30 11:55:20 2010	 San Diego CA 	Fog And Mist	52	82	N/A		30.03	46	52	52
Sat Jan 30 11:55:21 2010	 Denver CO 	Partly Cloudy	23	58	S	6	30.03	10	23	17
Sat Jan 30 11:55:22 2010	 Memphis TN 	Fog And Mist	25	86	NNE	13	29.94	21	25	14
Sat Jan 30 11:55:23 2010	 Los Angeles CA 	Hazy	54	82	N/A		30	48	54	54
Sat Jan 30 11:55:24 2010	 El Paso TX 	Clear	30	93	NE	3	30.12	28	30	27
Sat Jan 30 11:55:25 2010	 New York City NY 	Clear	16	45	NW	12	30.3	-2	16	4
Sat Jan 30 11:55:26 2010	 Baltimore MD 	Fair	21	42	N/A		30.3	1	21	21
Sat Jan 30 11:55:27 2010	 Las Vegas NV 	Clear	46	66	N/A		30	36	46	46
Sat Jan 30 11:55:28 2010	 Washington DC 	Overcast	21	42	N	8	30.3	1	21	13
Sat Jan 30 11:55:29 2010	 Austin TX 	Mostly Cloudy	30	75	NW	5	30.15	23	30	26
Sat Jan 30 11:55:30 2010	 San Francisco CA 	Mostly Cloudy	50	94	SE	7	30	48	50	48
Sat Jan 30 11:55:31 2010	 Oklahoma City OK 	Overcast	19	86	N	12	30.12	16	19	8
Sat Jan 30 11:55:32 2010	 Nashville TN 	Light Snow	25	93	N	12	29.91	23	25	15
Sat Jan 30 11:55:33 2010	 Fort Worth TX 	Overcast	27	69	N/A		30.21	18	27	27
Sat Jan 30 11:55:34 2010	 Phoenix AZ 	Partly Cloudy	52	77	N/A		30	45	52	52
Sat Jan 30 11:55:35 2010	 Portland OR 	Light Rain	43	87	ESE	7	29.97	39	43	39
Sat Jan 30 11:55:36 2010	 Chicago IL 	Overcast	19	63	E	8	30.27	9	19	10
Sat Jan 30 11:55:37 2010	 San Antonio TX 	Clear	36	65	NW	3	30.15	25	36	33
Sat Jan 30 11:55:38 2010	 Indianapolis IN 	Overcast	16	67	ENE	12	30.12	7	16	4
Sat Jan 30 11:55:39 2010	 Boston MA 	Clear	7	43	W	18	30.15	-11	7	-11
Sat Jan 30 11:55:40 2010	 Jacksonville FL 	Overcast	57	94	N/A		29.88	55	57	57
Sat Jan 30 11:55:41 2010	 Columbus OH 	Overcast	16	57	ENE	13	30.18	3	16	3
Sat Jan 30 11:55:42 2010	 Dallas TX 	Overcast	27	80	NNW	16	30.15	21	27	15
Sat Jan 30 11:55:43 2010	 Houston TX 	Mostly Cloudy	36	70	NW	12	30.09	27	36	28
Sat Jan 30 11:55:44 2010	 Seattle WA 	Light Rain	46	87	SE	3	29.97	43	46	46
Sat Jan 30 11:55:45 2010	 Milwaukee WI 	Light Snow	18	73	NNW	7	30.27	10	18	9
Sat Jan 30 11:55:48 2010	 Detroit MI 	Clear	10	72	N	6	30.3	3	10	2
Sat Jan 30 11:55:49 2010	 Philadelphia PA 	Overcast	19	42	N	12	30.3	N/A	19	8
Sat Jan 30 12:39:17 2010	 San Jose CA 	Clear	46	93	SSE	5	30	45	46	45
Sat Jan 30 12:39:18 2010	 Charlotte NC 	Fog And Mist	28	93	ENE	9	30	27	28	20
Sat Jan 30 12:39:18 2010	 San Diego CA 	Fog And Mist	52	82	N/A		30	46	52	52
Sat Jan 30 12:39:19 2010	 Denver CO 	Partly Cloudy	23	58	S	7	30.03	10	23	16
Sat Jan 30 12:39:20 2010	 Memphis TN 	Overcast	25	86	N	9	29.97	21	25	16
Sat Jan 30 12:39:21 2010	 Los Angeles CA 	Hazy	54	82	N/A		30	48	54	54
Sat Jan 30 12:39:22 2010	 El Paso TX 	Clear	30	93	N/A		30.09	28	30	30
Sat Jan 30 12:39:23 2010	 New York City NY 	Clear	16	45	W	9	30.3	-2	16	5
Sat Jan 30 12:39:24 2010	 Baltimore MD 	Fair	21	45	N/A		30.3	3	21	21
Sat Jan 30 12:39:25 2010	 Las Vegas NV 	Clear	43	76	W	3	30	36	43	41
Sat Jan 30 12:39:26 2010	 Washington DC 	Overcast	21	42	NNE	12	30.3	1	21	10
Sat Jan 30 12:39:28 2010	 Austin TX 	Overcast	30	75	NNW	5	30.15	23	30	26
Sat Jan 30 12:39:29 2010	 San Francisco CA 	Mostly Cloudy	50	94	SE	6	30.03	48	50	48
Sat Jan 30 12:39:30 2010	 Oklahoma City OK 	Overcast	19	86	N	13	30.15	16	19	8
Sat Jan 30 12:39:31 2010	 Nashville TN 	Light Snow	23	86	N	13	29.91	19	23	12
Sat Jan 30 12:39:32 2010	 Fort Worth TX 	Overcast	27	74	N/A		30.21	19	27	27
Sat Jan 30 12:39:33 2010	 Phoenix AZ 	Partly Cloudy	52	77	SE	6	30	45	52	50
Sat Jan 30 12:39:34 2010	 Portland OR 	Light Rain	43	87	SE	7	29.97	39	43	39
Sat Jan 30 12:39:34 2010	 Chicago IL 	Overcast	19	63	E	9	30.27	9	19	10
Sat Jan 30 12:39:35 2010	 San Antonio TX 	Clear	34	70	NW	5	30.15	25	34	30
Sat Jan 30 12:39:36 2010	 Indianapolis IN 	Overcast	16	62	NE	16	30.12	5	16	1
Sat Jan 30 12:39:37 2010	 Boston MA 	Partly Cloudy	7	43	W	14	30.15	-11	7	-9
Sat Jan 30 12:39:38 2010	 Jacksonville FL 	Overcast	61	88	S	9	29.83	57	61	60
Sat Jan 30 12:39:39 2010	 Columbus OH 	Mostly Cloudy	16	57	ENE	9	30.18	3	16	5
Sat Jan 30 12:39:40 2010	 Dallas TX 	Overcast	27	80	NNW	13	30.15	21	27	17
Sat Jan 30 12:39:41 2010	 Houston TX 	Mostly Cloudy	36	70	NW	13	30.09	27	36	28
Sat Jan 30 12:39:42 2010	 Seattle WA 	Light Rain	46	87	S	3	29.97	43	46	46
Sat Jan 30 12:39:43 2010	 Milwaukee WI 	Light Snow	18	73	NNW	8	30.27	10	18	8
Sat Jan 30 12:39:44 2010	 Detroit MI 	Clear	10	72	N	5	30.3	3	10	3
Sat Jan 30 12:39:45 2010	 Philadelphia PA 	Overcast	18	45	NNW	10	30.3	N/A	18	7
Sat Jan 30 13:22:21 2010	 San Jose CA 	Clear	46	93	E	3	30	45	46	46
Sat Jan 30 13:22:22 2010	 Charlotte NC 	Fog And Mist	28	93	NE	9	30	27	28	20
Sat Jan 30 13:22:22 2010	 San Diego CA 	Fog And Mist	50	88	N/A		30	46	50	50
Sat Jan 30 13:22:24 2010	 Denver CO 	Partly Cloudy	23	58	S	8	30.03	10	23	15
Sat Jan 30 13:22:25 2010	 Memphis TN 	Overcast	25	86	N	10	29.97	21	25	15
Sat Jan 30 13:22:26 2010	 Los Angeles CA 	Hazy	52	82	N/A		30	46	52	52
Sat Jan 30 13:22:27 2010	 El Paso TX 	Clear	30	86	NNE	3	30.09	27	30	27
Sat Jan 30 13:22:28 2010	 New York City NY 	Clear	12	44	WNW	9	30.27	-6	12	1
Sat Jan 30 13:22:29 2010	 Baltimore MD 	Fair	21	45	N/A		30.27	3	21	21
Sat Jan 30 13:22:30 2010	 Las Vegas NV 	Clear	43	76	SSW	3	30	36	43	41
Sat Jan 30 13:22:31 2010	 Washington DC 	Overcast	21	42	NNE	10	30.27	1	21	11
Sat Jan 30 13:22:32 2010	 Austin TX 	Overcast	32	69	NW	8	30.15	23	32	26
Sat Jan 30 13:22:33 2010	 San Francisco CA 	Partly Cloudy	48	94	SE	3	30.03	46	48	47
Sat Jan 30 13:22:34 2010	 Oklahoma City OK 	Overcast	21	80	N	12	30.15	16	21	10
Sat Jan 30 13:22:35 2010	 Nashville TN 	Light Snow	23	86	NNE	13	29.91	19	23	12
Sat Jan 30 13:22:36 2010	 Fort Worth TX 	Overcast	27	69	N/A		30.21	18	27	27
Sat Jan 30 13:22:37 2010	 Phoenix AZ 	Partly Cloudy	52	72	ESE	7	29.97	43	52	50
Sat Jan 30 13:22:38 2010	 Portland OR 	Light Rain	43	87	SE	6	29.97	39	43	40
Sat Jan 30 13:22:39 2010	 Chicago IL 	Overcast	19	63	E	12	30.27	9	19	8
Sat Jan 30 13:22:39 2010	 San Antonio TX 	Clear	34	70	NNW	6	30.18	25	34	29
Sat Jan 30 13:22:40 2010	 Indianapolis IN 	Overcast	16	62	NE	12	30.12	5	16	4
Sat Jan 30 13:22:41 2010	 Boston MA 	Partly Cloudy	7	43	NW	13	30.18	-11	7	-8
Sat Jan 30 13:22:42 2010	 Jacksonville FL 	Overcast	61	88	S	10	29.83	57	61	60
Sat Jan 30 13:22:43 2010	 Columbus OH 	Overcast	16	57	ENE	13	30.15	3	16	3
Sat Jan 30 13:22:44 2010	 Dallas TX 	Overcast	27	74	NNW	16	30.18	19	27	15
Sat Jan 30 13:22:45 2010	 Houston TX 	Mostly Cloudy	34	75	NW	12	30.12	27	34	26
Sat Jan 30 13:22:46 2010	 Seattle WA 	Light Rain	45	93	SE	5	29.97	43	45	43
Sat Jan 30 13:22:47 2010	 Milwaukee WI 	Light Snow	19	73	NNW	8	30.27	12	19	10
Sat Jan 30 13:22:48 2010	 Detroit MI 	Clear	10	72	N	3	30.3	3	10	5
Sat Jan 30 13:22:49 2010	 Philadelphia PA 	Overcast	18	41	NNW	10	30.3	-2	18	7
Sat Jan 30 14:06:12 2010	 San Jose CA 	Clear	46	93	E	3	30	45	46	46
Sat Jan 30 14:06:12 2010	 Charlotte NC 	Fog And Mist	28	93	NE	14	29.97	27	28	18
Sat Jan 30 14:06:13 2010	 San Diego CA 	Fog And Mist	50	88	N/A		30	46	50	50
Sat Jan 30 14:06:15 2010	 Denver CO 	Partly Cloudy	23	58	S	8	30.03	10	23	15
Sat Jan 30 14:06:16 2010	 Memphis TN 	Light Snow	25	80	N	9	30	19	25	16
Sat Jan 30 14:06:17 2010	 Los Angeles CA 	Hazy	52	82	N/A		30	46	52	52
Sat Jan 30 14:06:19 2010	 El Paso TX 	Clear	30	86	NNE	3	30.09	27	30	27
Sat Jan 30 14:06:20 2010	 New York City NY 	Clear	12	44	WNW	9	30.27	-6	12	1
Sat Jan 30 14:06:21 2010	 Baltimore MD 	Fair	21	45	N/A		30.27	3	21	21
Sat Jan 30 14:06:22 2010	 Las Vegas NV 	Clear	43	76	SSW	3	30	36	43	41
Sat Jan 30 14:06:24 2010	 Washington DC 	Overcast	21	42	NNE	10	30.27	1	21	11
Sat Jan 30 14:06:25 2010	 Austin TX 	Overcast	32	69	NW	8	30.15	23	32	26
Sat Jan 30 14:06:26 2010	 San Francisco CA 	Partly Cloudy	48	94	SE	3	30.03	46	48	47
Sat Jan 30 14:06:28 2010	 Oklahoma City OK 	Overcast	21	80	N	13	30.15	16	21	10
Sat Jan 30 14:06:28 2010	 Nashville TN 	Light Snow	23	86	NNE	13	29.91	19	23	12
Sat Jan 30 14:06:29 2010	 Fort Worth TX 	Overcast	27	69	N/A		30.21	18	27	27
Sat Jan 30 14:06:30 2010	 Phoenix AZ 	Partly Cloudy	52	72	ESE	7	29.97	43	52	50
Sat Jan 30 14:06:31 2010	 Portland OR 	Light Rain	43	87	SE	6	29.97	39	43	40
Sat Jan 30 14:06:33 2010	 Chicago IL 	Overcast	19	63	E	12	30.27	9	19	8
Sat Jan 30 14:06:34 2010	 San Antonio TX 	Clear	34	70	NNW	6	30.18	25	34	29
Sat Jan 30 14:06:35 2010	 Indianapolis IN 	Overcast	16	62	NE	12	30.12	5	16	4
Sat Jan 30 14:06:35 2010	 Boston MA 	Partly Cloudy	7	43	NW	13	30.18	-11	7	-8
Sat Jan 30 14:06:36 2010	 Jacksonville FL 	Overcast	61	88	S	10	29.83	57	61	60
Sat Jan 30 14:06:38 2010	 Columbus OH 	Overcast	16	57	ENE	13	30.15	3	16	3
Sat Jan 30 14:06:38 2010	 Dallas TX 	Overcast	27	74	NNW	16	30.18	19	27	15
Sat Jan 30 14:06:39 2010	 Houston TX 	Mostly Cloudy	34	75	NW	12	30.12	27	34	26
Sat Jan 30 14:06:40 2010	 Seattle WA 	Light Rain	45	93	SE	5	29.97	43	45	43
Sat Jan 30 14:06:42 2010	 Milwaukee WI 	Light Snow	19	73	NNW	8	30.27	12	19	10
Sat Jan 30 14:06:43 2010	 Detroit MI 	Clear	10	72	N	3	30.3	3	10	5
Sat Jan 30 14:06:44 2010	 Philadelphia PA 	Overcast	18	41	NNW	10	30.3	-2	18	7
Sat Jan 30 14:50:23 2010	 San Jose CA 	Clear	43	100	ESE	5	30.03	43	43	40
Sat Jan 30 14:50:24 2010	 Charlotte NC 	Fog And Mist	28	93	NNE	9	30	27	28	20
Sat Jan 30 14:50:25 2010	 San Diego CA 	Fog And Mist	48	94	N/A		30	46	48	48
Sat Jan 30 14:50:26 2010	 Denver CO 	Partly Cloudy	21	63	SW	6	30.03	10	21	15
Sat Jan 30 14:50:27 2010	 Memphis TN 	Fog And Mist	25	86	NNW	9	30	21	25	16
Sat Jan 30 14:50:28 2010	 Los Angeles CA 	Clear	52	77	N/A		29.97	45	52	52
Sat Jan 30 14:50:29 2010	 El Paso TX 	Clear	30	86	N	6	30.12	27	30	25
Sat Jan 30 14:50:30 2010	 New York City NY 	Clear	12	44	W	10	30.3	-6	12	N/A
Sat Jan 30 14:50:31 2010	 Baltimore MD 	Fair	21	42	N/A		30.24	1	21	21
Sat Jan 30 14:50:32 2010	 Las Vegas NV 	Clear	39	87	N/A		30	36	39	39
Sat Jan 30 14:50:33 2010	 Washington DC 	Overcast	21	45	NE	12	30.24	3	21	10
Sat Jan 30 14:50:34 2010	 Austin TX 	Overcast	32	69	NNW	6	30.18	23	32	27
Sat Jan 30 14:50:35 2010	 San Francisco CA 	Mostly Cloudy	46	93	N/A		30.03	45	46	46
Sat Jan 30 14:50:36 2010	 Oklahoma City OK 	Overcast	21	86	N	12	30.18	18	21	10
Sat Jan 30 14:50:37 2010	 Nashville TN 	Light Snow	21	93	N	8	29.91	19	21	13
Sat Jan 30 14:50:38 2010	 Fort Worth TX 	Overcast	27	69	N/A		30.24	18	27	27
Sat Jan 30 14:50:39 2010	 Phoenix AZ 	Partly Cloudy	52	72	E	7	29.97	43	52	50
Sat Jan 30 14:50:40 2010	 Portland OR 	Light Rain	43	87	SE	7	29.97	39	43	39
Sat Jan 30 14:50:41 2010	 Chicago IL 	Light Snow	18	62	E	9	30.27	7	18	7
Sat Jan 30 14:50:42 2010	 San Antonio TX 	Clear	34	65	N	7	30.18	23	34	28
Sat Jan 30 14:50:43 2010	 Indianapolis IN 	Overcast	16	67	NE	12	30.09	7	16	4
Sat Jan 30 14:50:43 2010	 Boston MA 	Partly Cloudy	7	43	NW	15	30.18	-11	7	-9
Sat Jan 30 14:50:45 2010	 Jacksonville FL 	Overcast	63	83	S	9	29.83	57	63	62
Sat Jan 30 14:50:45 2010	 Columbus OH 	Overcast	16	57	NE	13	30.15	3	16	3
Sat Jan 30 14:50:46 2010	 Dallas TX 	Overcast	27	74	NNW	10	30.18	19	27	18
Sat Jan 30 14:50:47 2010	 Houston TX 	Overcast	36	70	WNW	7	30.12	27	36	31
Sat Jan 30 14:50:48 2010	 Seattle WA 	Light Rain	46	87	N/A		29.97	43	46	46
Sat Jan 30 14:50:49 2010	 Milwaukee WI 	Light Snow	19	73	NW	5	30.27	12	19	14
Sat Jan 30 14:50:50 2010	 Detroit MI 	Overcast	12	67	N	7	30.3	3	12	3
Sat Jan 30 14:50:51 2010	 Philadelphia PA 	Overcast	18	41	N	7	30.3	-2	18	9
Sat Jan 30 15:34:56 2010	 San Jose CA 	Fog	45	93	SE	6	30.03	43	45	42
Sat Jan 30 15:34:57 2010	 Charlotte NC 	Fog And Mist	28	86	NNE	14	30	25	28	18
Sat Jan 30 15:34:58 2010	 San Diego CA 	Fog And Mist	50	88	N/A		30	46	50	50
Sat Jan 30 15:34:59 2010	 Denver CO 	Partly Cloudy	21	63	S	8	30.03	10	21	13
Sat Jan 30 15:34:59 2010	 Memphis TN 	Overcast	25	86	N	9	30.03	21	25	16
Sat Jan 30 15:35:00 2010	 Los Angeles CA 	Fog And Mist	48	87	N/A		30	45	48	48
Sat Jan 30 15:35:01 2010	 El Paso TX 	Clear	30	86	N	7	30.12	27	30	24
Sat Jan 30 15:35:02 2010	 New York City NY 	Clear	14	41	N	12	30.3	-6	14	2
Sat Jan 30 15:35:03 2010	 Baltimore MD 	Fair	21	42	N/A		30.24	1	21	21
Sat Jan 30 15:35:04 2010	 Las Vegas NV 	Clear	43	76	SSE	3	30	36	43	41
Sat Jan 30 15:35:05 2010	 Washington DC 	Light Snow	21	49	E	13	30.27	5	21	10
Sat Jan 30 15:35:06 2010	 Austin TX 	Clear	30	69	N	5	30.21	21	30	26
Sat Jan 30 15:35:07 2010	 San Francisco CA 	Mostly Cloudy	46	93	N/A		30.03	45	46	46
Sat Jan 30 15:35:08 2010	 Oklahoma City OK 	Overcast	21	86	N	12	30.18	18	21	10
Sat Jan 30 15:35:09 2010	 Nashville TN 	Overcast	21	86	N	10	29.94	18	21	11
Sat Jan 30 15:35:10 2010	 Fort Worth TX 	Overcast	27	69	NNW	13	30.27	18	27	17
Sat Jan 30 15:35:11 2010	 Phoenix AZ 	Mostly Cloudy	50	76	E	6	29.97	43	50	48
Sat Jan 30 15:35:13 2010	 Portland OR 	Overcast	43	87	E	6	29.97	39	43	40
Sat Jan 30 15:35:13 2010	 Chicago IL 	Mostly Cloudy	18	62	ENE	13	30.27	7	18	5
Sat Jan 30 15:35:14 2010	 San Antonio TX 	Clear	34	70	NNW	5	30.21	25	34	30
Sat Jan 30 15:35:15 2010	 Indianapolis IN 	Mostly Cloudy	16	67	NE	14	30.12	7	16	2
Sat Jan 30 15:35:16 2010	 Boston MA 	Mostly Cloudy	9	43	NW	15	30.18	-9	9	-7
Sat Jan 30 15:35:17 2010	 Jacksonville FL 	Overcast	64	78	SW	7	29.85	57	64	64
Sat Jan 30 15:35:18 2010	 Columbus OH 	Overcast	16	57	NE	14	30.15	3	16	2
Sat Jan 30 15:35:18 2010	 Dallas TX 	Overcast	27	80	N	12	30.21	21	27	17
Sat Jan 30 15:35:19 2010	 Houston TX 	Overcast	36	70	NNW	14	30.15	27	36	27
Sat Jan 30 15:35:21 2010	 Seattle WA 	Light Rain	45	93	N/A		29.97	43	45	45
Sat Jan 30 15:35:22 2010	 Milwaukee WI 	Light Snow	19	73	NW	5	30.27	12	19	14
Sat Jan 30 15:35:23 2010	 Detroit MI 	Overcast	14	67	NNE	5	30.3	5	14	7
Sat Jan 30 15:35:24 2010	 Philadelphia PA 	Overcast	18	45	NNE	13	30.27	N/A	18	5
Sat Jan 30 16:21:12 2010	 San Jose CA 	Fog	45	100	N/A		30.03	45	45	45
Sat Jan 30 16:21:13 2010	 Charlotte NC 	Fog And Mist	27	93	NNE	13	30	25	27	17
Sat Jan 30 16:21:14 2010	 San Diego CA 	Fog And Mist	52	82	N	3	30	46	52	52
Sat Jan 30 16:21:15 2010	 Denver CO 	Partly Cloudy	25	59	SSE	6	30.03	12	25	19
Sat Jan 30 16:21:16 2010	 Memphis TN 	Overcast	25	86	NNW	9	30.06	21	25	16
Sat Jan 30 16:21:17 2010	 Los Angeles CA 	Fog And Mist	48	87	N/A		30	45	48	48
Sat Jan 30 16:21:18 2010	 El Paso TX 	Clear	34	81	NE	6	30.15	28	34	29
Sat Jan 30 16:21:19 2010	 New York City NY 	Clear	12	44	W	7	30.27	-6	12	3
Sat Jan 30 16:21:19 2010	 Baltimore MD 	Fair	21	45	N/A		30.24	3	21	21
