10	 weather.weatherbug.com									
(Timestamp)	(Location)	Temp (°F)	(Wind Speed) (mph)	Lo (°F)	Rain (")	Hi (°F)	Gust	Wind Chill (°F)	Humidity (%)	Dew Point (°F)
Sat Jan 30 12:07:38 2010	Portland, OR 97201  	42.8	5	43	0.01	45	SSE 9	40	89	40
Sat Jan 30 12:07:41 2010	Chicago, IL 60601  	19.1	2	19	0.00	21	ENE 12	19	67	10
Sat Jan 30 12:07:44 2010	San Antonio, TX 78201  	29.1	4	29	0.00	32	NW 19	25	80	24
Sat Jan 30 12:07:46 2010	Indianapolis, IN 46201  	15.3	6	15	0.00	16	ENE 20	6	76	9
Sat Jan 30 12:07:49 2010	Boston, MA 02101  	4.2	5	3	0.00	8	NNW 26	-5	52	-10
Sat Jan 30 12:07:52 2010	Jacksonville, FL 32099  	57.9	0	57	0.00	58	NNE 9	58	92	56
Sat Jan 30 12:07:55 2010	Columbus, OH 43085  	15.8	5	14	N/A	16	SSE 17	7	N/A	--
Sat Jan 30 12:07:57 2010	Dallas, TX 75201  	27.7	6	27	0.00	31	NW 24	21	87	24
Sat Jan 30 12:07:59 2010	Houston, TX 77001  	31.3	7	31	0.00	36	NW 21	24	82	26
Sat Jan 30 12:08:01 2010	Seattle, WA 98101  	45.6	1	45	0.04	47	SSW 7	46	91	43
Sat Jan 30 12:08:04 2010	Milwaukee, WI 53201  	15.8	5	11	0.00	16	N 12	7	95	15
Sat Jan 30 12:08:06 2010	Detroit, MI 48201  	11.7	3	12	0.00	15	NNW 7	6	72	4
Sat Jan 30 12:08:08 2010	Philadelphia, PA 19019  	16.7	7	17	0.00	20	NNW 18	7	53	2
Sat Jan 30 12:50:51 2010	San Jose, CA 95101  	48.9	0	49	0.00	50	NNE 0	49	99	49
Sat Jan 30 12:50:52 2010	Charlotte, NC 28201  	27.0	3	26	0.00	30	E 18	27	100	27
Sat Jan 30 12:50:52 2010	San Diego, CA 92101  	51.7	0	51	0.00	54	NE 3	52	100	52
Sat Jan 30 12:50:53 2010	Denver, CO 80214  	22.3	0	22	0.00	28	WNW 2	22	70	14
Sat Jan 30 12:50:54 2010	Los Angeles, CA 90001  	51.9	2	52	0.00	53	E 3	52	93	50
Sat Jan 30 12:50:54 2010	Memphis, TN 37501  	25.0	12	25	0.00	28	NNE 22	14	85	21
Sat Jan 30 12:50:55 2010	New York, NY 10001  	14.1	2	14	0.00	17	NNW 18	14	49	-2
Sat Jan 30 12:50:55 2010	El Paso, TX 79901  	33.7	0	34	0.00	37	NW 5	34	94	32
Sat Jan 30 12:50:56 2010	Baltimore, MD 21201  	18.4	2	17	0.00	20	NNE 15	18	49	2
Sat Jan 30 12:50:57 2010	Washington, DC 20001  	19.7	5	19	0.00	21	N 18	13	56	6
Sat Jan 30 12:50:57 2010	Las Vegas, NV 89101  	40.4	0	40	0.00	44	NNW 2	40	79	34
Sat Jan 30 12:50:58 2010	Austin, TX 73301  	32.0	11	31	0.00	32	NNE 22	23	72	24
Sat Jan 30 12:50:58 2010	San Francisco, CA 94101  	49.3	2	49	0.01	51	SW 6	49	N/A	--
Sat Jan 30 12:50:59 2010	Oklahoma City, OK 73101  	26.9	0	25	0.00	27	NNE 0	27	5	-37
Sat Jan 30 12:51:00 2010	Nashville, TN 37201  	23.7	5	24	0.00	27	NNE 17	18	100	24
Sat Jan 30 12:51:00 2010	Fort Worth, TX 76101  	25.1	5	25	0.00	29	SW 30	19	91	23
Sat Jan 30 12:51:01 2010	Phoenix, AZ 85001  	51.6	2	52	0.00	55	SE 5	52	71	43
Sat Jan 30 12:51:02 2010	Chicago, IL 60601  	19.1	2	19	0.00	21	ENE 12	19	67	10
Sat Jan 30 12:51:02 2010	Portland, OR 97201  	42.8	5	43	0.01	45	SSE 9	40	89	40
Sat Jan 30 12:51:03 2010	Indianapolis, IN 46201  	15.3	6	15	0.00	16	ENE 20	6	76	9
Sat Jan 30 12:51:03 2010	San Antonio, TX 78201  	29.1	4	29	0.00	32	NW 19	25	80	24
Sat Jan 30 12:51:04 2010	Boston, MA 02101  	4.2	5	3	0.00	8	NNW 26	-5	52	-10
Sat Jan 30 12:51:05 2010	Jacksonville, FL 32099  	57.9	0	57	0.00	58	NNE 9	58	92	56
Sat Jan 30 12:51:05 2010	Columbus, OH 43085  	15.8	5	14	N/A	16	SSE 17	7	N/A	--
Sat Jan 30 12:51:06 2010	Houston, TX 77001  	31.3	7	31	0.00	36	NW 21	24	82	26
Sat Jan 30 12:51:06 2010	Dallas, TX 75201  	27.7	6	27	0.00	31	NW 24	21	87	24
Sat Jan 30 12:51:07 2010	Seattle, WA 98101  	45.6	1	45	0.04	47	SSW 7	46	91	43
Sat Jan 30 12:51:08 2010	Milwaukee, WI 53201  	15.8	5	11	0.00	16	N 12	7	95	15
Sat Jan 30 12:51:08 2010	Detroit, MI 48201  	11.7	3	12	0.00	15	NNW 7	6	72	4
Sat Jan 30 12:51:09 2010	Philadelphia, PA 19019  	16.7	7	17	0.00	20	NNW 18	7	53	2
Sat Jan 30 13:34:11 2010	San Jose, CA 95101  	46.0	3	46	0.00	50	S 5	45	95	45
Sat Jan 30 13:34:13 2010	Charlotte, NC 28201  	26.3	9	26	0.00	30	E 18	17	100	26
Sat Jan 30 13:34:15 2010	San Diego, CA 92101  	48.7	1	49	0.00	54	NE 3	49	100	49
Sat Jan 30 13:34:18 2010	Denver, CO 80214  	21.4	0	21	0.00	28	WNW 2	21	69	13
Sat Jan 30 13:34:19 2010	Memphis, TN 37501  	24.8	10	25	0.00	28	NNE 22	15	86	21
Sat Jan 30 13:34:20 2010	Los Angeles, CA 90001  	51.0	1	51	0.00	53	E 3	51	91	48
Sat Jan 30 13:34:22 2010	El Paso, TX 79901  	33.3	0	33	0.00	37	NW 5	33	95	32
Sat Jan 30 13:34:23 2010	New York, NY 10001  	13.2	0	13	0.00	17	NNW 18	13	49	-3
Sat Jan 30 13:34:25 2010	Baltimore, MD 21201  	18.2	6	17	0.00	20	NNE 15	10	48	2
Sat Jan 30 13:34:27 2010	Las Vegas, NV 89101  	38.1	0	38	0.00	44	NNW 3	38	82	33
Sat Jan 30 13:34:29 2010	Washington, DC 20001  	19.3	9	19	0.00	21	N 18	9	57	6
Sat Jan 30 13:34:32 2010	Austin, TX 73301  	33.1	10	31	0.00	33	NNE 22	25	70	24
Sat Jan 30 13:34:34 2010	San Francisco, CA 94101  	48.8	3	49	0.01	51	SW 6	49	N/A	--
Sat Jan 30 13:34:36 2010	Oklahoma City, OK 73101  	26.9	0	25	0.00	27	NNE 0	27	5	-37
Sat Jan 30 13:34:37 2010	Nashville, TN 37201  	22.8	7	23	0.00	27	NNE 17	15	99	23
Sat Jan 30 13:34:39 2010	Fort Worth, TX 76101  	25.2	1	25	0.00	29	SW 30	25	93	23
Sat Jan 30 13:34:40 2010	Phoenix, AZ 85001  	50.9	3	51	0.00	55	E 11	50	69	41
Sat Jan 30 13:34:43 2010	Portland, OR 97201  	42.7	0	43	0.01	45	SSE 9	43	85	38
Sat Jan 30 13:34:45 2010	Chicago, IL 60601  	18.5	0	19	0.00	21	ENE 12	19	67	9
Sat Jan 30 13:34:46 2010	San Antonio, TX 78201  	28.3	4	28	0.00	32	NW 19	23	81	23
Sat Jan 30 13:34:48 2010	Indianapolis, IN 46201  	15.7	5	15	0.00	16	ENE 20	8	76	9
Sat Jan 30 13:34:50 2010	Boston, MA 02101  	3.9	7	3	0.00	8	NNW 26	-8	54	-9
Sat Jan 30 13:34:52 2010	Jacksonville, FL 32099  	61.0	10	57	0.00	61	SSW 10	60	90	58
Sat Jan 30 13:34:54 2010	Columbus, OH 43085  	15.3	8	14	N/A	16	ESE 18	4	N/A	--
Sat Jan 30 13:34:55 2010	Dallas, TX 75201  	27.0	5	27	0.00	31	NW 24	21	87	24
Sat Jan 30 13:34:56 2010	Houston, TX 77001  	31.5	6	31	0.00	36	NW 21	25	84	27
Sat Jan 30 13:34:58 2010	Seattle, WA 98101  	44.1	1	44	0.06	47	SSW 9	44	92	42
Sat Jan 30 13:35:00 2010	Milwaukee, WI 53201  	16.1	3	11	0.00	17	N 12	11	95	15
Sat Jan 30 13:35:03 2010	Detroit, MI 48201  	12.1	0	11	0.00	15	NNW 7	12	71	4
Sat Jan 30 13:35:04 2010	Philadelphia, PA 19019  	15.9	9	16	0.00	20	NNW 18	5	56	3
Sat Jan 30 14:18:47 2010	Charlotte, NC 28201  	26.3	9	26	0.00	30	E 18	17	100	26
Sat Jan 30 14:18:47 2010	San Jose, CA 95101  	46.0	3	46	0.00	50	S 5	45	95	45
Sat Jan 30 14:18:48 2010	San Diego, CA 92101  	48.7	1	49	0.00	54	NE 3	49	100	49
Sat Jan 30 14:18:48 2010	Denver, CO 80214  	21.4	0	21	0.00	28	WNW 2	21	69	13
Sat Jan 30 14:18:49 2010	Memphis, TN 37501  	24.8	10	25	0.00	28	NNE 22	15	86	21
Sat Jan 30 14:18:50 2010	Los Angeles, CA 90001  	51.0	1	51	0.00	53	E 3	51	91	48
Sat Jan 30 14:18:51 2010	New York, NY 10001  	13.2	0	13	0.00	17	NNW 18	13	49	-3
Sat Jan 30 14:18:51 2010	El Paso, TX 79901  	33.3	0	33	0.00	37	NW 5	33	95	32
Sat Jan 30 14:18:52 2010	Baltimore, MD 21201  	18.2	6	17	0.00	20	NNE 15	10	48	2
Sat Jan 30 14:18:53 2010	Las Vegas, NV 89101  	38.1	0	38	0.00	44	NNW 3	38	82	33
Sat Jan 30 14:18:54 2010	Washington, DC 20001  	19.3	9	19	0.00	21	N 18	9	57	6
Sat Jan 30 14:18:55 2010	Austin, TX 73301  	33.1	10	31	0.00	33	NNE 22	25	70	24
Sat Jan 30 14:18:56 2010	Oklahoma City, OK 73101  	26.9	0	25	0.00	27	NNE 0	27	5	-37
Sat Jan 30 14:18:56 2010	San Francisco, CA 94101  	48.8	3	49	0.01	51	SW 6	49	N/A	--
Sat Jan 30 14:18:57 2010	Nashville, TN 37201  	22.8	7	23	0.00	27	NNE 17	15	99	23
Sat Jan 30 14:18:58 2010	Phoenix, AZ 85001  	50.9	3	51	0.00	55	E 11	50	69	41
Sat Jan 30 14:18:58 2010	Fort Worth, TX 76101  	25.2	1	25	0.00	29	SW 30	25	93	23
Sat Jan 30 14:18:59 2010	Portland, OR 97201  	42.7	0	43	0.01	45	SSE 9	43	85	38
Sat Jan 30 14:19:00 2010	Chicago, IL 60601  	18.5	0	19	0.00	21	ENE 12	19	67	9
Sat Jan 30 14:19:01 2010	Indianapolis, IN 46201  	15.7	5	15	0.00	16	ENE 20	8	76	9
Sat Jan 30 14:19:01 2010	San Antonio, TX 78201  	28.3	4	28	0.00	32	NW 19	23	81	23
Sat Jan 30 14:19:02 2010	Boston, MA 02101  	3.9	7	3	0.00	8	NNW 26	-8	54	-9
Sat Jan 30 14:19:02 2010	Jacksonville, FL 32099  	61.0	10	57	0.00	61	SSW 10	60	90	58
Sat Jan 30 14:19:04 2010	Columbus, OH 43085  	15.3	8	14	N/A	16	ESE 18	4	N/A	--
Sat Jan 30 14:19:04 2010	Dallas, TX 75201  	27.0	5	27	0.00	31	NW 24	21	87	24
Sat Jan 30 14:19:05 2010	Houston, TX 77001  	31.5	6	31	0.00	36	NW 21	25	84	27
Sat Jan 30 14:19:06 2010	Milwaukee, WI 53201  	16.1	3	11	0.00	17	N 12	11	95	15
Sat Jan 30 14:19:06 2010	Seattle, WA 98101  	44.1	1	44	0.06	47	SSW 9	44	92	42
Sat Jan 30 14:19:07 2010	Detroit, MI 48201  	12.1	0	11	0.00	15	NNW 7	12	71	4
Sat Jan 30 14:19:08 2010	Philadelphia, PA 19019  	15.9	9	16	0.00	20	NNW 18	5	56	3
Sat Jan 30 15:02:45 2010	San Jose, CA 95101  	44.6	5	41	0.00	50	S 5	42	93	43
Sat Jan 30 15:02:48 2010	Charlotte, NC 28201  	25.2	7	25	0.00	30	E 18	18	100	25
Sat Jan 30 15:02:49 2010	San Diego, CA 92101  	50.1	0	48	0.00	54	NE 3	50	100	50
Sat Jan 30 15:02:51 2010	Denver, CO 80214  	20.3	0	20	0.00	28	WNW 2	20	73	13
Sat Jan 30 15:02:54 2010	Memphis, TN 37501  	24.8	10	25	0.00	28	NNE 22	15	86	21
Sat Jan 30 15:02:56 2010	Los Angeles, CA 90001  	49.2	2	49	0.00	53	ENE 3	49	92	47
Sat Jan 30 15:03:00 2010	El Paso, TX 79901  	32.5	0	32	0.00	37	NW 5	32	96	31
Sat Jan 30 15:03:01 2010	New York, NY 10001  	12.5	4	12	0.00	17	NNW 18	5	48	-4
Sat Jan 30 15:03:04 2010	Baltimore, MD 21201  	17.6	4	17	0.00	20	ENE 17	12	48	1
Sat Jan 30 15:03:07 2010	Las Vegas, NV 89101  	38.0	1	38	0.00	44	NNW 3	38	83	33
Sat Jan 30 15:03:08 2010	Washington, DC 20001  	20.0	2	19	0.00	21	N 18	20	57	7
Sat Jan 30 15:03:10 2010	Austin, TX 73301  	32.0	15	31	0.00	33	NNE 22	22	72	24
Sat Jan 30 15:03:12 2010	San Francisco, CA 94101  	49.1	2	49	0.01	51	SW 6	49	N/A	--
Sat Jan 30 15:03:14 2010	Oklahoma City, OK 73101  	27.0	0	25	0.00	27	NNE 0	27	5	-37
Sat Jan 30 15:03:16 2010	Nashville, TN 37201  	23.0	8	23	0.00	27	NNE 17	14	96	22
Sat Jan 30 15:03:19 2010	Fort Worth, TX 76101  	25.5	0	25	0.00	29	SW 30	25	93	24
Sat Jan 30 15:03:21 2010	Phoenix, AZ 85001  	52.3	2	51	0.00	55	E 11	52	60	39
Sat Jan 30 15:03:24 2010	Portland, OR 97201  	42.8	1	43	0.01	45	SSE 9	43	85	39
Sat Jan 30 15:03:32 2010	San Antonio, TX 78201  	28.1	8	28	0.00	32	NW 19	20	80	23
Sat Jan 30 15:03:35 2010	Indianapolis, IN 46201  	16.0	11	15	0.00	16	ENE 20	3	75	9
Sat Jan 30 15:03:37 2010	Boston, MA 02101  	6.5	6	3	0.00	8	NNW 26	-5	54	-7
Sat Jan 30 15:03:38 2010	Jacksonville, FL 32099  	62.1	9	57	0.00	62	SSW 10	61	84	57
Sat Jan 30 15:03:40 2010	Columbus, OH 43085  	16.0	7	14	N/A	16	ESE 18	6	N/A	--
Sat Jan 30 15:03:41 2010	Dallas, TX 75201  	27.3	6	27	0.00	31	NW 24	21	87	24
Sat Jan 30 15:03:42 2010	Houston, TX 77001  	32.2	6	31	0.00	36	NW 21	26	81	27
Sat Jan 30 15:03:44 2010	Seattle, WA 98101  	43.4	4	43	0.09	47	SSW 9	42	96	42
Sat Jan 30 15:03:45 2010	Milwaukee, WI 53201  	16.0	3	11	0.00	17	N 12	11	94	14
Sat Jan 30 15:03:47 2010	Detroit, MI 48201  	12.8	4	11	0.00	15	NNW 8	5	71	5
Sat Jan 30 15:03:48 2010	Philadelphia, PA 19019  	16.0	8	16	0.00	20	NNW 18	5	53	2
Sat Jan 30 15:48:49 2010	San Jose, CA 95101  	44.6	5	41	0.00	50	S 5	42	93	43
Sat Jan 30 15:48:50 2010	Charlotte, NC 28201  	25.2	7	25	0.00	30	E 18	18	100	25
Sat Jan 30 15:48:52 2010	San Diego, CA 92101  	50.1	0	48	0.00	54	NE 3	50	100	50
Sat Jan 30 15:48:53 2010	Denver, CO 80214  	20.3	0	20	0.00	28	WNW 2	20	73	13
Sat Jan 30 15:48:55 2010	Memphis, TN 37501  	24.8	10	25	0.00	28	NNE 22	15	86	21
Sat Jan 30 15:48:57 2010	Los Angeles, CA 90001  	49.2	2	49	0.00	53	ENE 3	49	92	47
Sat Jan 30 15:48:59 2010	El Paso, TX 79901  	32.5	0	32	0.00	37	NW 5	32	96	31
Sat Jan 30 15:49:00 2010	New York, NY 10001  	12.5	4	12	0.00	17	NNW 18	5	48	-4
Sat Jan 30 15:49:02 2010	Baltimore, MD 21201  	17.6	4	17	0.00	20	ENE 17	12	48	1
Sat Jan 30 15:49:04 2010	Las Vegas, NV 89101  	38.0	1	38	0.00	44	NNW 3	38	83	33
Sat Jan 30 15:49:06 2010	Washington, DC 20001  	20.0	2	19	0.00	21	N 18	20	57	7
Sat Jan 30 15:49:13 2010	Austin, TX 73301  	32.0	15	31	0.00	33	NNE 22	22	72	24
Sat Jan 30 15:49:20 2010	San Francisco, CA 94101  	49.1	2	49	0.01	51	SW 6	49	N/A	--
Sat Jan 30 15:49:22 2010	Oklahoma City, OK 73101  	27.0	0	25	0.00	27	NNE 0	27	5	-37
Sat Jan 30 15:49:24 2010	Nashville, TN 37201  	23.0	8	23	0.00	27	NNE 17	14	96	22
Sat Jan 30 15:49:25 2010	Fort Worth, TX 76101  	25.5	0	25	0.00	29	SW 30	25	93	24
Sat Jan 30 15:49:27 2010	Phoenix, AZ 85001  	52.3	2	51	0.00	55	E 11	52	60	39
Sat Jan 30 15:49:29 2010	Portland, OR 97201  	42.8	1	43	0.01	45	SSE 9	43	85	39
Sat Jan 30 15:49:32 2010	San Antonio, TX 78201  	28.1	8	28	0.00	32	NW 19	20	80	23
Sat Jan 30 15:49:38 2010	Indianapolis, IN 46201  	16.0	11	15	0.00	16	ENE 20	3	75	9
Sat Jan 30 15:49:39 2010	Boston, MA 02101  	6.5	6	3	0.00	8	NNW 26	-5	54	-7
Sat Jan 30 15:49:41 2010	Jacksonville, FL 32099  	62.1	9	57	0.00	62	SSW 10	61	84	57
Sat Jan 30 15:49:42 2010	Columbus, OH 43085  	16.0	7	14	N/A	16	ESE 18	6	N/A	--
Sat Jan 30 15:49:44 2010	Dallas, TX 75201  	27.3	6	27	0.00	31	NW 24	21	87	24
Sat Jan 30 15:49:46 2010	Houston, TX 77001  	32.2	6	31	0.00	36	NW 21	26	81	27
Sat Jan 30 15:49:47 2010	Seattle, WA 98101  	43.4	4	43	0.09	47	SSW 9	42	96	42
Sat Jan 30 15:49:49 2010	Milwaukee, WI 53201  	16.0	3	11	0.00	17	N 12	11	94	14
Sat Jan 30 15:49:51 2010	Detroit, MI 48201  	12.8	4	11	0.00	15	NNW 8	5	71	5
Sat Jan 30 15:49:54 2010	Philadelphia, PA 19019  	16.0	8	16	0.00	20	NNW 18	5	53	2
Sat Jan 30 16:33:38 2010	San Jose, CA 95101  	45.0	0	41	0.00	50	SE 6	45	100	45
Sat Jan 30 16:33:39 2010	Charlotte, NC 28201  	24.3	7	24	0.00	30	NNE 20	17	100	24
Sat Jan 30 16:33:40 2010	San Diego, CA 92101  	51.1	4	48	0.00	54	NNE 5	50	100	51
Sat Jan 30 16:33:42 2010	Denver, CO 80214  	30.8	0	20	0.00	31	SSW 2	31	55	16
Sat Jan 30 16:33:44 2010	Memphis, TN 37501  	25.0	9	24	0.00	28	NNE 22	15	85	21
Sat Jan 30 16:33:45 2010	Los Angeles, CA 90001  	48.3	2	48	0.00	53	ENE 3	48	92	46
Sat Jan 30 16:33:46 2010	El Paso, TX 79901  	38.0	5	32	0.00	38	SE 5	34	75	31
Sat Jan 30 16:33:48 2010	New York, NY 10001  	16.1	3	12	0.00	17	NNW 18	11	44	-3
Sat Jan 30 16:33:49 2010	Baltimore, MD 21201  	17.9	6	17	0.00	20	ENE 17	10	50	2
Sat Jan 30 16:33:51 2010	Las Vegas, NV 89101  	39.7	0	36	0.00	44	NNW 3	40	79	34
Sat Jan 30 16:33:52 2010	Washington, DC 20001  	16.4	8	16	0.00	21	N 18	6	98	16
Sat Jan 30 16:33:53 2010	Austin, TX 73301  	33.1	17	30	0.00	33	NNE 22	22	67	23
Sat Jan 30 16:33:55 2010	San Francisco, CA 94101  	48.8	3	49	0.01	51	SW 6	48	N/A	--
Sat Jan 30 16:33:56 2010	Oklahoma City, OK 73101  	26.9	0	25	0.00	27	NNE 0	27	5	-37
Sat Jan 30 16:33:57 2010	Nashville, TN 37201  	23.8	11	23	0.00	27	NNE 17	13	92	22
Sat Jan 30 16:33:59 2010	Fort Worth, TX 76101  	25.7	10	25	0.00	29	SW 30	16	92	24
Sat Jan 30 16:34:00 2010	Phoenix, AZ 85001  	50.7	6	51	0.00	55	E 11	48	70	41
Sat Jan 30 16:34:01 2010	Portland, OR 97201  	42.7	0	42	0.02	45	SSE 9	43	86	39
Sat Jan 30 16:34:02 2010	Chicago, IL 60601  	19.5	0	18	0.00	21	NE 13	19	65	9
Sat Jan 30 16:34:05 2010	San Antonio, TX 78201  	30.5	10	28	0.00	32	NW 19	22	73	23
Sat Jan 30 16:34:06 2010	Indianapolis, IN 46201  	18.9	6	15	0.00	19	ENE 20	11	68	10
Sat Jan 30 16:34:08 2010	Boston, MA 02101  	10.3	5	3	0.00	11	NNW 26	2	50	-5
Sat Jan 30 16:34:09 2010	Jacksonville, FL 32099  	63.0	10	57	0.11	64	SSW 11	62	91	60
Sat Jan 30 16:34:11 2010	Columbus, OH 43085  	17.8	10	14	N/A	18	ESE 18	6	N/A	--
Sat Jan 30 16:34:12 2010	Dallas, TX 75201  	27.0	6	26	0.00	31	NW 24	20	88	24
Sat Jan 30 16:34:13 2010	Houston, TX 77001  	33.1	5	31	0.00	36	NW 21	28	81	28
Sat Jan 30 16:34:15 2010	Seattle, WA 98101  	44.3	3	43	0.11	47	SSW 9	43	93	42
Sat Jan 30 16:34:16 2010	Milwaukee, WI 53201  	15.6	4	11	0.00	17	N 12	10	98	15
Sat Jan 30 16:34:17 2010	Detroit, MI 48201  	14.9	0	11	0.00	16	ENE 12	15	77	9
Sat Jan 30 16:34:18 2010	Philadelphia, PA 19019  	16.3	6	16	0.00	20	NNW 18	7	46	-1
Sat Jan 30 17:17:25 2010	San Jose, CA 95101  	45.0	0	41	0.00	50	SE 6	45	100	45
Sat Jan 30 17:17:26 2010	Charlotte, NC 28201  	24.3	7	24	0.00	30	NNE 20	17	100	24
Sat Jan 30 17:17:26 2010	San Diego, CA 92101  	51.1	4	48	0.00	54	NNE 5	50	100	51
Sat Jan 30 17:17:27 2010	Denver, CO 80214  	30.8	0	20	0.00	31	SSW 2	31	55	16
Sat Jan 30 17:17:28 2010	Los Angeles, CA 90001  	48.3	2	48	0.00	53	ENE 3	48	92	46
Sat Jan 30 17:17:28 2010	Memphis, TN 37501  	25.0	9	24	0.00	28	NNE 22	15	85	21
Sat Jan 30 17:17:29 2010	El Paso, TX 79901  	38.0	5	32	0.00	38	SE 5	34	75	31
Sat Jan 30 17:17:30 2010	Baltimore, MD 21201  	17.9	6	17	0.00	20	ENE 17	10	50	2
Sat Jan 30 17:17:30 2010	New York, NY 10001  	16.1	3	12	0.00	17	NNW 18	11	44	-3
Sat Jan 30 17:17:31 2010	Washington, DC 20001  	16.4	8	16	0.00	21	N 18	6	98	16
Sat Jan 30 17:17:31 2010	Las Vegas, NV 89101  	39.7	0	36	0.00	44	NNW 3	40	79	34
Sat Jan 30 17:17:32 2010	Austin, TX 73301  	33.1	17	30	0.00	33	NNE 22	22	67	23
Sat Jan 30 17:17:33 2010	Oklahoma City, OK 73101  	26.9	0	25	0.00	27	NNE 0	27	5	-37
Sat Jan 30 17:17:33 2010	San Francisco, CA 94101  	48.8	3	49	0.01	51	SW 6	48	N/A	--
Sat Jan 30 17:17:34 2010	Nashville, TN 37201  	23.8	11	23	0.00	27	NNE 17	13	92	22
Sat Jan 30 17:17:35 2010	Phoenix, AZ 85001  	50.7	6	51	0.00	55	E 11	48	70	41
Sat Jan 30 17:17:35 2010	Fort Worth, TX 76101  	25.7	10	25	0.00	29	SW 30	16	92	24
Sat Jan 30 17:17:36 2010	Chicago, IL 60601  	19.5	0	18	0.00	21	NE 13	19	65	9
Sat Jan 30 17:17:36 2010	Portland, OR 97201  	42.7	0	42	0.02	45	SSE 9	43	86	39
Sat Jan 30 17:17:37 2010	San Antonio, TX 78201  	30.5	10	28	0.00	32	NW 19	22	73	23
Sat Jan 30 17:17:38 2010	Indianapolis, IN 46201  	18.9	6	15	0.00	19	ENE 20	11	68	10
Sat Jan 30 17:17:38 2010	Boston, MA 02101  	10.3	5	3	0.00	11	NNW 26	2	50	-5
Sat Jan 30 17:17:39 2010	Jacksonville, FL 32099  	63.0	10	57	0.11	64	SSW 11	62	91	60
Sat Jan 30 17:17:40 2010	Columbus, OH 43085  	17.8	10	14	N/A	18	ESE 18	6	N/A	--
Sat Jan 30 17:17:41 2010	Houston, TX 77001  	33.1	5	31	0.00	36	NW 21	28	81	28
Sat Jan 30 17:17:41 2010	Dallas, TX 75201  	27.0	6	26	0.00	31	NW 24	20	88	24
Sat Jan 30 17:17:42 2010	Milwaukee, WI 53201  	15.6	4	11	0.00	17	N 12	10	98	15
Sat Jan 30 17:17:42 2010	Seattle, WA 98101  	44.3	3	43	0.11	47	SSW 9	43	93	42
Sat Jan 30 17:17:43 2010	Detroit, MI 48201  	14.9	0	11	0.00	16	ENE 12	15	77	9
Sat Jan 30 17:17:44 2010	Philadelphia, PA 19019  	16.3	6	16	0.00	20	NNW 18	7	46	-1
Sat Jan 30 18:00:51 2010	San Jose, CA 95101  	46.0	5	41	0.00	50	SE 6	44	99	46
Sat Jan 30 18:00:52 2010	Charlotte, NC 28201  	23.2	4	23	0.00	30	NNE 20	18	100	23
Sat Jan 30 18:00:54 2010	San Diego, CA 92101  	56.2	2	48	0.00	57	NNE 7	56	88	53
Sat Jan 30 18:00:55 2010	Denver, CO 80214  	37.0	4	20	0.00	37	SSE 6	34	41	15
Sat Jan 30 18:00:56 2010	Memphis, TN 37501  	25.0	12	24	0.00	28	NNE 22	14	85	21
Sat Jan 30 18:00:58 2010	Los Angeles, CA 90001  	54.8	0	48	0.00	55	NNE 4	55	79	49
Sat Jan 30 18:01:00 2010	El Paso, TX 79901  	43.9	4	32	0.00	44	SSE 7	42	59	31
Sat Jan 30 18:01:03 2010	New York, NY 10001  	16.3	0	12	0.00	17	NNW 18	16	44	-2
Sat Jan 30 18:01:04 2010	Baltimore, MD 21201  	16.5	5	15	0.00	20	ENE 17	8	86	13
Sat Jan 30 18:01:06 2010	Las Vegas, NV 89101  	45.9	0	36	0.00	46	ESE 4	46	65	35
Sat Jan 30 18:01:07 2010	Washington, DC 20001  	16.7	8	16	0.00	21	N 18	6	100	17
Sat Jan 30 18:01:10 2010	Austin, TX 73301  	37.0	14	30	0.00	37	NNE 22	28	60	25
Sat Jan 30 18:01:11 2010	San Francisco, CA 94101  	50.0	2	48	0.01	51	SW 6	50	N/A	--
Sat Jan 30 18:01:13 2010	Oklahoma City, OK 73101  	19.9	10	19	0.00	21	NNE 15	9	83	16
Sat Jan 30 18:01:15 2010	Nashville, TN 37201  	25.3	11	23	0.00	27	NNE 17	15	86	22
Sat Jan 30 18:01:17 2010	Fort Worth, TX 76101  	27.2	5	25	0.00	29	SW 30	21	89	24
Sat Jan 30 18:01:19 2010	Phoenix, AZ 85001  	58.6	1	50	0.00	59	E 11	59	44	37
Sat Jan 30 18:01:20 2010	Portland, OR 97201  	41.9	0	42	0.06	45	SSE 9	42	89	39
Sat Jan 30 18:01:24 2010	Chicago, IL 60601  	20.5	7	18	0.00	21	NE 13	12	64	10
Sat Jan 30 18:01:25 2010	San Antonio, TX 78201  	36.6	7	28	0.00	37	NW 19	31	62	25
Sat Jan 30 18:01:26 2010	Indianapolis, IN 46201  	22.9	5	15	0.00	24	ENE 20	17	61	11
Sat Jan 30 18:01:28 2010	Boston, MA 02101  	14.3	10	3	0.00	15	NNW 26	2	47	-3
Sat Jan 30 18:01:29 2010	Jacksonville, FL 32099  	63.0	10	57	0.16	64	S 14	62	98	62
Sat Jan 30 18:01:32 2010	Columbus, OH 43085  	22.7	4	14	N/A	23	ESE 18	18	N/A	--
Sat Jan 30 18:01:33 2010	Dallas, TX 75201  	27.5	14	26	0.00	31	NW 24	16	86	24
Sat Jan 30 18:01:35 2010	Houston, TX 77001  	33.8	6	31	0.00	36	NW 21	28	78	28
