3	www.weatherforyou.com										
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F °C)	Humidity (%)	Wind	(Wind Speed) (MPH)	Wind Gusts (MPH)	Barometer (in.)	Dewpoint (°F)	Wind Chill (°F)	Visibility (SM/Miles)
Mon Feb  1 10:25:58 2010	Los Angeles, California, United States (90001)	 Clear	 54 12 	77	Calm		 	29.97	46		7
Mon Feb  1 10:25:59 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 45 7 	76	S	6		29.97	37	42	10
Mon Feb  1 10:26:01 2010	New York, New York, United States (10001)	 Clear	 25 -4 	46	W	8		30.18	7	17	10
Mon Feb  1 10:26:02 2010	Baltimore, Maryland, United States (21201)	 Clear	 12 -11 	79	W	7		30.27	7	3	10
Mon Feb  1 10:26:03 2010	Las Vegas, Nevada, United States (89101)	 Clear	 39 4 	81	Calm		 	30.01	34		
Mon Feb  1 10:26:04 2010	Washington, D.C., United States (20001)	 Clear	 21 -6 	68	Calm		 	30.30	12		10
Mon Feb  1 10:26:05 2010	Austin, Texas, United States (73301)	 Overcast	 34 1 	89	Calm		 	30.11	32		
Mon Feb  1 10:26:06 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 52 11 	82	Calm		 	29.97	46		10
Mon Feb  1 10:26:08 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 35 2 	92	Calm		 	30.17	33		
Mon Feb  1 10:26:09 2010	Nashville, Tennessee, United States (37201)	 Fog	 19 -7 	100	Calm		 	30.30	19		4-Jan
Mon Feb  1 10:26:10 2010	Fort Worth, Texas, United States (76101)	 Hazy	 32 0 	80	Calm		 	30.21	27		5
Mon Feb  1 10:26:11 2010	Phoenix, Arizona, United States (85001)	 Clear	 47 8 	75	Calm		 	29.92	40		
Mon Feb  1 10:26:12 2010	Portland, Oregon, United States (97201)	 Partly Cloudy	 41 5 	80	Calm		 	29.90	35	39	
Mon Feb  1 10:26:13 2010	Chicago, Illinois, United States (60601)	 Overcast	 19 -7 	63	Calm		 	30.30	9		10
Mon Feb  1 10:26:15 2010	San Antonio, Texas, United States (78201)	 Mist	 40 4 	77	NE	2	4	30.02	33	34	
Mon Feb  1 10:26:16 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 19 -7 	71	Calm		 	30.33	11	15	
Mon Feb  1 10:26:17 2010	Boston, Massachusetts, United States (02101)	 Clear	 25 -4 	46	SSW	16	25	30.03	7	13	10
Mon Feb  1 10:26:18 2010	Jacksonville, Florida, United States (32099)	 Bkh	42 5 	90	Calm		 	30.15	39		
Mon Feb  1 10:26:19 2010	Columbus, Ohio, United States (43085)	 Partly Cloudy	 18 -8 	79	Calm		 	30.33	12		10
Mon Feb  1 10:26:20 2010	Dallas, Texas, United States (75201)	 Mostly Cloudy	 32 0 	95	Calm		 	30.19	31		
Mon Feb  1 10:26:22 2010	Houston, Texas, United States (77001)	 Hazy	 38 3 	86	NE	1	5	30.11	34		
Mon Feb  1 10:26:23 2010	Seattle, Washington, United States (98101)	 Mostly Cloudy	 46 8 	87	Calm		 	29.94	43		10
Mon Feb  1 10:26:24 2010	Milwaukee, Wisconsin, United States (53201)	 Clear	 17 -8 	57	Calm		 	30.26	5	12	
Mon Feb  1 10:26:25 2010	Detroit, Michigan, United States (48201)	 Clear	 16 -9 	73	SSW	5		30.30	9	10	10
Mon Feb  1 10:26:27 2010	Philadelphia, Pennsylvania, United States (19019)	 Clear	 25 -4 	50	W	8		30.24	9	17	10
Mon Feb  1 11:08:50 2010	San Jose, California, United States (95101)	 Clear	 46 8 	82	Calm		 	29.96	41		
Mon Feb  1 11:08:51 2010	Charlotte, North Carolina, United States (28201)	 Mist	 24 -5 	81	Calm		 	30.29	19		
Mon Feb  1 11:08:52 2010	San Diego, California, United States (92101)	 Partly Cloudy	 51 11 	91	Calm		 	30.14	49		
Mon Feb  1 11:08:53 2010	Denver, Colorado, United States (80214)	 Mist	 35 1 	43	E	3	4	30.15	14	32	
Mon Feb  1 11:08:54 2010	Memphis, Tennessee, United States (37501)	 Mostly Cloudy	 27 -3 	80	Calm		 	30.27	21		10
Mon Feb  1 11:08:56 2010	Los Angeles, California, United States (90001)	 Clear	 54 12 	77	Calm		 	29.97	46		7
Mon Feb  1 11:08:57 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 45 7 	76	S	6		29.97	37	42	10
Mon Feb  1 11:08:58 2010	New York, New York, United States (10001)	 Clear	 25 -4 	46	W	8		30.18	7	17	10
Mon Feb  1 11:08:59 2010	Baltimore, Maryland, United States (21201)	 Clear	 12 -11 	79	W	7		30.27	7	3	10
Mon Feb  1 11:09:00 2010	Las Vegas, Nevada, United States (89101)	 Clear	 38 3 	85	Calm		 	30.02	34		
Mon Feb  1 11:09:01 2010	Washington, D.C., United States (20001)	 Clear	 21 -6 	68	Calm		 	30.30	12		10
Mon Feb  1 11:09:03 2010	Austin, Texas, United States (73301)	 Overcast	 34 1 	88	Calm		 	30.11	30		
Mon Feb  1 11:09:04 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 52 11 	82	Calm		 	29.97	46		10
Mon Feb  1 11:09:05 2010	Oklahoma City, Oklahoma, United States (73101)	 Fog	 35 2 	93	Calm		 	30.14	33		
Mon Feb  1 11:09:06 2010	Nashville, Tennessee, United States (37201)	 Fog	 19 -7 	100	Calm		 	30.30	19		4-Jan
Mon Feb  1 11:09:07 2010	Fort Worth, Texas, United States (76101)	 Hazy	 32 0 	80	Calm		 	30.21	27		5
Mon Feb  1 11:09:09 2010	Phoenix, Arizona, United States (85001)	 Clear	 47 8 	77	Calm		 	29.93	40		
Mon Feb  1 11:09:10 2010	Portland, Oregon, United States (97201)	 Partly Cloudy	 40 5 	80	Calm		 	29.90	35	39	
Mon Feb  1 11:09:11 2010	Chicago, Illinois, United States (60601)	 Overcast	 19 -7 	63	Calm		 	30.30	9		10
Mon Feb  1 11:09:12 2010	San Antonio, Texas, United States (78201)	 Mist	 39 4 	76	ENE	4		30.01	33	34	
Mon Feb  1 11:09:13 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 19 -7 	71	Calm		 	30.33	11	15	
Mon Feb  1 11:09:14 2010	Boston, Massachusetts, United States (02101)	 Clear	 25 -4 	46	SSW	16	25	30.03	7	13	10
Mon Feb  1 11:09:16 2010	Jacksonville, Florida, United States (32099)	 Bkh	42 5 	91	Calm		 	30.16	40		
Mon Feb  1 11:09:17 2010	Columbus, Ohio, United States (43085)	 Partly Cloudy	 18 -8 	79	Calm		 	30.33	12		10
Mon Feb  1 11:09:18 2010	Dallas, Texas, United States (75201)	 Overcast	 33 0 	94	Calm		 	30.16	31		
Mon Feb  1 11:09:19 2010	Houston, Texas, United States (77001)	 Mostly Cloudy	 38 3 	87	NNE	3	5	30.10	34	36	
Mon Feb  1 11:09:20 2010	Seattle, Washington, United States (98101)	 Mostly Cloudy	 46 8 	87	Calm		 	29.94	43		10
Mon Feb  1 11:09:21 2010	Milwaukee, Wisconsin, United States (53201)	 Clear	 17 -8 	58	WSW	1	2	30.25	5	12	
Mon Feb  1 11:09:22 2010	Detroit, Michigan, United States (48201)	 Clear	 16 -9 	73	SSW	5		30.30	9	10	10
Mon Feb  1 11:09:24 2010	Philadelphia, Pennsylvania, United States (19019)	 Clear	 25 -4 	50	W	8		30.24	9	17	10
Mon Feb  1 11:52:16 2010	San Jose, California, United States (95101)	 Clear	 46 8 	82	Calm		 	29.96	41	45	
Mon Feb  1 11:52:17 2010	Charlotte, North Carolina, United States (28201)	 Mist	 24 -4 	81	Calm		 	30.29	19		
Mon Feb  1 11:52:18 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 51 11 	92	Calm		 	30.14	49		
Mon Feb  1 11:52:20 2010	Denver, Colorado, United States (80214)	 Mist	 27 -3 	56	E	2	3	30.15	13	25	
Mon Feb  1 11:52:21 2010	Memphis, Tennessee, United States (37501)	 Mostly Cloudy	 27 -3 	80	Calm		 	30.27	21		10
Mon Feb  1 11:52:22 2010	Los Angeles, California, United States (90001)	 Hazy	 52 11 	82	Calm		 	29.97	46		5
Mon Feb  1 11:52:23 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 46 8 	71	Calm		 	29.97	37		10
Mon Feb  1 11:52:24 2010	New York, New York, United States (10001)	 Clear	 27 -3 	43	W	16	20	30.21	7	15	10
Mon Feb  1 11:52:26 2010	Baltimore, Maryland, United States (21201)	 Clear	 18 -8 	68	W	6		30.30	9	10	10
Mon Feb  1 11:52:27 2010	Las Vegas, Nevada, United States (89101)	 Clear	 37 3 	86	Calm		 	30.02	33		
Mon Feb  1 11:52:28 2010	Washington, D.C., United States (20001)	 Clear	 21 -6 	68	Calm		 	30.33	12		10
Mon Feb  1 11:52:29 2010	Austin, Texas, United States (73301)	 Overcast	 34 1 	87	Calm		 	30.11	30		
Mon Feb  1 11:52:30 2010	San Francisco, California, United States (94101)	 Overcast	 50 10 	88	W	3		29.97	46		10
Mon Feb  1 11:52:31 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 35 2 	93	Calm		 	30.14	34		
Mon Feb  1 11:52:33 2010	Nashville, Tennessee, United States (37201)	 Fog	 19 -7 	100	Calm		 	30.30	19		4-Jan
Mon Feb  1 11:52:34 2010	Fort Worth, Texas, United States (76101)	 Hazy	 32 0 	80	Calm		 	30.18	27		5
Mon Feb  1 11:52:35 2010	Phoenix, Arizona, United States (85001)	 Clear	 47 8 	76	Calm		 	29.93	40	46	
Mon Feb  1 11:52:36 2010	Portland, Oregon, United States (97201)	 Mist	 41 5 	80	Calm		 	29.90	35	39	
Mon Feb  1 11:52:37 2010	Chicago, Illinois, United States (60601)	 Overcast	 19 -7 	68	N	3		30.30	10	15	10
Mon Feb  1 11:52:39 2010	San Antonio, Texas, United States (78201)	 Mist	 39 4 	76	NNE	2	3	30.01	32	32	
Mon Feb  1 11:52:40 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 21 -6 	68	Calm		 	30.27	12		10
Mon Feb  1 11:52:41 2010	Boston, Massachusetts, United States (02101)	 Clear	 25 -4 	46	SSW	14		30.03	7	14	10
Mon Feb  1 11:52:43 2010	Jacksonville, Florida, United States (32099)	 Bkh	42 5 	91	Calm		 	30.16	40		
Mon Feb  1 11:52:44 2010	Columbus, Ohio, United States (43085)	 Mostly Cloudy	 18 -8 	79	Calm		 	30.33	12		10
Mon Feb  1 11:52:45 2010	Dallas, Texas, United States (75201)	 Overcast	 33 1 	93	Calm		 	30.16	31		
Mon Feb  1 11:52:46 2010	Houston, Texas, United States (77001)	 Mostly Cloudy	 38 3 	87	Calm		 	30.09	34		
Mon Feb  1 11:52:47 2010	Seattle, Washington, United States (98101)	 Partly Cloudy	 45 7 	87	Calm		 	29.94	41		10
Mon Feb  1 11:52:49 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 18 -8 	59	Calm		 	30.24	6	5	
Mon Feb  1 11:52:50 2010	Detroit, Michigan, United States (48201)	 Clear	 16 -9 	73	SSW	5		30.30	9	10	10
Mon Feb  1 11:52:51 2010	Philadelphia, Pennsylvania, United States (19019)	 Clear	 23 -5 	54	SSW	12		30.27	9	13	10
Mon Feb  1 12:35:40 2010	San Jose, California, United States (95101)	 Clear	 45 7 	82	Calm		 	29.95	40		
Mon Feb  1 12:35:41 2010	Charlotte, North Carolina, United States (28201)	 Mist	 23 -5 	82	Calm		 	30.32	18		
Mon Feb  1 12:35:42 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 51 10 	92	Calm		 	30.12	48		
Mon Feb  1 12:35:44 2010	Denver, Colorado, United States (80214)	 Partly Cloudy	 27 -3 	58	N	1	5	30.14	14		
Mon Feb  1 12:35:45 2010	Memphis, Tennessee, United States (37501)	 Overcast	 27 -3 	80	E	5		30.27	21	22	9
Mon Feb  1 12:35:46 2010	Los Angeles, California, United States (90001)	 Mist	 52 11 	82	Calm		 	29.97	46		5
Mon Feb  1 12:35:47 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 45 7 	76	Calm		 	29.97	37		10
Mon Feb  1 12:35:48 2010	New York, New York, United States (10001)	 Clear	 27 -3 	46	W	9		30.21	9	18	10
Mon Feb  1 12:35:49 2010	Baltimore, Maryland, United States (21201)	 Partly Cloudy	 19 -7 	63	W	7		30.30	9	11	10
Mon Feb  1 12:35:50 2010	Las Vegas, Nevada, United States (89101)	 Clear	 37 3 	86	Calm		 	30.02	33		
Mon Feb  1 12:35:52 2010	Washington, D.C., United States (20001)	 Clear	 25 -4 	54	NNW	8		30.33	10	17	10
Mon Feb  1 12:35:53 2010	Austin, Texas, United States (73301)	 Overcast	 34 1 	87	Calm		 	30.08	30		
Mon Feb  1 12:35:54 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 50 10 	88	W	6		29.97	46	48	10
Mon Feb  1 12:35:55 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 35 2 	93	Calm		 	30.11	33		
Mon Feb  1 12:35:56 2010	Nashville, Tennessee, United States (37201)	 Fog	 19 -7 	93	NE	3		30.30	18	15	M1/4 
Mon Feb  1 12:35:57 2010	Fort Worth, Texas, United States (76101)	 Mist	 30 -1 	86	Calm		 	30.18	27		5
Mon Feb  1 12:35:58 2010	Phoenix, Arizona, United States (85001)	 Clear	 46 8 	76	Calm		 	29.93	39	45	
Mon Feb  1 12:35:59 2010	Portland, Oregon, United States (97201)	 Mist	 41 5 	80	Calm		 	29.88	35	37	
Mon Feb  1 12:36:01 2010	Chicago, Illinois, United States (60601)	 Overcast	 21 -6 	63	NNW	3		30.30	10	17	10
Mon Feb  1 12:36:02 2010	San Antonio, Texas, United States (78201)	 Mist	 39 4 	78	ENE	2	4	30.00	33	33	
Mon Feb  1 12:36:03 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 20 -7 	77	S	2	4	30.31	14	17	
Mon Feb  1 12:36:04 2010	Boston, Massachusetts, United States (02101)	 Clear	 23 -5 	54	SSW	16	24	30.06	9	11	10
Mon Feb  1 12:36:05 2010	Jacksonville, Florida, United States (32099)	 Bkh	43 6 	92	Calm		 	30.16	41		
Mon Feb  1 12:36:07 2010	Columbus, Ohio, United States (43085)	 Overcast	 18 -8 	79	Calm		 	30.33	12		9
Mon Feb  1 12:36:08 2010	Dallas, Texas, United States (75201)	 Overcast	 33 1 	94	Calm		 	30.13	32		
Mon Feb  1 12:36:09 2010	Houston, Texas, United States (77001)	 Mostly Cloudy	 38 3 	87	ESE	3		30.09	34	36	
Mon Feb  1 12:36:10 2010	Seattle, Washington, United States (98101)	 Clear	 43 6 	87	Calm		 	29.94	39		10
Mon Feb  1 12:36:11 2010	Milwaukee, Wisconsin, United States (53201)	 Clear	 19 -7 	59	Calm		 	30.24	7	9	
Mon Feb  1 12:36:12 2010	Detroit, Michigan, United States (48201)	 Clear	 16 -9 	73	W	3		30.30	9	11	10
Mon Feb  1 12:36:13 2010	Philadelphia, Pennsylvania, United States (19019)	 Clear	 27 -3 	46	W	12		30.30	9	17	10
Mon Feb  1 13:19:11 2010	San Jose, California, United States (95101)	 Clear	 44 7 	83	Calm		 	29.95	40		
Mon Feb  1 13:19:12 2010	Charlotte, North Carolina, United States (28201)	 Mist	 24 -5 	81	Calm		 	30.33	19		
Mon Feb  1 13:19:13 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 51 10 	92	Calm		 	30.12	49		
Mon Feb  1 13:19:14 2010	Denver, Colorado, United States (80214)	 Partly Cloudy	 28 -2 	54	Calm		 	30.15	13		
Mon Feb  1 13:19:15 2010	Memphis, Tennessee, United States (37501)	 Mostly Cloudy	 25 -4 	86	Calm		 	30.27	21		9
Mon Feb  1 13:19:16 2010	Los Angeles, California, United States (90001)	 Hazy	 52 11 	77	Calm		 	29.94	45		6
Mon Feb  1 13:19:17 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 43 6 	81	Calm		 	29.97	37		10
Mon Feb  1 13:19:19 2010	New York, New York, United States (10001)	 Clear	 25 -4 	50	SSW	6		30.24	9	19	10
Mon Feb  1 13:19:20 2010	Baltimore, Maryland, United States (21201)	 Mostly Cloudy	 19 -7 	63	WNW	3		30.33	9	15	10
Mon Feb  1 13:19:21 2010	Las Vegas, Nevada, United States (89101)	 Clear	 36 2 	87	Calm		 	30.02	32		
Mon Feb  1 13:19:22 2010	Washington, D.C., United States (20001)	 Partly Cloudy	 27 -3 	50	NW	13		30.36	10	17	10
Mon Feb  1 13:19:23 2010	Austin, Texas, United States (73301)	 Overcast	 35 2 	85	Calm		 	30.08	30		
Mon Feb  1 13:19:25 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 50 10 	88	E	3		29.97	46		10
Mon Feb  1 13:19:26 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 35 2 	93	Calm		 	30.11	33		
Mon Feb  1 13:19:27 2010	Nashville, Tennessee, United States (37201)	 Fog	 19 -7 	93	Calm		 	30.30	18		4-Jan
Mon Feb  1 13:19:28 2010	Fort Worth, Texas, United States (76101)	 Mist	 30 -1 	86	VARIABLE	3		30.18	27	27	4
Mon Feb  1 13:19:29 2010	Phoenix, Arizona, United States (85001)	 Clear	 46 8 	77	N	1	3	29.94	39		
Mon Feb  1 13:19:30 2010	Portland, Oregon, United States (97201)	 Mist	 41 5 	80	Calm		 	29.88	35	37	
Mon Feb  1 13:19:31 2010	Chicago, Illinois, United States (60601)	 Overcast	 21 -6 	63	Calm		 	30.30	10		10
Mon Feb  1 13:19:33 2010	San Antonio, Texas, United States (78201)	 Mist	 39 4 	79	Calm		 	30.00	33	34	
Mon Feb  1 13:19:34 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 20 -7 	77	S	2	4	30.31	14		
Mon Feb  1 13:19:35 2010	Boston, Massachusetts, United States (02101)	 Clear	 23 -5 	54	SSW	17		30.09	9	10	10
Mon Feb  1 13:19:36 2010	Jacksonville, Florida, United States (32099)	 Bkh	48 9 	90	Calm		 	30.16	46		
Mon Feb  1 13:19:37 2010	Columbus, Ohio, United States (43085)	 Mostly Cloudy	 16 -9 	86	ENE	3		30.30	12	11	9
Mon Feb  1 13:19:39 2010	Dallas, Texas, United States (75201)	 Overcast	 33 1 	94	Calm		 	30.13	32		
Mon Feb  1 13:19:40 2010	Houston, Texas, United States (77001)	 Clear	 39 4 	86	E	5	7	30.09	35	35	
Mon Feb  1 13:19:41 2010	Seattle, Washington, United States (98101)	 Mist	 43 6 	81	Calm		 	29.91	37		3
Mon Feb  1 13:19:42 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 20 -7 	60	WSW	1	2	30.25	8	11	
Mon Feb  1 13:19:43 2010	Detroit, Michigan, United States (48201)	 Clear	 14 -10 	79	SSW	3		30.30	9	9	10
Mon Feb  1 13:19:44 2010	Philadelphia, Pennsylvania, United States (19019)	 Partly Cloudy	 25 -4 	50	SSW	10		30.33	9	15	10
Mon Feb  1 14:03:04 2010	San Jose, California, United States (95101)	 Clear	 43 6 	83	Calm		 	29.94	39		
Mon Feb  1 14:03:05 2010	Charlotte, North Carolina, United States (28201)	 Mist	 23 -5 	82	Calm		 	30.35	19		
Mon Feb  1 14:03:07 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 50 10 	91	Calm		 	30.12	48		
Mon Feb  1 14:03:08 2010	Denver, Colorado, United States (80214)	 Partly Cloudy	 29 -2 	49	Calm		 	30.14	12	23	
Mon Feb  1 14:03:09 2010	Memphis, Tennessee, United States (37501)	 Mostly Cloudy	 25 -4 	86	Calm		 	30.27	21		9
Mon Feb  1 14:03:10 2010	Los Angeles, California, United States (90001)	 Hazy	 52 11 	77	Calm		 	29.94	45		6
Mon Feb  1 14:03:11 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 43 6 	81	Calm		 	29.97	37		10
Mon Feb  1 14:03:12 2010	New York, New York, United States (10001)	 Clear	 25 -4 	50	SSW	6		30.24	9	19	10
Mon Feb  1 14:03:14 2010	Baltimore, Maryland, United States (21201)	 Mostly Cloudy	 19 -7 	63	WNW	3		30.33	9	15	10
Mon Feb  1 14:03:15 2010	Las Vegas, Nevada, United States (89101)	 Clear	 35 2 	87	Calm		 	30.03	31		
Mon Feb  1 14:03:16 2010	Washington, D.C., United States (20001)	 Partly Cloudy	 27 -3 	50	NW	13		30.36	10	17	10
Mon Feb  1 14:03:18 2010	Austin, Texas, United States (73301)	 Overcast	 35 2 	84	Calm		 	30.08	30		
Mon Feb  1 14:03:19 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 50 10 	88	E	3		29.97	46		10
Mon Feb  1 14:03:20 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 35 2 	93	Calm		 	30.11	33		
Mon Feb  1 14:03:21 2010	Nashville, Tennessee, United States (37201)	 Fog	 19 -7 	93	Calm		 	30.30	18		2-Jan
Mon Feb  1 14:03:22 2010	Fort Worth, Texas, United States (76101)	 Mist	 30 -1 	86	VARIABLE	3		30.18	27	27	4
Mon Feb  1 14:03:23 2010	Phoenix, Arizona, United States (85001)	 Clear	 46 8 	77	N	1	2	29.94	39		
Mon Feb  1 14:03:24 2010	Portland, Oregon, United States (97201)	 Mist	 41 5 	80	Calm		 	29.88	35	39	
Mon Feb  1 14:03:26 2010	Chicago, Illinois, United States (60601)	 Overcast	 21 -6 	63	Calm		 	30.30	10		10
Mon Feb  1 14:03:27 2010	San Antonio, Texas, United States (78201)	 Mist	 39 4 	80	Calm		 	30.00	33	33	
Mon Feb  1 14:03:28 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 21 -6 	72	S	1	3	30.32	13		
Mon Feb  1 14:03:29 2010	Boston, Massachusetts, United States (02101)	 Clear	 23 -5 	54	SSW	17		30.09	9	10	10
Mon Feb  1 14:03:30 2010	Jacksonville, Florida, United States (32099)	 Bkh	48 9 	90	Calm		 	30.16	46		
Mon Feb  1 14:03:31 2010	Columbus, Ohio, United States (43085)	 Mostly Cloudy	 16 -9 	86	ENE	3		30.30	12	11	9
Mon Feb  1 14:03:33 2010	Dallas, Texas, United States (75201)	 Mostly Cloudy	 33 1 	92	Calm		 	30.13	31		
Mon Feb  1 14:03:34 2010	Houston, Texas, United States (77001)	 Clear	 39 4 	86	E	3	4	30.09	35	37	
Mon Feb  1 14:03:35 2010	Seattle, Washington, United States (98101)	 Mist	 43 6 	81	Calm		 	29.91	37		3
Mon Feb  1 14:03:36 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 20 -7 	60	WNW	2		30.26	8	11	
Mon Feb  1 14:03:37 2010	Detroit, Michigan, United States (48201)	 Clear	 14 -10 	79	SSW	3		30.30	9	9	10
Mon Feb  1 14:03:39 2010	Philadelphia, Pennsylvania, United States (19019)	 Partly Cloudy	 25 -4 	50	SSW	10		30.33	9	15	10
Mon Feb  1 14:48:09 2010	San Jose, California, United States (95101)	 Clear	 43 6 	83	Calm		 	29.93	38		
Mon Feb  1 14:48:10 2010	Charlotte, North Carolina, United States (28201)	 Mist	 24 -4 	83	Calm		 	30.36	20	17	
Mon Feb  1 14:48:11 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 51 10 	92	Calm		 	30.13	49		
Mon Feb  1 14:48:12 2010	Denver, Colorado, United States (80214)	 Partly Cloudy	 28 -2 	48	S	2	4	30.17	11	26	
Mon Feb  1 14:48:13 2010	Memphis, Tennessee, United States (37501)	 Mostly Cloudy	 27 -3 	80	Calm		 	30.27	21		7
Mon Feb  1 14:48:15 2010	Los Angeles, California, United States (90001)	 Clear	 50 10 	82	Calm		 	29.94	45		7
Mon Feb  1 14:48:16 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 43 6 	81	Calm		 	29.97	37		10
Mon Feb  1 14:48:17 2010	New York, New York, United States (10001)	 Clear	 27 -3 	50	SSW	9		30.27	10	18	10
Mon Feb  1 14:48:18 2010	Baltimore, Maryland, United States (21201)	 Partly Cloudy	 19 -7 	63	W	5		30.36	9	14	10
Mon Feb  1 14:48:19 2010	Las Vegas, Nevada, United States (89101)	 Clear	 36 2 	86	Calm		 	30.03	32		
Mon Feb  1 14:48:20 2010	Washington, D.C., United States (20001)	 Mostly Cloudy	 27 -3 	50	NNW	7	20	30.39	10	20	10
Mon Feb  1 14:48:21 2010	Austin, Texas, United States (73301)	 Mist	 35 2 	88	Calm		 	30.08	32		
Mon Feb  1 14:48:23 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 46 8 	93	Calm		 	29.94	45		10
Mon Feb  1 14:48:24 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 35 2 	92	Calm		 	30.11	33		
Mon Feb  1 14:48:25 2010	Nashville, Tennessee, United States (37201)	 Mist	 19 -7 	86	Calm		 	30.30	16		3
Mon Feb  1 14:48:26 2010	Fort Worth, Texas, United States (76101)	 Mist	 30 -1 	86	VARIABLE	3		30.15	27	27	4
Mon Feb  1 14:48:27 2010	Phoenix, Arizona, United States (85001)	 Clear	 46 8 	76	Calm		 	29.96	39	45	
Mon Feb  1 14:48:28 2010	Portland, Oregon, United States (97201)	 Mist	 41 5 	81	Calm		 	29.89	36	39	
Mon Feb  1 14:48:29 2010	Chicago, Illinois, United States (60601)	 Overcast	 21 -6 	63	Calm		 	30.30	10		10
Mon Feb  1 14:48:31 2010	San Antonio, Texas, United States (78201)	 Light Rain	 39 4 	81	NE	3		30.01	34	35	
Mon Feb  1 14:48:32 2010	Indianapolis, Indiana, United States (46201)	 Partly Cloudy	 20 -7 	74	SSE	1	2	30.33	13	14	
Mon Feb  1 14:48:33 2010	Boston, Massachusetts, United States (02101)	 Clear	 23 -5 	54	SSW	16		30.12	9	11	10
Mon Feb  1 14:48:34 2010	Jacksonville, Florida, United States (32099)	 Bkh	51 10 	87	NE	2	6	30.17	47		
Mon Feb  1 14:48:35 2010	Columbus, Ohio, United States (43085)	 Mostly Cloudy	 18 -8 	79	Calm		 	30.30	12		9
Mon Feb  1 14:48:36 2010	Dallas, Texas, United States (75201)	 Mostly Cloudy	 34 1 	90	Calm		 	30.13	31		
