6	www.washingtonpost.com							
(Timestamp)	(Location)	Condition	Temperature (F C)	RealFeel® (F C)	(Wind Speed) (mph)	Wind	Barometer	Humidity (%)
Mon Feb  1 14:47:51 2010	HOUSTON, TX	Cloudy	40 4	38 3	5	ENE	30.15	79
Mon Feb  1 14:47:52 2010	SEATTLE, WA	Partly Cloudy	42 6	39 4	6	E	29.92	82
Mon Feb  1 14:47:53 2010	MILWAUKEE, WI	Cloudy	16 -9	17 -8	3	WNW	30.35	64
Mon Feb  1 14:47:55 2010	DETROIT, MI	Mostly Sunny	13 -11	21 -6	0	CLM	30.35	80
Mon Feb  1 14:47:56 2010	PHILADELPHIA, PA	Mostly Sunny	26 -3	18 -8	8	WNW	30.35	48
Mon Feb  1 15:31:03 2010	SAN JOSE, CA	Mostly Cloudy	43 6	42 6	5	SE	29.95	92
Mon Feb  1 15:31:04 2010	CHARLOTTE, NC	Intermittent Clouds	30 -1	38 3	0	CLM	30.38	100
Mon Feb  1 15:31:05 2010	SAN DIEGO, CA	Intermittent Clouds	52 11	55 13	0	CLM	29.96	82
Mon Feb  1 15:31:07 2010	DENVER, CO	Partly Cloudy	32 0	37 3	0	CLM	29.82	34
Mon Feb  1 15:31:09 2010	MEMPHIS, TN	Cloudy	28 -2	34 1	0	CLM	30.27	88
Mon Feb  1 15:31:10 2010	LOS ANGELES, CA	Clear	51 11	54 12	0	CLM	29.95	76
Mon Feb  1 15:31:11 2010	EL PASO, TX	Partly Sunny	41 5	38 3	6	SSE	29.91	85
Mon Feb  1 15:31:12 2010	NEW YORK, NY	Sunny	27 -3	24 -4	7	N	30.27	48
Mon Feb  1 15:31:13 2010	BALTIMORE, MD	Mostly Sunny	27 -3	23 -5	7	WNW	30.37	50
Mon Feb  1 15:31:15 2010	LAS VEGAS, NV	Mostly Clear	40 4	39 4	5	SW	29.97	76
Mon Feb  1 15:31:16 2010	WASHINGTON, DC	Intermittent Clouds	29 -2	20 -7	10	NNW	30.38	49
Mon Feb  1 15:31:17 2010	AUSTIN, TX	Showers	37 3	37 3	3	ENE	30.15	85
Mon Feb  1 15:31:18 2010	SAN FRANCISCO, CA	Mostly Cloudy	47 8	46 8	5	S	29.95	92
Mon Feb  1 15:31:19 2010	OKLAHOMA CITY, OK	Fog	29 -2	16 -9	13	SSE	30.08	88
Mon Feb  1 15:31:20 2010	NASHVILLE, TN	Intermittent Clouds	20 -7	30 -1	0	CLM	30.34	91
Mon Feb  1 15:31:22 2010	FORT WORTH, TX	Fog	30 -1	29 -2	5	SSE	30.10	92
Mon Feb  1 15:31:23 2010	PHOENIX, AZ	Mostly Clear	49 9	48 9	5	ESE	29.94	73
Mon Feb  1 15:31:24 2010	PORTLAND, OR	Showers	40 4	37 3	3	E	29.92	92
Mon Feb  1 15:31:25 2010	CHICAGO, IL	Cloudy	21 -6	23 -5	3	NNE	30.35	62
Mon Feb  1 15:31:26 2010	SAN ANTONIO, TX	Showers	37 3	36 2	3	N	30.12	93
Mon Feb  1 15:31:28 2010	INDIANAPOLIS, IN	Intermittent Clouds	22 -6	30 -1	0	CLM	30.35	77
Mon Feb  1 15:31:29 2010	BOSTON, MA	Sunny	27 -3	11-Dec	17	W	30.12	46
Mon Feb  1 15:31:31 2010	JACKSONVILLE, FL	Sunny	46 8	47 8	6	N	30.23	100
Mon Feb  1 15:31:32 2010	COLUMBUS, OH	Mostly Cloudy	20 -7	17 -8	6	SSW	30.39	81
Mon Feb  1 15:31:33 2010	DALLAS, TX	Fog	32 0	29 -2	6	N	30.12	92
Mon Feb  1 15:31:34 2010	HOUSTON, TX	Cloudy	41 5	46 8	0	CLM	30.16	79
Mon Feb  1 15:31:35 2010	SEATTLE, WA	Cloudy	42 6	42 6	3	ESE	29.92	82
Mon Feb  1 15:31:36 2010	MILWAUKEE, WI	Cloudy	16 -9	18 -8	3	N	30.36	67
Mon Feb  1 15:31:38 2010	DETROIT, MI	Mostly Sunny	15 -9	18 -8	3	S	30.36	80
Mon Feb  1 15:31:39 2010	PHILADELPHIA, PA	Mostly Sunny	28 -2	22 -6	8	NW	30.35	44
Mon Feb  1 16:15:18 2010	SAN JOSE, CA	Mostly Cloudy	45 7	42 6	6	SE	29.95	89
Mon Feb  1 16:15:21 2010	CHARLOTTE, NC	Intermittent Clouds	32 0	43 6	0	CLM	30.39	92
Mon Feb  1 16:15:22 2010	SAN DIEGO, CA	Cloudy	52 11	55 13	0	CLM	29.97	86
Mon Feb  1 16:15:23 2010	DENVER, CO	Partly Sunny	36 2	37 3	18	WNW	29.83	29
Mon Feb  1 16:15:25 2010	MEMPHIS, TN	Intermittent Clouds	32 0	35 2	3	E	30.28	81
Mon Feb  1 16:15:27 2010	LOS ANGELES, CA	Sunny	51 11	55 13	0	CLM	29.95	73
Mon Feb  1 16:15:28 2010	EL PASO, TX	Mostly Cloudy	45 7	46 8	3	ESE	29.93	79
Mon Feb  1 16:15:29 2010	NEW YORK, NY	Sunny	28 -2	17 -8	14	W	30.28	46
Mon Feb  1 16:15:31 2010	BALTIMORE, MD	Intermittent Clouds	29 -2	31 -1	5	NNW	30.35	49
Mon Feb  1 16:15:32 2010	LAS VEGAS, NV	Mostly Sunny	40 4	41 5	3	SW	29.99	73
Mon Feb  1 16:15:33 2010	WASHINGTON, DC	Intermittent Clouds	31 -1	28 -2	7	NNW	30.39	45
Mon Feb  1 16:15:34 2010	AUSTIN, TX	Showers	37 3	38 3	3	E	30.16	92
Mon Feb  1 16:15:35 2010	SAN FRANCISCO, CA	Intermittent Clouds	48 9	51 11	0	CLM	29.96	89
Mon Feb  1 16:15:37 2010	OKLAHOMA CITY, OK	Fog	29 -2	21 -6	9	S	30.10	88
Mon Feb  1 16:15:38 2010	NASHVILLE, TN	Intermittent Clouds	24 -4	36 2	0	CLM	30.34	95
Mon Feb  1 16:15:39 2010	FORT WORTH, TX	Fog	32 0	30 -1	6	S	30.14	92
Mon Feb  1 16:15:41 2010	PHOENIX, AZ	Mostly Cloudy	49 9	47 8	6	E	29.95	73
Mon Feb  1 16:15:42 2010	PORTLAND, OR	Cloudy	41 5	31 -1	13	E	29.91	88
Mon Feb  1 16:15:45 2010	CHICAGO, IL	Cloudy	22 -6	30 -1	0	CLM	30.35	62
Mon Feb  1 16:15:47 2010	SAN ANTONIO, TX	Showers	38 3	37 3	5	NE	30.12	96
Mon Feb  1 16:15:49 2010	INDIANAPOLIS, IN	Intermittent Clouds	24 -4	29 -2	3	SSE	30.34	68
Mon Feb  1 16:15:50 2010	BOSTON, MA	Partly Sunny	29 -2	18 -8	14	W	30.14	42
Mon Feb  1 16:15:51 2010	JACKSONVILLE, FL	Sunny	55 13	53 12	12	NE	30.23	81
Mon Feb  1 16:15:56 2010	COLUMBUS, OH	Intermittent Clouds	23 -5	22 -6	6	SSE	30.38	74
Mon Feb  1 16:15:57 2010	DALLAS, TX	Fog	34 1	41 5	0	CLM	30.13	88
Mon Feb  1 16:15:58 2010	HOUSTON, TX	Cloudy	41 5	40 4	6	NNE	30.16	82
Mon Feb  1 16:15:59 2010	SEATTLE, WA	Cloudy	40 4	44 7	0	CLM	29.93	89
Mon Feb  1 16:16:00 2010	MILWAUKEE, WI	Cloudy	19 -7	27 -3	0	CLM	30.35	64
Mon Feb  1 16:16:02 2010	DETROIT, MI	Cloudy	19 -7	22 -6	3	SSW	30.38	76
Mon Feb  1 16:16:07 2010	PHILADELPHIA, PA	Mostly Sunny	30 -1	21 -6	12	NW	30.34	43
Mon Feb  1 17:00:18 2010	SAN JOSE, CA	Mostly Cloudy	45 7	42 6	6	SE	29.95	89
Mon Feb  1 17:00:20 2010	CHARLOTTE, NC	Intermittent Clouds	32 0	43 6	0	CLM	30.39	92
Mon Feb  1 17:00:21 2010	SAN DIEGO, CA	Intermittent Clouds	54 12	58 14	0	CLM	29.97	81
Mon Feb  1 17:00:23 2010	DENVER, CO	Partly Sunny	36 2	21 -6	18	WNW	29.83	29
Mon Feb  1 17:00:24 2010	MEMPHIS, TN	Intermittent Clouds	32 0	35 2	3	E	30.28	81
Mon Feb  1 17:00:25 2010	LOS ANGELES, CA	Intermittent Clouds	51 11	55 13	0	CLM	29.95	73
Mon Feb  1 17:00:26 2010	EL PASO, TX	Mostly Cloudy	45 7	46 8	3	ESE	29.93	79
Mon Feb  1 17:00:28 2010	NEW YORK, NY	Sunny	28 -2	17 -8	14	W	30.28	46
Mon Feb  1 17:00:29 2010	BALTIMORE, MD	Intermittent Clouds	29 -2	31 -1	5	NNW	30.35	49
Mon Feb  1 17:00:31 2010	LAS VEGAS, NV	Mostly Sunny	40 4	41 5	3	SW	29.99	73
Mon Feb  1 17:00:32 2010	WASHINGTON, DC	Intermittent Clouds	31 -1	28 -2	7	NNW	30.39	45
Mon Feb  1 17:00:33 2010	AUSTIN, TX	Showers	37 3	43 6	0	CLM	30.15	93
Mon Feb  1 17:00:34 2010	SAN FRANCISCO, CA	Mostly Cloudy	48 9	51 11	0	CLM	29.96	89
Mon Feb  1 17:00:36 2010	OKLAHOMA CITY, OK	Fog	29 -2	21 -6	9	S	30.10	88
Mon Feb  1 17:00:37 2010	NASHVILLE, TN	Intermittent Clouds	24 -4	36 2	0	CLM	30.34	95
Mon Feb  1 17:00:38 2010	FORT WORTH, TX	Fog	32 0	30 -1	6	S	30.14	92
Mon Feb  1 17:00:39 2010	PHOENIX, AZ	Mostly Cloudy	49 9	47 8	6	E	29.95	73
Mon Feb  1 17:00:40 2010	PORTLAND, OR	Cloudy	41 5	31 -1	13	E	29.91	88
Mon Feb  1 17:00:42 2010	CHICAGO, IL	Cloudy	22 -6	30 -1	0	CLM	30.35	62
Mon Feb  1 17:00:43 2010	SAN ANTONIO, TX	Showers	38 3	37 3	5	NE	30.12	96
Mon Feb  1 17:00:44 2010	INDIANAPOLIS, IN	Intermittent Clouds	24 -4	29 -2	3	SSE	30.34	68
Mon Feb  1 17:00:45 2010	BOSTON, MA	Partly Sunny	29 -2	18 -8	14	W	30.14	42
Mon Feb  1 17:00:47 2010	JACKSONVILLE, FL	Sunny	55 13	53 12	12	NE	30.23	81
Mon Feb  1 17:00:48 2010	COLUMBUS, OH	Intermittent Clouds	23 -5	22 -6	6	SSE	30.38	74
Mon Feb  1 17:00:49 2010	DALLAS, TX	Fog	36 2	31 -1	8	SSW	30.13	80
Mon Feb  1 17:00:50 2010	HOUSTON, TX	Cloudy	41 5	40 4	6	NNE	30.16	82
Mon Feb  1 17:00:51 2010	SEATTLE, WA	Cloudy	40 4	44 7	0	CLM	29.93	89
Mon Feb  1 17:00:52 2010	MILWAUKEE, WI	Cloudy	19 -7	27 -3	0	CLM	30.35	64
Mon Feb  1 17:00:53 2010	DETROIT, MI	Cloudy	19 -7	22 -6	3	SSW	30.38	76
Mon Feb  1 17:00:54 2010	PHILADELPHIA, PA	Mostly Sunny	30 -1	21 -6	12	NW	30.34	43
Mon Feb  1 17:44:18 2010	SAN JOSE, CA	Mostly Cloudy	45 7	49 9	0	CLM	29.96	89
Mon Feb  1 17:44:19 2010	CHARLOTTE, NC	Intermittent Clouds	37 3	45 7	3	SW	30.38	78
Mon Feb  1 17:44:21 2010	SAN DIEGO, CA	Intermittent Clouds	53 12	59 15	0	CLM	29.99	82
Mon Feb  1 17:44:22 2010	DENVER, CO	Partly Sunny	39 4	27 -3	17	W	29.83	25
Mon Feb  1 17:44:23 2010	MEMPHIS, TN	Intermittent Clouds	37 3	36 2	7	SE	30.27	72
Mon Feb  1 17:44:25 2010	LOS ANGELES, CA	Sunny	52 11	58 14	0	CLM	29.97	74
Mon Feb  1 17:44:26 2010	EL PASO, TX	Mostly Cloudy	48 9	54 12	0	CLM	29.93	70
Mon Feb  1 17:44:27 2010	NEW YORK, NY	Sunny	29 -2	21 -6	12	W	30.26	42
Mon Feb  1 17:44:29 2010	BALTIMORE, MD	Mostly Cloudy	30 -1	24 -4	9	WNW	30.36	47
Mon Feb  1 17:44:30 2010	LAS VEGAS, NV	Mostly Sunny	43 6	50 10	0	CLM	30.00	65
Mon Feb  1 17:44:31 2010	WASHINGTON, DC	Intermittent Clouds	32 0	26 -3	10	N	30.38	43
Mon Feb  1 17:44:33 2010	AUSTIN, TX	Showers	38 3	46 8	0	CLM	30.17	92
Mon Feb  1 17:44:34 2010	SAN FRANCISCO, CA	Intermittent Clouds	51 11	54 12	0	CLM	29.96	85
Mon Feb  1 17:44:35 2010	OKLAHOMA CITY, OK	Fog	29 -2	22 -6	9	SSE	30.08	88
Mon Feb  1 17:44:36 2010	NASHVILLE, TN	Intermittent Clouds	28 -2	41 5	0	CLM	30.32	88
Mon Feb  1 17:44:38 2010	FORT WORTH, TX	Cloudy	33 1	31 -1	7	SSE	30.14	91
Mon Feb  1 17:44:39 2010	PHOENIX, AZ	Intermittent Clouds	51 11	51 11	6	E	29.96	68
Mon Feb  1 17:44:40 2010	PORTLAND, OR	Cloudy	40 4	37 3	6	SE	29.91	92
Mon Feb  1 17:44:42 2010	CHICAGO, IL	Cloudy	24 -4	33 1	0	CLM	30.34	62
Mon Feb  1 17:44:43 2010	SAN ANTONIO, TX	Showers	39 4	40 4	5	E	30.13	92
Mon Feb  1 17:44:44 2010	INDIANAPOLIS, IN	Mostly Cloudy	27 -3	27 -3	6	SSE	30.35	63
Mon Feb  1 17:44:45 2010	BOSTON, MA	Partly Sunny	31 -1	19 -7	16	W	30.14	36
Mon Feb  1 17:44:47 2010	JACKSONVILLE, FL	Sunny	55 13	55 13	12	ENE	30.23	81
Mon Feb  1 17:44:48 2010	COLUMBUS, OH	Mostly Cloudy	26 -3	28 -2	5	S	30.38	63
Mon Feb  1 17:44:49 2010	DALLAS, TX	Fog	36 2	32 0	8	S	30.13	85
Mon Feb  1 17:44:51 2010	HOUSTON, TX	Cloudy	42 6	47 8	3	ESE	30.18	82
Mon Feb  1 17:44:52 2010	SEATTLE, WA	Cloudy	42 6	37 3	7	ESE	29.91	78
Mon Feb  1 17:44:53 2010	MILWAUKEE, WI	Cloudy	21 -6	30 -1	0	CLM	30.35	62
Mon Feb  1 17:44:54 2010	DETROIT, MI	Cloudy	24 -4	21 -6	7	SW	30.38	59
Mon Feb  1 17:44:56 2010	PHILADELPHIA, PA	Intermittent Clouds	32 0	27 -3	9	NW	30.33	41
Mon Feb  1 18:27:34 2010	SAN JOSE, CA	Mostly Cloudy	49 9	54 12	0	CLM	29.96	83
Mon Feb  1 18:27:35 2010	CHARLOTTE, NC	Intermittent Clouds	41 5	49 9	3	N	30.37	64
Mon Feb  1 18:27:36 2010	SAN DIEGO, CA	Intermittent Clouds	58 14	63 17	3	NNE	29.99	74
Mon Feb  1 18:27:37 2010	DENVER, CO	Partly Sunny	43 6	48 9	3	SW	29.83	17
Mon Feb  1 18:27:38 2010	MEMPHIS, TN	Mostly Cloudy	40 4	49 9	0	CLM	30.25	64
Mon Feb  1 18:27:40 2010	LOS ANGELES, CA	Sunny	57 14	65 18	0	CLM	29.96	61
Mon Feb  1 18:27:41 2010	EL PASO, TX	Intermittent Clouds	51 11	56 13	5	ESE	29.94	65
Mon Feb  1 18:27:43 2010	NEW YORK, NY	Sunny	32 0	27 -3	9	WNW	30.24	39
Mon Feb  1 18:27:44 2010	BALTIMORE, MD	Intermittent Clouds	31 -1	28 -2	8	W	30.34	47
Mon Feb  1 18:27:46 2010	LAS VEGAS, NV	Mostly Sunny	47 8	56 13	0	CLM	30.01	53
Mon Feb  1 18:27:47 2010	WASHINGTON, DC	Cloudy	34 1	38 3	5	WNW	30.38	40
Mon Feb  1 18:27:48 2010	AUSTIN, TX	Showers	39 4	43 6	3	NE	30.17	88
Mon Feb  1 18:27:49 2010	SAN FRANCISCO, CA	Mostly Cloudy	51 11	48 9	8	ENE	29.95	89
Mon Feb  1 18:27:51 2010	OKLAHOMA CITY, OK	Fog	30 -1	21 -6	12	S	30.10	92
Mon Feb  1 18:27:53 2010	NASHVILLE, TN	Intermittent Clouds	33 1	41 5	3	S	30.32	71
Mon Feb  1 18:27:54 2010	FORT WORTH, TX	Fog	35 2	34 1	7	S	30.12	88
Mon Feb  1 18:27:55 2010	PHOENIX, AZ	Intermittent Clouds	55 13	55 13	8	E	29.97	58
Mon Feb  1 18:27:57 2010	PORTLAND, OR	Cloudy	41 5	46 8	0	CLM	29.91	88
Mon Feb  1 18:27:58 2010	CHICAGO, IL	Cloudy	25 -4	34 1	0	CLM	30.33	60
Mon Feb  1 18:28:14 2010	SAN ANTONIO, TX	Showers	39 4	48 9	0	CLM	30.13	93
Mon Feb  1 18:28:15 2010	INDIANAPOLIS, IN	Intermittent Clouds	29 -2	32 0	5	SSE	30.33	56
Mon Feb  1 18:28:16 2010	BOSTON, MA	Partly Sunny	33 1	23 -5	14	WSW	30.12	31
Mon Feb  1 18:28:18 2010	JACKSONVILLE, FL	Sunny	59 15	59 15	14	ENE	30.21	71
Mon Feb  1 18:28:19 2010	COLUMBUS, OH	Intermittent Clouds	28 -2	35 2	3	S	30.38	58
Mon Feb  1 18:28:20 2010	DALLAS, TX	Cloudy	38 3	33 1	10	S	30.12	82
Mon Feb  1 18:28:22 2010	HOUSTON, TX	Fog	43 6	49 9	3	ESE	30.18	88
Mon Feb  1 18:28:23 2010	SEATTLE, WA	Cloudy	43 6	42 6	5	SE	29.91	76
Mon Feb  1 18:28:24 2010	MILWAUKEE, WI	Cloudy	23 -5	33 1	0	CLM	30.34	54
Mon Feb  1 18:28:25 2010	DETROIT, MI	Cloudy	26 -3	18 -8	10	W	30.36	52
Mon Feb  1 18:28:26 2010	PHILADELPHIA, PA	Intermittent Clouds	32 0	23 -5	13	WNW	30.31	39
Mon Feb  1 19:11:20 2010	SAN JOSE, CA	Mostly Cloudy	51 11	53 12	5	SE	29.94	76
Mon Feb  1 19:11:21 2010	CHARLOTTE, NC	Mostly Sunny	42 6	48 9	5	SW	30.35	52
Mon Feb  1 19:11:23 2010	SAN DIEGO, CA	Intermittent Clouds	58 14	64 18	5	N	30.00	71
Mon Feb  1 19:11:25 2010	DENVER, CO	Partly Sunny	45 7	50 10	5	NNW	29.84	16
Mon Feb  1 19:11:26 2010	MEMPHIS, TN	Mostly Cloudy	44 7	46 8	6	ESE	30.21	57
Mon Feb  1 19:11:33 2010	LOS ANGELES, CA	Sunny	60 16	69 21	0	CLM	29.97	55
Mon Feb  1 19:11:34 2010	EL PASO, TX	Partly Sunny	56 13	66 19	0	CLM	29.91	50
Mon Feb  1 19:11:35 2010	NEW YORK, NY	Sunny	33 1	25 -4	12	W	30.22	36
Mon Feb  1 19:11:37 2010	BALTIMORE, MD	Intermittent Clouds	32 0	26 -3	10	W	30.34	49
Mon Feb  1 19:11:39 2010	LAS VEGAS, NV	Mostly Sunny	49 9	60 16	0	CLM	30.01	49
Mon Feb  1 19:11:40 2010	WASHINGTON, DC	Cloudy	35 2	25 -4	14	WNW	30.36	38
Mon Feb  1 19:11:41 2010	AUSTIN, TX	Rain	39 4	47 8	0	CLM	30.15	95
Mon Feb  1 19:11:43 2010	SAN FRANCISCO, CA	Intermittent Clouds	51 11	53 12	5	ESE	29.96	85
Mon Feb  1 19:11:44 2010	OKLAHOMA CITY, OK	Fog	31 -1	26 -3	8	S	30.09	88
Mon Feb  1 19:11:45 2010	NASHVILLE, TN	Intermittent Clouds	38 3	46 8	3	S	30.29	59
Mon Feb  1 19:11:47 2010	FORT WORTH, TX	Cloudy	37 3	33 1	9	SSW	30.12	88
Mon Feb  1 19:11:48 2010	PHOENIX, AZ	Intermittent Clouds	58 14	61 16	7	E	29.98	50
Mon Feb  1 19:11:49 2010	PORTLAND, OR	Cloudy	42 6	47 8	0	CLM	29.90	85
Mon Feb  1 19:11:51 2010	CHICAGO, IL	Cloudy	27 -3	31 -1	3	SSE	30.30	55
Mon Feb  1 19:11:52 2010	SAN ANTONIO, TX	Showers	42 6	52 11	0	CLM	30.11	91
Mon Feb  1 19:11:53 2010	INDIANAPOLIS, IN	Mostly Cloudy	31 -1	41 5	0	CLM	30.30	51
Mon Feb  1 19:11:55 2010	BOSTON, MA	Partly Sunny	34 1	24 -4	13	WSW	30.10	33
Mon Feb  1 19:11:56 2010	JACKSONVILLE, FL	Partly Sunny	59 15	57 14	15	ENE	30.18	71
Mon Feb  1 19:11:58 2010	COLUMBUS, OH	Intermittent Clouds	30 -1	27 -3	8	SSW	30.35	53
Mon Feb  1 19:11:59 2010	DALLAS, TX	Cloudy	43 6	36 2	14	SSW	30.11	70
Mon Feb  1 19:12:02 2010	HOUSTON, TX	Rain	45 7	42 6	7	ESE	30.14	85
Mon Feb  1 19:12:03 2010	SEATTLE, WA	Cloudy	44 7	49 9	0	CLM	29.91	76
Mon Feb  1 19:12:05 2010	MILWAUKEE, WI	Cloudy	24 -4	33 1	0	CLM	30.31	52
Mon Feb  1 19:12:07 2010	DETROIT, MI	Cloudy	27 -3	20 -7	9	WSW	30.34	53
Mon Feb  1 19:12:12 2010	PHILADELPHIA, PA	Cloudy	33 1	28 -2	9	WNW	30.27	39
Mon Feb  1 19:56:20 2010	SAN JOSE, CA	Mostly Cloudy	51 11	53 12	5	SE	29.94	76
Mon Feb  1 19:56:21 2010	CHARLOTTE, NC	Mostly Sunny	42 6	48 9	5	SW	30.35	52
Mon Feb  1 19:56:22 2010	SAN DIEGO, CA	Intermittent Clouds	58 14	64 18	5	N	30.00	71
Mon Feb  1 19:56:23 2010	DENVER, CO	Partly Sunny	45 7	50 10	5	NNW	29.84	16
Mon Feb  1 19:56:24 2010	MEMPHIS, TN	Mostly Cloudy	44 7	46 8	6	ESE	30.21	57
Mon Feb  1 19:56:26 2010	LOS ANGELES, CA	Mostly Sunny	60 16	69 21	5	CLM	29.97	55
Mon Feb  1 19:56:27 2010	EL PASO, TX	Partly Sunny	56 13	66 19	0	CLM	29.91	50
Mon Feb  1 19:56:28 2010	NEW YORK, NY	Mostly Sunny	33 1	25 -4	12	W	30.22	36
Mon Feb  1 19:56:29 2010	BALTIMORE, MD	Intermittent Clouds	32 0	26 -3	10	W	30.34	49
Mon Feb  1 19:56:30 2010	LAS VEGAS, NV	Mostly Sunny	49 9	60 16	0	CLM	30.01	49
Mon Feb  1 19:56:31 2010	WASHINGTON, DC	Cloudy	35 2	25 -4	14	WNW	30.36	38
Mon Feb  1 19:56:32 2010	AUSTIN, TX	Rain	39 4	47 8	3	CLM	30.15	95
Mon Feb  1 19:56:33 2010	SAN FRANCISCO, CA	Intermittent Clouds	51 11	53 12	5	ESE	29.96	85
Mon Feb  1 19:56:34 2010	OKLAHOMA CITY, OK	Fog	30 -1	21 -6	10	S	30.03	92
Mon Feb  1 19:56:42 2010	NASHVILLE, TN	Intermittent Clouds	38 3	46 8	3	S	30.29	59
Mon Feb  1 19:56:43 2010	FORT WORTH, TX	Cloudy	37 3	33 1	9	SSW	30.12	88
Mon Feb  1 19:56:44 2010	PHOENIX, AZ	Cloudy	58 14	59 15	7	E	29.98	50
Mon Feb  1 19:56:47 2010	PORTLAND, OR	Cloudy	42 6	47 8	0	CLM	29.90	85
Mon Feb  1 19:56:48 2010	CHICAGO, IL	Cloudy	27 -3	31 -1	3	SSE	30.30	55
Mon Feb  1 19:56:49 2010	SAN ANTONIO, TX	Showers	43 6	52 11	0	CLM	30.11	93
Mon Feb  1 19:56:51 2010	INDIANAPOLIS, IN	Mostly Cloudy	31 -1	41 5	0	CLM	30.30	51
Mon Feb  1 19:56:52 2010	BOSTON, MA	Partly Sunny	34 1	24 -4	13	WSW	30.10	33
Mon Feb  1 19:56:53 2010	JACKSONVILLE, FL	Partly Sunny	59 15	57 14	15	ENE	30.18	71
Mon Feb  1 19:56:54 2010	COLUMBUS, OH	Intermittent Clouds	30 -1	27 -3	8	SSW	30.35	53
Mon Feb  1 19:56:55 2010	DALLAS, TX	Cloudy	43 6	36 2	14	SSW	30.11	70
Mon Feb  1 19:56:56 2010	HOUSTON, TX	Rain	45 7	40 4	7	ESE	30.13	93
Mon Feb  1 19:56:57 2010	SEATTLE, WA	Cloudy	44 7	49 9	0	CLM	29.91	76
Mon Feb  1 19:56:58 2010	MILWAUKEE, WI	Cloudy	24 -4	33 1	0	CLM	30.31	52
Mon Feb  1 19:56:59 2010	DETROIT, MI	Cloudy	27 -3	20 -7	9	WSW	30.34	53
Mon Feb  1 19:57:00 2010	PHILADELPHIA, PA	Cloudy	33 1	28 -2	9	WNW	30.27	39
Mon Feb  1 20:42:53 2010	SAN JOSE, CA	Mostly Cloudy	57 14	63 17	0	CLM	29.95	63
Mon Feb  1 20:42:54 2010	CHARLOTTE, NC	Mostly Sunny	45 7	55 13	0	CLM	30.32	43
Mon Feb  1 20:42:55 2010	SAN DIEGO, CA	Intermittent Clouds	60 16	68 20	3	NE	29.97	66
Mon Feb  1 20:42:56 2010	DENVER, CO	Partly Sunny	45 7	47 8	7	NE	29.83	22
Mon Feb  1 20:42:57 2010	MEMPHIS, TN	Cloudy	46 8	55 13	0	CLM	30.18	53
Mon Feb  1 20:42:59 2010	LOS ANGELES, CA	Hazy Sunshine	63 17	73 23	0	CLM	29.96	53
Mon Feb  1 20:43:00 2010	EL PASO, TX	Partly Sunny	60 16	59 15	13	WNW	29.87	30
Mon Feb  1 20:43:01 2010	NEW YORK, NY	Mostly Sunny	33 1	29 -2	7	WSW	30.19	36
Mon Feb  1 20:43:02 2010	BALTIMORE, MD	Intermittent Clouds	33 1	22 -6	14	WNW	30.31	45
Mon Feb  1 20:43:04 2010	LAS VEGAS, NV	Mostly Sunny	53 12	61 16	3	N	29.99	39
Mon Feb  1 20:43:05 2010	WASHINGTON, DC	Cloudy	37 3	33 1	8	WNW	30.32	36
Mon Feb  1 20:43:06 2010	AUSTIN, TX	Cloudy	41 5	44 7	1	CLM	30.12	92
Mon Feb  1 20:43:07 2010	SAN FRANCISCO, CA	Mostly Cloudy	53 12	60 16	0	CLM	29.96	82
Mon Feb  1 20:43:08 2010	OKLAHOMA CITY, OK	Fog	31 -1	22 -6	10	SSW	30.06	92
Mon Feb  1 20:43:10 2010	NASHVILLE, TN	Intermittent Clouds	41 5	51 11	0	CLM	30.24	50
Mon Feb  1 20:43:11 2010	FORT WORTH, TX	Cloudy	39 4	37 3	8	SW	30.06	80
Mon Feb  1 20:43:12 2010	PHOENIX, AZ	Intermittent Clouds	61 16	67 19	5	E	29.96	49
Mon Feb  1 20:43:13 2010	PORTLAND, OR	Showers	42 6	40 4	3	WNW	29.91	91
Mon Feb  1 20:43:14 2010	CHICAGO, IL	Cloudy	29 -2	30 -1	5	SE	30.27	51
Mon Feb  1 20:43:15 2010	SAN ANTONIO, TX	Showers	43 6	51 11	0	CLM	30.07	93
Mon Feb  1 20:43:17 2010	INDIANAPOLIS, IN	Intermittent Clouds	33 1	35 2	5	S	30.25	49
Mon Feb  1 20:43:18 2010	BOSTON, MA	Mostly Sunny	34 1	19 -7	20	WNW	30.08	25
Mon Feb  1 20:43:19 2010	JACKSONVILLE, FL	Mostly Cloudy	61 16	60 16	10	ENE	30.15	72
Mon Feb  1 20:43:21 2010	COLUMBUS, OH	Cloudy	33 1	42 6	0	CLM	30.31	45
Mon Feb  1 20:43:22 2010	DALLAS, TX	Cloudy	45 7	40 4	12	SSW	30.07	70
Mon Feb  1 20:43:23 2010	HOUSTON, TX	Fog	46 8	46 8	7	E	30.09	87
Mon Feb  1 20:43:25 2010	SEATTLE, WA	Cloudy	45 7	50 10	0	CLM	29.91	76
Mon Feb  1 20:43:26 2010	MILWAUKEE, WI	Cloudy	25 -4	33 1	0	CLM	30.28	50
Mon Feb  1 20:43:28 2010	DETROIT, MI	Cloudy	28 -2	23 -5	8	WSW	30.30	50
Mon Feb  1 20:43:29 2010	PHILADELPHIA, PA	Intermittent Clouds	35 2	24 -4	15	WSW	30.28	38
