2	weather.cnn.com										
(Timestamp)	(Location)	Current Conditions  updated 	(Temperature) (°)	Hi (°)	Lo (°)	(Conditions)	Barometer (" Hg)	Feels like (°)	Humidity (%)	Wind	(Wind Speed) (mph)
Mon Feb  1 19:59:43 2010	New York, NY 	1:38 PM ET	33	38	26	 Mostly Sunny 	30.23	33	36	W	12
Mon Feb  1 19:59:45 2010	Baltimore, MD 	1:38 PM ET	32	38	20	 Intermittent Clouds 	30.35	32	49	W	10
Mon Feb  1 19:59:47 2010	Las Vegas, NV 	1:38 PM ET	49	62	40	 Mostly Sunny 	30.01	50	49	CLM	0
Mon Feb  1 19:59:49 2010	Washington, DC 	1:38 PM ET	35	38	23	Cloudy 	30.37	35	38	WNW	14
Mon Feb  1 19:59:51 2010	Austin, TX 	1:38 PM ET	39	54	41	Rain 	30.16	39	95	CLM	3
Mon Feb  1 19:59:53 2010	San Francisco, CA 	1:38 PM ET	51	58	46	 Intermittent Clouds 	29.97	56	85	ESE	5
Mon Feb  1 19:59:55 2010	Oklahoma City, OK 	1:38 PM ET	30	39	27	Fog 	30.04	30	92	S	10
Mon Feb  1 19:59:57 2010	Nashville, TN 	1:38 PM ET	38	47	29	 Intermittent Clouds 	30.3	38	59	S	3
Mon Feb  1 19:59:59 2010	Fort Worth, TX 	1:38 PM ET	37	53	36	Cloudy 	30.12	37	88	SSW	9
Mon Feb  1 20:00:01 2010	Phoenix, AZ 	1:38 PM ET	58	69	50	Cloudy 	29.98	61	50	E	7
Mon Feb  1 20:00:03 2010	Portland, OR 	1:38 PM ET	42	48	39	Cloudy 	29.9	45	85	CLM	0
Mon Feb  1 20:00:05 2010	Chicago, IL 	1:38 PM ET	27	31	26	Cloudy 	30.31	27	55	SSE	3
Mon Feb  1 20:00:07 2010	San Antonio, TX 	1:38 PM ET	43	50	44	Showers 	30.12	46	93	CLM	0
Mon Feb  1 20:00:09 2010	Indianapolis, IN 	1:38 PM ET	31	38	24	 Mostly Cloudy 	30.31	31	51	CLM	0
Mon Feb  1 20:00:11 2010	Boston, MA 	1:38 PM ET	34	35	17	 Partly Sunny 	30.1	34	33	WSW	13
Mon Feb  1 20:00:13 2010	Jacksonville, FL 	1:38 PM ET	59	61	52	 Partly Sunny 	30.19	61	71	ENE	15
Mon Feb  1 20:00:15 2010	Columbus, OH 	1:38 PM ET	29	37	21	 Mostly Cloudy 	30.36	29	61	N	6
Mon Feb  1 20:00:17 2010	Dallas, TX 	1:38 PM ET	43	52	35	Cloudy 	30.12	46	70	SSW	14
Mon Feb  1 20:00:19 2010	Houston, TX 	1:38 PM ET	46	56	46	Rain 	30.15	49	88	E	5
Mon Feb  1 20:00:21 2010	Seattle, WA 	1:38 PM ET	44	48	40	Cloudy 	29.9	47	88	CLM	0
Mon Feb  1 20:00:23 2010	Milwaukee, WI 	1:38 PM ET	24	28	18	Cloudy 	30.32	24	52	CLM	0
Mon Feb  1 20:00:25 2010	Detroit, MI 	1:38 PM ET	26	30	19	Cloudy 	30.34	26	52	WNW	7
Mon Feb  1 20:00:27 2010	Philadelphia, PA 	1:38 PM ET	34	38	19	 Intermittent Clouds 	30.28	34	38	W	8
Mon Feb  1 20:46:22 2010	San Jose, CA 	2:29 PM ET	57	60	45	 Mostly Cloudy 	29.96	62	63	CLM	0
Mon Feb  1 20:46:24 2010	Charlotte, NC 	1:38 PM ET	42	47	30	 Mostly Sunny 	30.36	43	52	SW	5
Mon Feb  1 20:46:26 2010	San Diego, CA 	2:29 PM ET	60	63	52	 Intermittent Clouds 	29.98	65	66	NE	3
Mon Feb  1 20:46:28 2010	Denver, CO 	1:38 PM ET	44	48	16	 Partly Sunny 	29.85	44	24	NW	9
Mon Feb  1 20:46:30 2010	Memphis, TN 	2:29 PM ET	46	49	32	Cloudy 	30.19	47	53	CLM	0
Mon Feb  1 20:46:32 2010	Los Angeles, CA 	1:38 PM ET	60	64	50	 Sunny 	29.97	64	55	CLM	5
Mon Feb  1 20:46:34 2010	El Paso, TX 	2:29 PM ET	60	60	40	 Partly Sunny 	29.88	61	30	WNW	13
Mon Feb  1 20:46:36 2010	New York, NY 	2:29 PM ET	33	38	26	 Sunny 	30.2	33	36	WSW	7
Mon Feb  1 20:46:38 2010	Baltimore, MD 	1:38 PM ET	32	38	20	 Intermittent Clouds 	30.35	32	49	W	10
Mon Feb  1 20:46:40 2010	Las Vegas, NV 	2:29 PM ET	53	62	40	 Mostly Sunny 	30	55	39	N	3
Mon Feb  1 20:46:42 2010	Washington, DC 	1:38 PM ET	35	38	23	Cloudy 	30.37	35	38	WNW	14
Mon Feb  1 20:46:45 2010	Austin, TX 	1:38 PM ET	39	54	41	Rain 	30.16	39	95	CLM	3
Mon Feb  1 20:46:47 2010	San Francisco, CA 	2:29 PM ET	53	58	46	 Mostly Cloudy 	29.97	58	82	CLM	0
Mon Feb  1 20:46:49 2010	Oklahoma City, OK 	2:29 PM ET	31	39	27	Fog 	30.06	31	92	SSW	10
Mon Feb  1 20:46:51 2010	Nashville, TN 	1:38 PM ET	38	47	29	 Intermittent Clouds 	30.3	38	59	S	3
Mon Feb  1 20:46:53 2010	Fort Worth, TX 	2:29 PM ET	39	53	36	Cloudy 	30.09	39	82	SSW	9
Mon Feb  1 20:46:55 2010	Phoenix, AZ 	2:29 PM ET	61	69	50	 Intermittent Clouds 	29.96	64	49	E	5
Mon Feb  1 20:46:58 2010	Portland, OR 	2:29 PM ET	42	48	39	Showers 	29.91	45	91	WNW	3
Mon Feb  1 20:47:00 2010	Chicago, IL 	2:29 PM ET	29	31	26	Cloudy 	30.27	29	51	SE	5
Mon Feb  1 20:47:01 2010	San Antonio, TX 	2:29 PM ET	43	50	44	Showers 	30.08	46	93	CLM	0
Mon Feb  1 20:47:03 2010	Indianapolis, IN 	2:29 PM ET	33	38	24	 Intermittent Clouds 	30.26	33	49	S	5
Mon Feb  1 20:47:05 2010	Boston, MA 	2:29 PM ET	34	35	17	 Mostly Sunny 	30.09	34	25	WNW	20
Mon Feb  1 20:47:07 2010	Jacksonville, FL 	2:29 PM ET	61	61	52	 Mostly Cloudy 	30.16	65	72	ENE	10
Mon Feb  1 20:47:09 2010	Columbus, OH 	2:29 PM ET	32	37	21	 Sunny 	30.32	32	49	CLM	0
Mon Feb  1 20:47:11 2010	Dallas, TX 	2:29 PM ET	45	52	35	Cloudy 	30.08	48	70	SSW	12
Mon Feb  1 20:47:13 2010	Houston, TX 	2:29 PM ET	47	56	46	Rain 	30.11	50	92	ENE	6
Mon Feb  1 20:47:15 2010	Seattle, WA 	2:29 PM ET	46	48	40	Cloudy 	29.9	49	82	CLM	0
Mon Feb  1 20:47:17 2010	Milwaukee, WI 	2:29 PM ET	25	28	18	Cloudy 	30.29	25	50	CLM	0
Mon Feb  1 20:47:18 2010	Detroit, MI 	2:29 PM ET	27	30	19	 Partly Sunny 	30.31	27	53	WSW	8
Mon Feb  1 20:47:20 2010	Philadelphia, PA 	2:29 PM ET	35	38	19	 Sunny 	30.29	35	36	WSW	10
Mon Feb  1 21:30:52 2010	San Jose, CA 	2:29 PM ET	57	60	45	 Mostly Cloudy 	29.96	62	63	CLM	0
Mon Feb  1 21:30:54 2010	Charlotte, NC 	2:29 PM ET	45	47	30	 Mostly Sunny 	30.33	46	43	CLM	0
Mon Feb  1 21:30:56 2010	San Diego, CA 	2:29 PM ET	60	63	52	 Intermittent Clouds 	29.98	65	66	NE	3
Mon Feb  1 21:30:58 2010	Denver, CO 	2:29 PM ET	45	48	16	 Partly Sunny 	29.84	45	22	NW	5
Mon Feb  1 21:31:00 2010	Memphis, TN 	2:29 PM ET	46	49	32	Cloudy 	30.19	47	53	CLM	0
Mon Feb  1 21:31:02 2010	Los Angeles, CA 	2:29 PM ET	63	64	50	 Hazy Sunshine 	29.96	64	53	CLM	0
Mon Feb  1 21:31:03 2010	El Paso, TX 	2:29 PM ET	60	60	40	 Partly Sunny 	29.88	61	30	WNW	13
Mon Feb  1 21:31:05 2010	New York, NY 	2:29 PM ET	33	38	26	 Sunny 	30.2	33	36	WSW	7
Mon Feb  1 21:31:07 2010	Baltimore, MD 	2:29 PM ET	33	38	20	 Intermittent Clouds 	30.32	33	45	WNW	14
Mon Feb  1 21:31:09 2010	Las Vegas, NV 	2:29 PM ET	53	62	40	 Mostly Sunny 	30	55	39	N	3
Mon Feb  1 21:31:11 2010	Washington, DC 	2:29 PM ET	37	38	23	Cloudy 	30.33	37	36	WNW	8
Mon Feb  1 21:31:13 2010	Austin, TX 	2:29 PM ET	41	54	41	Fog 	30.12	44	92	CLM	0
Mon Feb  1 21:31:15 2010	San Francisco, CA 	2:29 PM ET	53	58	46	 Mostly Cloudy 	29.97	58	82	CLM	0
Mon Feb  1 21:31:17 2010	Oklahoma City, OK 	2:29 PM ET	31	39	27	Fog 	30.06	31	92	SSW	10
Mon Feb  1 21:31:19 2010	Nashville, TN 	2:29 PM ET	41	47	29	 Intermittent Clouds 	30.25	42	50	CLM	0
Mon Feb  1 21:31:21 2010	Fort Worth, TX 	2:29 PM ET	39	53	36	Cloudy 	30.09	39	82	SSW	9
Mon Feb  1 21:31:23 2010	Phoenix, AZ 	2:29 PM ET	61	69	50	 Intermittent Clouds 	29.96	64	49	E	5
Mon Feb  1 21:31:25 2010	Portland, OR 	2:29 PM ET	42	48	39	Showers 	29.91	45	91	WNW	3
Mon Feb  1 21:31:27 2010	Chicago, IL 	2:29 PM ET	29	31	26	Cloudy 	30.27	29	51	SE	5
Mon Feb  1 21:31:28 2010	San Antonio, TX 	2:29 PM ET	43	50	44	Showers 	30.08	46	93	CLM	0
Mon Feb  1 21:31:30 2010	Indianapolis, IN 	2:29 PM ET	33	38	24	 Intermittent Clouds 	30.26	33	49	S	5
Mon Feb  1 21:31:32 2010	Boston, MA 	2:29 PM ET	34	35	17	 Mostly Sunny 	30.09	34	25	WNW	20
Mon Feb  1 21:31:34 2010	Jacksonville, FL 	2:29 PM ET	61	61	52	 Mostly Cloudy 	30.16	65	72	ENE	10
Mon Feb  1 21:31:36 2010	Columbus, OH 	2:29 PM ET	32	37	21	 Sunny 	30.32	32	49	CLM	0
Mon Feb  1 21:31:40 2010	Dallas, TX 	2:29 PM ET	45	52	35	Cloudy 	30.08	48	70	SSW	12
Mon Feb  1 21:31:42 2010	Houston, TX 	2:29 PM ET	47	56	46	Rain 	30.11	50	92	ENE	6
Mon Feb  1 21:31:44 2010	Seattle, WA 	2:29 PM ET	46	48	40	Cloudy 	29.9	49	82	CLM	0
Mon Feb  1 21:31:46 2010	Milwaukee, WI 	2:29 PM ET	25	28	18	Cloudy 	30.29	25	50	CLM	0
Mon Feb  1 21:31:48 2010	Detroit, MI 	2:29 PM ET	27	30	19	 Partly Sunny 	30.31	27	53	WSW	8
Mon Feb  1 21:31:50 2010	Philadelphia, PA 	2:29 PM ET	35	38	19	 Sunny 	30.29	35	36	WSW	10
Mon Feb  1 22:14:17 2010	San Jose, CA 	3:38 PM ET	60	60	45	Cloudy 	29.94	64	55	ENE	3
Mon Feb  1 22:14:18 2010	Charlotte, NC 	3:38 PM ET	46	47	30	 Mostly Sunny 	30.29	47	40	SSE	3
Mon Feb  1 22:14:20 2010	San Diego, CA 	3:38 PM ET	61	63	52	 Intermittent Clouds 	29.95	65	64	N	5
Mon Feb  1 22:14:22 2010	Denver, CO 	3:38 PM ET	45	48	16	 Partly Sunny 	29.85	45	22	N	3
Mon Feb  1 22:14:24 2010	Memphis, TN 	3:38 PM ET	47	49	32	Cloudy 	30.16	48	49	SSE	5
Mon Feb  1 22:14:26 2010	Los Angeles, CA 	3:38 PM ET	65	64	50	 Sunny 	29.93	67	46	CLM	0
Mon Feb  1 22:14:28 2010	El Paso, TX 	3:38 PM ET	60	60	40	 Partly Sunny 	29.85	62	34	W	13
Mon Feb  1 22:14:30 2010	New York, NY 	3:38 PM ET	34	38	26	 Mostly Sunny 	30.21	34	35	W	10
Mon Feb  1 22:14:32 2010	Baltimore, MD 	3:38 PM ET	33	38	20	 Intermittent Clouds 	30.3	33	45	WNW	7
Mon Feb  1 22:14:34 2010	Las Vegas, NV 	3:38 PM ET	55	62	40	 Mostly Sunny 	29.97	56	33	E	5
Mon Feb  1 22:14:36 2010	Washington, DC 	3:38 PM ET	38	38	23	Cloudy 	30.32	38	34	W	8
Mon Feb  1 22:14:38 2010	Austin, TX 	3:38 PM ET	45	54	41	Fog 	30.06	48	81	NE	3
Mon Feb  1 22:14:40 2010	San Francisco, CA 	3:38 PM ET	53	58	46	Cloudy 	29.94	58	82	NNE	6
Mon Feb  1 22:14:42 2010	Oklahoma City, OK 	3:38 PM ET	31	39	27	Fog 	30.05	31	88	SW	9
Mon Feb  1 22:14:44 2010	Nashville, TN 	3:38 PM ET	42	47	29	Cloudy 	30.22	43	54	E	6
Mon Feb  1 22:14:46 2010	Fort Worth, TX 	3:38 PM ET	41	53	36	Cloudy 	30.06	44	75	SSW	5
Mon Feb  1 22:14:48 2010	Phoenix, AZ 	3:38 PM ET	63	69	50	 Intermittent Clouds 	29.92	63	42	CLM	0
Mon Feb  1 22:14:50 2010	Portland, OR 	3:38 PM ET	43	48	39	Showers 	29.9	46	87	E	12
Mon Feb  1 22:14:52 2010	Chicago, IL 	3:38 PM ET	29	31	26	Cloudy 	30.25	29	53	E	3
Mon Feb  1 22:14:54 2010	San Antonio, TX 	3:38 PM ET	45	50	44	Showers 	30.06	48	93	CLM	0
Mon Feb  1 22:14:56 2010	Indianapolis, IN 	3:38 PM ET	35	38	24	 Mostly Cloudy 	30.25	35	45	CLM	0
Mon Feb  1 22:14:58 2010	Boston, MA 	3:38 PM ET	34	35	17	 Mostly Sunny 	30.09	34	29	W	16
Mon Feb  1 22:15:00 2010	Jacksonville, FL 	3:38 PM ET	61	61	52	 Mostly Cloudy 	30.14	65	72	NNE	17
Mon Feb  1 22:15:01 2010	Columbus, OH 	3:38 PM ET	32	37	21	 Intermittent Clouds 	30.3	32	51	CLM	0
Mon Feb  1 22:15:03 2010	Dallas, TX 	3:38 PM ET	45	52	35	Cloudy 	30.05	48	68	SSW	9
Mon Feb  1 22:15:05 2010	Houston, TX 	3:38 PM ET	49	56	46	Cloudy 	30.09	52	89	E	7
Mon Feb  1 22:15:07 2010	Seattle, WA 	3:38 PM ET	48	48	40	Cloudy 	29.89	51	76	CLM	0
Mon Feb  1 22:15:09 2010	Milwaukee, WI 	3:38 PM ET	28	28	18	Cloudy 	30.27	28	48	ENE	5
Mon Feb  1 22:15:11 2010	Detroit, MI 	3:38 PM ET	27	30	19	Cloudy 	30.3	27	53	W	8
Mon Feb  1 22:15:13 2010	Philadelphia, PA 	3:38 PM ET	35	38	19	 Mostly Sunny 	30.29	35	36	W	10
Mon Feb  1 22:59:04 2010	San Jose, CA 	4:28 PM ET	63	60	45	Cloudy 	29.91	63	46	E	5
Mon Feb  1 22:59:06 2010	Charlotte, NC 	4:28 PM ET	48	47	30	 Mostly Sunny 	30.27	48	34	CLM	0
Mon Feb  1 22:59:08 2010	San Diego, CA 	4:28 PM ET	62	63	52	 Intermittent Clouds 	29.93	65	64	WNW	6
Mon Feb  1 22:59:10 2010	Denver, CO 	4:28 PM ET	47	48	16	 Partly Sunny 	29.84	47	22	NNE	10
Mon Feb  1 22:59:12 2010	Memphis, TN 	4:28 PM ET	46	49	32	Cloudy 	30.15	47	53	SE	3
Mon Feb  1 22:59:14 2010	Los Angeles, CA 	4:28 PM ET	66	64	50	 Sunny 	29.9	67	44	CLM	0
Mon Feb  1 22:59:16 2010	El Paso, TX 	4:28 PM ET	60	60	40	 Partly Sunny 	29.83	62	37	CLM	9
Mon Feb  1 22:59:18 2010	New York, NY 	4:28 PM ET	35	38	26	 Sunny 	30.21	35	33	W	9
Mon Feb  1 22:59:20 2010	Baltimore, MD 	4:28 PM ET	34	38	20	 Intermittent Clouds 	30.3	34	43	W	13
Mon Feb  1 22:59:22 2010	Las Vegas, NV 	4:28 PM ET	56	62	40	 Intermittent Clouds 	29.94	57	32	CLM	0
Mon Feb  1 22:59:24 2010	Washington, DC 	4:28 PM ET	39	38	23	 Intermittent Clouds 	30.32	39	32	WNW	7
Mon Feb  1 22:59:26 2010	Austin, TX 	4:28 PM ET	45	54	41	Fog 	30.05	48	87	CLM	0
Mon Feb  1 22:59:28 2010	San Francisco, CA 	4:28 PM ET	54	58	46	 Intermittent Clouds 	29.92	59	80	CLM	0
Mon Feb  1 22:59:30 2010	Oklahoma City, OK 	4:28 PM ET	30	39	27	Fog 	30	30	92	SSW	8
Mon Feb  1 22:59:32 2010	Nashville, TN 	4:28 PM ET	40	47	29	Cloudy 	30.21	42	62	ESE	5
Mon Feb  1 22:59:34 2010	Fort Worth, TX 	4:28 PM ET	42	53	36	Cloudy 	30.03	45	76	SSW	6
Mon Feb  1 22:59:36 2010	Phoenix, AZ 	4:28 PM ET	65	69	50	 Intermittent Clouds 	29.9	66	39	CLM	0
Mon Feb  1 22:59:38 2010	Portland, OR 	4:28 PM ET	43	48	39	Showers 	29.89	46	92	ESE	7
Mon Feb  1 22:59:40 2010	Chicago, IL 	4:28 PM ET	30	31	26	 Mostly Cloudy 	30.24	30	53	S	5
Mon Feb  1 22:59:42 2010	San Antonio, TX 	4:28 PM ET	45	50	44	Showers 	30.04	48	93	E	3
Mon Feb  1 22:59:44 2010	Indianapolis, IN 	4:28 PM ET	37	38	24	 Mostly Cloudy 	30.23	37	40	CLM	0
Mon Feb  1 22:59:45 2010	Boston, MA 	4:28 PM ET	33	35	17	 Mostly Sunny 	30.09	33	29	W	21
Mon Feb  1 22:59:48 2010	Jacksonville, FL 	4:28 PM ET	59	61	52	Cloudy 	30.14	65	82	NE	8
Mon Feb  1 22:59:49 2010	Columbus, OH 	4:28 PM ET	32	37	21	 Sunny 	30.29	32	52	CLM	0
Mon Feb  1 22:59:51 2010	Dallas, TX 	4:28 PM ET	45	52	35	Cloudy 	30.03	48	70	SSW	9
Mon Feb  1 22:59:53 2010	Houston, TX 	4:28 PM ET	50	56	46	Cloudy 	30.08	55	86	E	7
Mon Feb  1 22:59:55 2010	Seattle, WA 	4:28 PM ET	49	48	40	 Partly Sunny 	29.86	52	68	CLM	0
Mon Feb  1 22:59:57 2010	Milwaukee, WI 	4:28 PM ET	27	28	18	Cloudy 	30.26	27	53	E	5
Mon Feb  1 22:59:59 2010	Detroit, MI 	4:28 PM ET	27	30	19	Cloudy 	30.29	27	53	SW	8
Mon Feb  1 23:00:01 2010	Philadelphia, PA 	4:28 PM ET	35	38	19	 Sunny 	30.29	35	36	W	14
Mon Feb  1 23:43:45 2010	San Jose, CA 	5:28 PM ET	63	60	45	 Mostly Cloudy 	29.88	63	47	SSE	6
Mon Feb  1 23:43:47 2010	Charlotte, NC 	5:28 PM ET	45	47	30	 Mostly Sunny 	30.28	46	43	S	6
Mon Feb  1 23:43:49 2010	San Diego, CA 	5:28 PM ET	61	63	52	 Intermittent Clouds 	29.9	65	66	CLM	0
Mon Feb  1 23:43:51 2010	Denver, CO 	5:28 PM ET	46	48	16	 Partly Sunny 	29.86	46	23	N	6
Mon Feb  1 23:43:53 2010	Memphis, TN 	5:28 PM ET	46	49	32	Cloudy 	30.15	47	53	SE	3
Mon Feb  1 23:43:55 2010	Los Angeles, CA 	5:28 PM ET	68	64	50	 Sunny 	29.88	66	41	CLM	0
Mon Feb  1 23:43:57 2010	El Paso, TX 	5:28 PM ET	62	60	40	 Intermittent Clouds 	29.8	63	30	W	9
Mon Feb  1 23:43:59 2010	New York, NY 	5:28 PM ET	34	38	26	 Sunny 	30.21	34	36	N	6
Mon Feb  1 23:44:01 2010	Baltimore, MD 	5:28 PM ET	33	38	20	 Intermittent Clouds 	30.3	33	43	WSW	7
Mon Feb  1 23:44:02 2010	Las Vegas, NV 	5:28 PM ET	56	62	40	 Intermittent Clouds 	29.91	57	32	CLM	0
Mon Feb  1 23:44:04 2010	Washington, DC 	5:28 PM ET	39	38	23	 Intermittent Clouds 	30.32	39	32	W	6
Mon Feb  1 23:44:06 2010	Austin, TX 	5:28 PM ET	44	54	41	Fog 	30.06	47	88	CLM	0
Mon Feb  1 23:44:08 2010	San Francisco, CA 	5:28 PM ET	56	58	46	 Intermittent Clouds 	29.91	61	64	CLM	0
Mon Feb  1 23:44:10 2010	Oklahoma City, OK 	5:28 PM ET	32	39	27	Fog 	30.04	32	88	SW	5
Mon Feb  1 23:44:12 2010	Nashville, TN 	5:28 PM ET	39	47	29	 Partly Sunny 	30.22	39	64	SE	5
Mon Feb  1 23:44:14 2010	Fort Worth, TX 	5:28 PM ET	43	53	36	Cloudy 	30.03	46	76	S	7
Mon Feb  1 23:44:16 2010	Phoenix, AZ 	5:28 PM ET	65	69	50	 Partly Sunny 	29.88	66	32	CLM	0
Mon Feb  1 23:44:18 2010	Portland, OR 	5:28 PM ET	45	48	39	Cloudy 	29.87	48	89	ESE	8
Mon Feb  1 23:44:20 2010	Chicago, IL 	5:28 PM ET	30	31	26	Cloudy 	30.24	30	55	S	5
Mon Feb  1 23:44:22 2010	San Antonio, TX 	5:28 PM ET	45	50	44	Showers 	30.05	49	100	ENE	3
Mon Feb  1 23:44:24 2010	Indianapolis, IN 	5:28 PM ET	36	38	24	 Mostly Cloudy 	30.22	36	40	SE	3
Mon Feb  1 23:44:26 2010	Boston, MA 	5:28 PM ET	32	35	17	 Mostly Clear 	30.12	32	29	W	14
Mon Feb  1 23:44:28 2010	Jacksonville, FL 	5:28 PM ET	57	61	52	Cloudy 	30.14	63	87	NE	10
Mon Feb  1 23:44:30 2010	Columbus, OH 	5:28 PM ET	32	37	21	 Sunny 	30.29	32	51	CLM	0
Mon Feb  1 23:44:31 2010	Dallas, TX 	5:28 PM ET	46	52	35	Cloudy 	30.02	48	67	S	10
Mon Feb  1 23:44:34 2010	Houston, TX 	5:28 PM ET	50	56	46	Cloudy 	30.09	55	86	E	6
Mon Feb  1 23:44:36 2010	Seattle, WA 	5:28 PM ET	49	48	40	Cloudy 	29.84	52	70	CLM	0
Mon Feb  1 23:44:38 2010	Milwaukee, WI 	5:28 PM ET	26	28	18	Cloudy 	30.26	26	55	E	7
Mon Feb  1 23:44:40 2010	Detroit, MI 	5:28 PM ET	27	30	19	Cloudy 	30.3	27	55	WSW	6
Mon Feb  1 23:44:42 2010	Philadelphia, PA 	5:28 PM ET	34	38	19	 Sunny 	30.28	34	38	WNW	10
Sat Jan 30 00:30:23 2010	San Jose, CA 	5:27 PM ET	62	59	46	 Partly Sunny 	29.95	64	51	S	15
Sat Jan 30 00:30:24 2010	Charlotte, NC 	5:27 PM ET	34	47	30	Snow 	30.27	34	80	E	5
Sat Jan 30 00:30:26 2010	San Diego, CA 	5:27 PM ET	61	65	53	 Intermittent Clouds 	30.03	65	69	SW	6
Sat Jan 30 00:30:28 2010	Denver, CO 	5:27 PM ET	44	41	19	 Mostly Sunny 	30	44	23	CLM	0
Sat Jan 30 00:30:30 2010	Memphis, TN 	5:27 PM ET	30	35	25	Freezing Rain 	29.99	30	92	ENE	17
Sat Jan 30 00:30:32 2010	Los Angeles, CA 	5:27 PM ET	67	68	50	 Sunny 	30.01	66	38	CLM	0
Sat Jan 30 00:30:34 2010	El Paso, TX 	5:27 PM ET	46	48	35	 Partly Sunny 	30.05	47	55	CLM	0
Sat Jan 30 00:30:36 2010	New York, NY 	5:27 PM ET	22	27	14	 Sunny 	30.25	22	34	W	8
Sat Jan 30 00:30:38 2010	Baltimore, MD 	5:27 PM ET	24	29	18	Cloudy 	30.36	24	36	NW	9
Sat Jan 30 00:30:40 2010	Las Vegas, NV 	5:27 PM ET	55	61	41	 Intermittent Clouds 	30.02	56	36	CLM	0
Sat Jan 30 00:30:42 2010	Washington, DC 	5:27 PM ET	26	29	22	Cloudy 	30.37	26	33	NW	9
Sat Jan 30 00:30:44 2010	Austin, TX 	5:27 PM ET	42	49	34	Cloudy 	30.06	44	64	NNW	21
Sat Jan 30 00:30:46 2010	San Francisco, CA 	5:27 PM ET	59	57	47	 Mostly Cloudy 	29.97	64	64	SSW	18
Sat Jan 30 00:30:48 2010	Oklahoma City, OK 	5:27 PM ET	24	26	18	Snow 	30.06	24	91	N	12
Sat Jan 30 00:30:50 2010	Nashville, TN 	5:27 PM ET	26	31	27	Flurries 	30.19	26	88	ENE	12
Sat Jan 30 00:30:52 2010	Fort Worth, TX 	5:27 PM ET	32	38	25	Cloudy 	30.04	32	81	NW	18
Sat Jan 30 00:30:53 2010	Phoenix, AZ 	5:27 PM ET	64	67	48	 Partly Sunny 	29.98	63	44	CLM	0
Sat Jan 30 00:30:55 2010	Portland, OR 	5:27 PM ET	50	51	39	Cloudy 	29.96	53	65	SE	8
Sat Jan 30 00:30:57 2010	Chicago, IL 	5:27 PM ET	20	16	10	 Partly Sunny 	30.44	20	57	E	9
Sat Jan 30 00:30:59 2010	San Antonio, TX 	5:27 PM ET	47	52	33	 Partly Sunny 	30.01	48	55	NNW	17
Sat Jan 30 00:31:01 2010	Indianapolis, IN 	5:27 PM ET	19	22	14	 Mostly Cloudy 	30.36	19	59	ENE	14
Sat Jan 30 00:31:03 2010	Boston, MA 	5:27 PM ET	18	19	10	 Partly Cloudy 	30.05	18	25	WNW	25
Sat Jan 30 00:31:05 2010	Jacksonville, FL 	5:27 PM ET	64	69	52	 Sunny 	30.06	64	51	E	10
Sat Jan 30 00:31:07 2010	Columbus, OH 	5:27 PM ET	14	19	12	 Sunny 	30.44	14	61	N	8
Sat Jan 30 00:31:09 2010	Dallas, TX 	5:27 PM ET	34	40	26	Cloudy 	30.02	34	78	NW	22
Sat Jan 30 00:31:11 2010	Houston, TX 	5:27 PM ET	47	62	37	Cloudy 	29.96	50	79	NNW	17
Sat Jan 30 00:31:13 2010	Seattle, WA 	5:27 PM ET	55	53	41	 Sunny 	29.95	58	50	CLM	0
Sat Jan 30 00:31:15 2010	Milwaukee, WI 	5:27 PM ET	16	16	10	 Partly Sunny 	30.48	16	51	ESE	5
Sat Jan 30 00:31:17 2010	Detroit, MI 	5:27 PM ET	20	18	11	 Sunny 	30.45	20	39	N	7
Sat Jan 30 00:31:19 2010	Philadelphia, PA 	5:27 PM ET	22	26	15	 Sunny 	30.33	22	40	NW	12
Sat Jan 30 01:14:36 2010	San Jose, CA 	6:38 PM ET	61	59	46	Cloudy 	29.96	64	55	S	17
Sat Jan 30 01:14:38 2010	Charlotte, NC 	6:38 PM ET	34	47	30	Flurries 	30.26	34	86	N	7
Sat Jan 30 01:14:40 2010	San Diego, CA 	6:38 PM ET	62	65	53	 Mostly Cloudy 	30.03	65	69	WNW	6
Sat Jan 30 01:14:42 2010	Denver, CO 	6:38 PM ET	6	5	-7	 Mostly Sunny 	30.02	6	24	NNW	5
Sat Jan 30 01:14:44 2010	Memphis, TN 	6:38 PM ET	31	35	25	Freezing Rain 	30.02	31	88	NE	13
Sat Jan 30 01:14:46 2010	Los Angeles, CA 	6:38 PM ET	66	68	50	 Sunny 	30.01	67	44	W	5
Sat Jan 30 01:14:48 2010	El Paso, TX 	6:38 PM ET	47	48	35	 Partly Sunny 	30.05	48	51	N	5
Sat Jan 30 01:14:50 2010	New York, NY 	6:38 PM ET	22	27	14	 Clear 	30.26	22	38	WNW	9
Sat Jan 30 01:14:52 2010	Baltimore, MD 	6:38 PM ET	24	29	18	Cloudy 	30.36	24	38	NW	6
Sat Jan 30 01:14:54 2010	Las Vegas, NV 	6:38 PM ET	57	61	41	 Intermittent Clouds 	30.01	58	34	CLM	0
Sat Jan 30 01:14:56 2010	Washington, DC 	6:38 PM ET	26	29	22	Cloudy 	30.38	26	33	NNW	10
Sat Jan 30 01:14:58 2010	Austin, TX 	6:38 PM ET	39	49	34	Cloudy 	30.08	39	64	NW	21
