18	igoogle.wunderground.com										
(Timestamp)	(Location)	(Temperature) (°F)	(Conditions)	Humidity (%)	(Wind Speed)	Wind (variable)	Visibility (miles)	Dew Point (°F)	Precipitation (% Chance of Rain)	Air quality	Pressure (in)
Sat Jan 30 08:30:36 2010	Philadelphia, Pennsylvania (19019) 	18.4	Clear	53	1.0	NNW	10.0	4	0	Good 	30.35
Sat Jan 30 11:11:56 2010	El Paso, Texas (79821) 	36.1	Clear	79	Calm		10.0	30	11		30.27
Sat Jan 30 11:11:57 2010	New York, New York (10001) 	19.9	Clear	46	2.2	NNE	10.0	2	0	Good 	30.09
Sat Jan 30 11:11:58 2010	Baltimore, Maryland (21201) 	20.7	Overcast	53	2.0	South	10.0	6	5		30.31
Sat Jan 30 11:11:59 2010	Las Vegas, Nevada (89044) 	42.9	Mostly Cloudy	66	Calm		10.0	32	0	Good 	29.95
Sat Jan 30 11:12:00 2010	Washington, District of Columbia (20001) 	20.8	Overcast	47	8.0	NNE	10.0	4	7	Good 	30.28
Sat Jan 30 11:12:01 2010	Austin, Texas (78701) 	33.3	Mostly Cloudy	63	Calm		10.0	22	80		29.56
Sat Jan 30 11:12:04 2010	San Francisco, California (94101) 	49.9	Scattered Clouds	86	Calm		10.0	46	51		30.00
Sat Jan 30 11:12:06 2010	Oklahoma City, Oklahoma (73101) 	21.4	Overcast	60	5.0	North	10.0	10	93		28.76
Sat Jan 30 11:12:07 2010	Nashville, Tennessee (37201) 	24.7	Light Snow Mist	89	1.0	NNE	2.5	22	100	Good 	29.90
Sat Jan 30 11:12:11 2010	Fort Worth, Texas (76101) 	26.4	Overcast	80	15.0	NNW	10.0	21	70		30.17
Sat Jan 30 11:12:12 2010	Phoenix, Arizona (85001) 	47.3	Scattered Clouds	86	Calm		10.0	43	0	Good 	29.98
Sat Jan 30 11:12:14 2010	Portland, Oregon (97201) 	39.9	Light Rain	92	Calm		10.0	38	62	Good 	29.92
Sat Jan 30 11:12:15 2010	Chicago, Illinois (60290) 	20.0	Overcast	64	3.0	ESE	10.0	10	15	Moderate 	30.28
Sat Jan 30 11:12:16 2010	San Antonio, Texas (78201) 	35.4	Clear	66	Calm		10.0	25	60		30.05
Sat Jan 30 11:12:17 2010	Indianapolis, Indiana (46201) 	16.1	Overcast	65	3.0	ENE	10.0	6	6	Good 	30.19
Sat Jan 30 11:12:19 2010	Boston, Massachusetts (02101) 	7.0	Clear	43	18.0	West	10.0	-11	0	Good 	30.14
Sat Jan 30 11:12:20 2010	Jacksonville, Florida (32099) 	57.1	Overcast	94	2.0	SSE	8.0	55	15	Good 	29.84
Sat Jan 30 11:12:21 2010	Columbus, Ohio (43085) 	15.0	Overcast	67	2.0	ENE	10.0	6	0	Good 	30.27
Sat Jan 30 11:12:22 2010	Dallas, Texas (75201) 	27.9	Overcast	77	10.0	NW	10.0	22	70		30.21
Sat Jan 30 11:12:24 2010	Houston, Texas (77001) 	34.6	Scattered Clouds	78	8.0	WNW	10.0	28	30		30.03
Sat Jan 30 11:12:25 2010	Seattle, Washington (98101) 	44.6	Light Rain	91	Calm		10.0	42	40	Moderate 	29.96
Sat Jan 30 11:12:26 2010	Milwaukee, Wisconsin (53201) 	17.3	Light Snow	77	Calm		4.0	11	1		30.38
Sat Jan 30 11:12:27 2010	Detroit, Michigan (48201) 	12.5	Clear	76	4.0	NNE	10.0	6	10		30.29
Sat Jan 30 11:12:29 2010	Philadelphia, Pennsylvania (19019) 	17.2	Clear	52	1.0	NW	10.0	3	0	Good 	30.31
Sat Jan 30 11:59:32 2010	San Jose, California (95101) 	47.0	Clear	100	Calm		10.0	47	22		29.99
Sat Jan 30 11:59:33 2010	Charlotte, North Carolina (28201) 	27.6	Light Freezing Rain Snow Ice Pellets Mist	95	Calm		1.5	26	98	Good 	30.04
Sat Jan 30 11:59:34 2010	San Diego, California (92101) 	50.7	Clear	92	Calm		4.0	48	9	Unhealthy for Sensitive Groups 	30.17
Sat Jan 30 11:59:36 2010	Denver, Colorado (80002) 	19.7	Partly Cloudy	72	Calm		10.0	12	0	Moderate 	30.15
Sat Jan 30 11:59:37 2010	Memphis, Tennessee (37501) 	25.3	Overcast	46	Calm		7.0	8	15	Good 	30.18
Sat Jan 30 11:59:38 2010	Los Angeles, California (90001) 	51.3	Haze	86	Calm		6.0	47	10		30.00
Sat Jan 30 11:59:39 2010	El Paso, Texas (79821) 	36.0	Clear	79	Calm		10.0	30	0		30.24
Sat Jan 30 11:59:41 2010	New York, New York (10001) 	18.7	Clear	46	Calm		10.0	1	6	Good 	30.09
Sat Jan 30 11:59:42 2010	Baltimore, Maryland (21201) 	20.4	Overcast	54	2.0	ESE	10.0	6	90		30.30
Sat Jan 30 11:59:43 2010	Las Vegas, Nevada (89044) 	41.9	Scattered Clouds	68	Calm		10.0	32	1	Good 	29.94
Sat Jan 30 11:59:44 2010	Washington, District of Columbia (20001) 	20.7	Overcast	48	8.0	North	10.0	4	100	Good 	30.29
Sat Jan 30 11:59:45 2010	Austin, Texas (78701) 	33.6	Overcast	62	Calm		10.0	22	0		29.56
Sat Jan 30 11:59:47 2010	San Francisco, California (94101) 	48.7	Scattered Clouds	86	Calm		10.0	45	25		30.01
Sat Jan 30 11:59:48 2010	Oklahoma City, Oklahoma (73101) 	21.6	Overcast	59	6.0	NNW	10.0	10	0	Good 	28.76
Sat Jan 30 11:59:49 2010	Nashville, Tennessee (37201) 	23.6	Light Snow Mist	89	1.0	North	2.5	21	60	Good 	29.88
Sat Jan 30 11:59:50 2010	Fort Worth, Texas (76101) 	26.0	Overcast	80	3.0	NNW	10.0	21	1		30.19
Sat Jan 30 11:59:52 2010	Phoenix, Arizona (85001) 	46.8	Scattered Clouds	86	Calm		10.0	43	0	Moderate 	29.97
Sat Jan 30 11:59:53 2010	Portland, Oregon (97201) 	39.3	Light Rain	93	2.0	NE	10.0	38	47	Good 	29.92
Sat Jan 30 11:59:54 2010	Chicago, Illinois (60290) 	19.7	Overcast	63	3.0	ESE	10.0	9	5	Moderate 	30.28
Sat Jan 30 11:59:58 2010	San Antonio, Texas (78201) 	34.7	Clear	64	2.5	NNW	10.0	24	0		30.05
Sat Jan 30 11:59:59 2010	Indianapolis, Indiana (46201) 	16.1	Overcast	65	1.0	NNE	10.0	6	2	Good 	30.19
Sat Jan 30 12:00:01 2010	Boston, Massachusetts (02101) 	7.0	Scattered Clouds	43	15.0	West	10.0	-11	0	Good 	30.14
Sat Jan 30 12:00:02 2010	Jacksonville, Florida (32099) 	57.8	Overcast	95	1.0	SSE	10.0	56	63	Good 	29.82
Sat Jan 30 12:00:03 2010	Columbus, Ohio (43085) 	15.4	Overcast	67	1.0	ENE	10.0	6	0	Good 	30.27
Sat Jan 30 12:00:04 2010	Dallas, Texas (75201) 	28.0	Overcast	77	16.0	NW	10.0	22	1		30.22
Sat Jan 30 12:00:06 2010	Houston, Texas (77001) 	34.4	Mostly Cloudy	79	7.0	NW	10.0	29	0		30.04
Sat Jan 30 12:00:07 2010	Seattle, Washington (98101) 	44.0	Light Rain	92	Calm		10.0	42	50	Moderate 	29.96
Sat Jan 30 12:00:08 2010	Milwaukee, Wisconsin (53201) 	19.1	Light Snow	80	Calm		4.0	14	3		30.37
Sat Jan 30 12:00:09 2010	Detroit, Michigan (48201) 	12.3	Clear	76	1.0	NNE	10.0	6	10		30.31
Sat Jan 30 12:00:10 2010	Philadelphia, Pennsylvania (19019) 	17.0	Clear	53	Calm		10.0	3	18	Good 	30.30
Sat Jan 30 12:43:19 2010	San Jose, California (95101) 	45.0	Clear	100	Calm		10.0	45	22		30.01
Sat Jan 30 12:43:21 2010	Charlotte, North Carolina (28201) 	27.4	Light Freezing Rain Snow Ice Pellets Mist	95	Calm		1.0	26	98	Good 	30.04
Sat Jan 30 12:43:22 2010	San Diego, California (92101) 	49.6	Clear	93	Calm		4.0	48	9	Unhealthy for Sensitive Groups 	30.16
Sat Jan 30 12:43:23 2010	Denver, Colorado (80002) 	19.3	Partly Cloudy	74	Calm		10.0	12	0	Good 	30.15
Sat Jan 30 12:43:24 2010	Memphis, Tennessee (37501) 	25.3	Overcast	46	Calm		7.0	8	15	Good 	30.18
Sat Jan 30 12:43:26 2010	Los Angeles, California (90001) 	50.3	Haze	86	Calm		6.0	46	10		29.99
Sat Jan 30 12:43:27 2010	El Paso, Texas (79821) 	35.1	Clear	79	2.3	NE	10.0	29	0		30.24
Sat Jan 30 12:43:28 2010	New York, New York (10001) 	17.4	Clear	46	4.9	North	10.0	0	6	Good 	30.09
Sat Jan 30 12:43:29 2010	Baltimore, Maryland (21201) 	20.6	Overcast	56	1.0	WNW	10.0	7	90		30.30
Sat Jan 30 12:43:30 2010	Las Vegas, Nevada (89044) 	41.1	Scattered Clouds	69	Calm		10.0	32	1	Good 	29.94
Sat Jan 30 12:43:32 2010	Washington, District of Columbia (20001) 	20.8	Overcast	48	8.0	ENE	10.0	4	100	Good 	30.27
Sat Jan 30 12:43:33 2010	Austin, Texas (78701) 	34.3	Overcast	59	Calm		10.0	22	0		29.59
Sat Jan 30 12:43:34 2010	San Francisco, California (94101) 	48.2	Scattered Clouds	86	Calm		10.0	44	25		30.01
Sat Jan 30 12:43:35 2010	Oklahoma City, Oklahoma (73101) 	21.2	Overcast	58	6.0	North	10.0	9	0	Good 	28.79
Sat Jan 30 12:43:36 2010	Nashville, Tennessee (37201) 	22.7	Light Snow Mist	88	1.0	NNE	2.5	20	60	Good 	29.90
Sat Jan 30 12:43:37 2010	Fort Worth, Texas (76101) 	25.8	Overcast	80	9.0	WNW	10.0	20	1		30.19
Sat Jan 30 12:43:39 2010	Phoenix, Arizona (85001) 	46.5	Scattered Clouds	87	Calm		10.0	43	0	Moderate 	29.96
Sat Jan 30 12:43:40 2010	Portland, Oregon (97201) 	39.1	Light Rain	91	2.0	NE	10.0	37	47	Good 	29.92
Sat Jan 30 12:43:41 2010	Chicago, Illinois (60290) 	19.5	Overcast	64	3.0	ESE	10.0	9	5	Moderate 	30.28
Sat Jan 30 12:43:42 2010	San Antonio, Texas (78201) 	34.3	Clear	65	Calm		10.0	24	0		30.06
Sat Jan 30 12:43:43 2010	Indianapolis, Indiana (46201) 	16.2	Overcast	65	5.0	ENE	10.0	6	2	Good 	30.17
Sat Jan 30 12:43:44 2010	Boston, Massachusetts (02101) 	7.0	Scattered Clouds	43	17.0	WNW	10.0	-11	0	Good 	30.15
Sat Jan 30 12:43:45 2010	Jacksonville, Florida (32099) 	59.1	Overcast	95	Calm		10.0	58	63	Good 	29.82
Sat Jan 30 12:43:47 2010	Columbus, Ohio (43085) 	15.4	Overcast	67	2.0	SE	10.0	6	0	Good 	30.24
Sat Jan 30 12:43:48 2010	Dallas, Texas (75201) 	27.5	Overcast	77	15.0	NW	10.0	21	1		30.24
Sat Jan 30 12:43:49 2010	Houston, Texas (77001) 	34.4	Mostly Cloudy	80	9.0	NW	10.0	29	0		30.06
Sat Jan 30 12:43:50 2010	Seattle, Washington (98101) 	43.8	Light Rain	93	Calm		10.0	42	50	Moderate 	29.96
Sat Jan 30 12:43:51 2010	Milwaukee, Wisconsin (53201) 	19.4	Light Snow	82	Calm		4.0	15	3		30.37
Sat Jan 30 12:43:52 2010	Detroit, Michigan (48201) 	12.8	Clear	75	2.0	NNE	10.0	6	10		30.30
Sat Jan 30 12:43:53 2010	Philadelphia, Pennsylvania (19019) 	16.6	Clear	54	1.0	North	10.0	3	18	Good 	30.31
Sat Jan 30 13:26:28 2010	San Jose, California (95101) 	44.0	Clear	100	Calm		10.0	44	7		30.01
Sat Jan 30 13:26:29 2010	Charlotte, North Carolina (28201) 	27.2	Light Freezing Rain Snow Ice Pellets Mist	95	Calm		1.2	26	98	Good 	30.03
Sat Jan 30 13:26:31 2010	San Diego, California (92101) 	50.1	Partly Cloudy	93	Calm		3.0	48	4	Unhealthy for Sensitive Groups 	30.16
Sat Jan 30 13:26:32 2010	Denver, Colorado (80002) 	18.6	Partly Cloudy	74	Calm		10.0	12	0	Good 	30.15
Sat Jan 30 13:26:33 2010	Memphis, Tennessee (37501) 	25.0	Overcast	46	Calm		9.0	7	19	Good 	30.18
Sat Jan 30 13:26:34 2010	Los Angeles, California (90001) 	50.1	Haze	87	Calm		5.0	46	10		29.99
Sat Jan 30 13:26:36 2010	El Paso, Texas (79821) 	34.3	Clear	80	Calm		10.0	29	0		30.24
Sat Jan 30 13:26:37 2010	New York, New York (10001) 	18.1	Clear	45	Calm		10.0	0	6	Good 	30.09
Sat Jan 30 13:26:38 2010	Baltimore, Maryland (21201) 	20.8	Overcast	52	2.0	NE	10.0	6	90		30.30
Sat Jan 30 13:26:39 2010	Las Vegas, Nevada (89044) 	40.5	Scattered Clouds	70	Calm		10.0	32	0	Good 	29.94
Sat Jan 30 13:26:40 2010	Washington, District of Columbia (20001) 	20.7	Overcast	49	10.0	NNE	10.0	4	100	Good 	30.25
Sat Jan 30 13:26:41 2010	Austin, Texas (78701) 	34.0	Overcast	59	Calm		10.0	21	0		29.59
Sat Jan 30 13:26:43 2010	San Francisco, California (94101) 	47.9	Scattered Clouds	86	Calm		10.0	44	9		30.02
Sat Jan 30 13:26:44 2010	Oklahoma City, Oklahoma (73101) 	21.4	Overcast	59	5.0	NNW	9.0	9	0	Good 	28.79
Sat Jan 30 13:26:45 2010	Nashville, Tennessee (37201) 	21.9	Light Snow Mist	87	1.0	NNW	2.5	19	60	Good 	29.91
Sat Jan 30 13:26:46 2010	Fort Worth, Texas (76101) 	25.7	Overcast	79	4.0	NNW	10.0	20	4		30.21
Sat Jan 30 13:26:47 2010	Phoenix, Arizona (85001) 	47.5	Scattered Clouds	87	Calm		10.0	44	0	Moderate 	29.95
Sat Jan 30 13:26:48 2010	Portland, Oregon (97201) 	39.1	Light Rain	89	1.0	NE	10.0	36	47	Good 	29.92
Sat Jan 30 13:26:50 2010	Chicago, Illinois (60290) 	19.4	Overcast	62	2.0	ESE	10.0	8	13	Moderate 	30.28
Sat Jan 30 13:26:51 2010	San Antonio, Texas (78201) 	33.3	Partly Cloudy	66	Calm		10.0	23	0		30.07
Sat Jan 30 13:26:52 2010	Indianapolis, Indiana (46201) 	16.2	Overcast	66	4.0	NE	10.0	7	2	Good 	30.17
Sat Jan 30 13:26:53 2010	Boston, Massachusetts (02101) 	7.0	Scattered Clouds	43	16.0	WNW	10.0	-11	0	Good 	30.16
Sat Jan 30 13:26:54 2010	Jacksonville, Florida (32099) 	60.7	Overcast	92	Calm		10.0	58	64	Good 	29.81
Sat Jan 30 13:26:55 2010	Columbus, Ohio (43085) 	15.3	Overcast	69	2.0	NE	10.0	7	0	Good 	30.23
Sat Jan 30 13:26:57 2010	Dallas, Texas (75201) 	27.6	Overcast	77	10.0	NW	10.0	21	5		30.25
Sat Jan 30 13:26:58 2010	Houston, Texas (77001) 	34.4	Mostly Cloudy	80	9.0	NW	10.0	29	0		30.07
Sat Jan 30 13:26:59 2010	Seattle, Washington (98101) 	43.5	Light Rain	93	2.0	SSW	9.0	42	50	Good 	29.96
Sat Jan 30 13:27:00 2010	Milwaukee, Wisconsin (53201) 	19.7	Light Snow	81	Calm		7.0	15	32	Good 	30.36
Sat Jan 30 13:27:04 2010	Detroit, Michigan (48201) 	12.9	Clear	74	2.0	NNE	10.0	6	10		30.30
Sat Jan 30 13:27:06 2010	Philadelphia, Pennsylvania (19019) 	16.6	Clear	56	Calm		10.0	4	55	Good 	30.33
Sat Jan 30 14:10:27 2010	San Jose, California (95101) 	46.0	Clear	100	Calm		9.0	46	7		30.01
Sat Jan 30 14:10:28 2010	Charlotte, North Carolina (28201) 	27.0	Light Freezing Rain Snow Ice Pellets Mist	94	Calm		1.2	26	98	Good 	30.04
Sat Jan 30 14:10:29 2010	San Diego, California (92101) 	49.8	Scattered Clouds	93	Calm		4.0	48	4	Unhealthy for Sensitive Groups 	30.16
Sat Jan 30 14:10:30 2010	Denver, Colorado (80002) 	18.4	Partly Cloudy	76	Calm		10.0	12	0	Good 	30.15
Sat Jan 30 14:10:31 2010	Memphis, Tennessee (37501) 	24.8	Light Snow	49	Calm		4.0	8	19	Good 	30.21
Sat Jan 30 14:10:33 2010	Los Angeles, California (90001) 	50.0	Clear	86	Calm		7.0	46	10		29.99
Sat Jan 30 14:10:34 2010	El Paso, Texas (79821) 	33.6	Clear	81	Calm		10.0	28	0		30.24
Sat Jan 30 14:10:35 2010	New York, New York (10001) 	18.5	Clear	45	Calm		10.0	1	6	Good 	30.09
Sat Jan 30 14:10:36 2010	Baltimore, Maryland (21201) 	20.2	Overcast	52	4.0	SE	10.0	5	90		30.26
Sat Jan 30 14:10:40 2010	Las Vegas, Nevada (89044) 	38.0	Partly Cloudy	75	Calm		10.0	31	0	Good 	29.95
Sat Jan 30 14:10:41 2010	Washington, District of Columbia (20001) 	21.1	Overcast	49	9.0	NE	10.0	5	100	Good 	30.24
Sat Jan 30 14:10:42 2010	Austin, Texas (78701) 	33.6	Overcast	61	Calm		10.0	22	0		29.59
Sat Jan 30 14:10:43 2010	San Francisco, California (94101) 	47.6	Scattered Clouds	85	Calm		10.0	43	9		30.02
Sat Jan 30 14:10:45 2010	Oklahoma City, Oklahoma (73101) 	21.4	Overcast	60	4.0	North	8.0	10	0	Good 	28.79
Sat Jan 30 14:10:52 2010	Nashville, Tennessee (37201) 	21.4	Light Snow Mist	86	1.0	NE	2.5	18	60	Good 	29.92
Sat Jan 30 14:10:53 2010	Fort Worth, Texas (76101) 	25.5	Overcast	80	12.0	WNW	10.0	20	4		30.23
Sat Jan 30 14:10:55 2010	Phoenix, Arizona (85001) 	52.1	Scattered Clouds	70	Calm		10.0	43	0	Moderate 	29.96
Sat Jan 30 14:10:56 2010	Portland, Oregon (97201) 	39.1	Light Rain	87	3.0	NE	10.0	36	47	Good 	29.92
Sat Jan 30 14:10:57 2010	Chicago, Illinois (60290) 	19.2	Light Snow	63	3.0	East	10.0	9	13	Moderate 	30.27
Sat Jan 30 14:10:58 2010	San Antonio, Texas (78201) 	32.9	Partly Cloudy	66	4.0	NNW	10.0	23	0		30.08
Sat Jan 30 14:11:00 2010	Indianapolis, Indiana (46201) 	16.1	Overcast	66	2.0	NNE	10.0	7	2	Good 	30.16
Sat Jan 30 14:11:01 2010	Boston, Massachusetts (02101) 	7.0	Scattered Clouds	43	18.0	WNW	10.0	-11	0	Good 	30.18
Sat Jan 30 14:11:02 2010	Jacksonville, Florida (32099) 	61.9	Overcast	90	Calm		10.0	59	64	Good 	29.81
Sat Jan 30 14:11:04 2010	Columbus, Ohio (43085) 	15.3	Mostly Cloudy	70	2.0	ESE	10.0	7	0	Good 	30.25
Sat Jan 30 14:11:05 2010	Dallas, Texas (75201) 	27.2	Overcast	77	21.0	NW	10.0	21	5		30.27
Sat Jan 30 14:11:06 2010	Houston, Texas (77001) 	35.2	Overcast	80	10.0	West	10.0	30	0		30.08
Sat Jan 30 14:11:08 2010	Seattle, Washington (98101) 	43.4	Light Rain	93	Calm		9.0	42	50	Good 	29.95
Sat Jan 30 14:11:09 2010	Milwaukee, Wisconsin (53201) 	18.8	Light Snow	80	Calm		6.0	14	32	Good 	30.37
Sat Jan 30 14:11:10 2010	Detroit, Michigan (48201) 	14.1	Overcast	66	4.0	NE	10.0	5	10		30.32
Sat Jan 30 14:11:11 2010	Philadelphia, Pennsylvania (19019) 	16.7	Clear	56	Calm		10.0	4	55	Good 	30.31
Sat Jan 30 14:54:31 2010	San Jose, California (95101) 	46.0	Partly Cloudy	100	Calm		10.0	46	7		30.02
Sat Jan 30 14:54:38 2010	Charlotte, North Carolina (28201) 	26.4	Light Ice Pellets Mist	93	2.0	NNW	1.2	25	98	Good 	30.03
Sat Jan 30 14:54:39 2010	San Diego, California (92101) 	50.8	Mostly Cloudy	94	Calm		4.0	49	4	Unhealthy for Sensitive Groups 	30.17
Sat Jan 30 14:54:41 2010	Denver, Colorado (80002) 	17.7	Partly Cloudy	78	Calm		10.0	12	0	Good 	30.15
Sat Jan 30 14:54:42 2010	Memphis, Tennessee (37501) 	25.3	Overcast	47	Calm		8.0	8	19	Good 	30.21
Sat Jan 30 14:54:43 2010	Los Angeles, California (90001) 	49.2	Clear	89	Calm		5.0	46	10		29.99
Sat Jan 30 14:54:45 2010	El Paso, Texas (79821) 	33.3	Clear	81	Calm		10.0	28	0		30.24
Sat Jan 30 14:54:46 2010	New York, New York (10001) 	19.0	Clear	45	6.7	SSW	10.0	1	6	Good 	30.09
Sat Jan 30 14:54:47 2010	Baltimore, Maryland (21201) 	20.3	Overcast	52	2.0	NNE	10.0	6	90		30.25
Sat Jan 30 14:54:48 2010	Las Vegas, Nevada (89044) 	39.2	Partly Cloudy	74	Calm		10.0	32	0	Good 	29.96
Sat Jan 30 14:54:49 2010	Washington, District of Columbia (20001) 	20.9	Overcast	49	8.0	ENE	10.0	5	100	Good 	30.24
Sat Jan 30 14:54:50 2010	Austin, Texas (78701) 	33.8	Clear	59	Calm		10.0	21	0		29.62
Sat Jan 30 14:54:52 2010	San Francisco, California (94101) 	46.9	Scattered Clouds	86	Calm		10.0	43	9		30.02
Sat Jan 30 14:54:53 2010	Oklahoma City, Oklahoma (73101) 	21.4	Overcast	61	5.0	North	8.0	10	0	Good 	28.82
Sat Jan 30 14:54:54 2010	Nashville, Tennessee (37201) 	21.4	Overcast	86	1.0	NE	9.0	18	60	Good 	29.94
Sat Jan 30 14:54:55 2010	Fort Worth, Texas (76101) 	25.9	Overcast	80	6.0	NNW	10.0	21	4		30.25
Sat Jan 30 14:54:56 2010	Phoenix, Arizona (85001) 	50.6	Scattered Clouds	73	Calm		10.0	42	0	Moderate 	29.97
Sat Jan 30 14:54:58 2010	Portland, Oregon (97201) 	38.9	Light Rain	87	1.0	NE	10.0	35	47	Good 	29.91
Sat Jan 30 14:54:59 2010	Chicago, Illinois (60290) 	18.9	Light Snow	62	1.0	ENE	10.0	8	13	Moderate 	30.27
Sat Jan 30 14:55:00 2010	San Antonio, Texas (78201) 	32.7	Partly Cloudy	67	Calm		10.0	23	0		30.09
Sat Jan 30 14:55:01 2010	Indianapolis, Indiana (46201) 	16.2	Overcast	65	Calm		10.0	6	2	Good 	30.17
Sat Jan 30 14:55:02 2010	Boston, Massachusetts (02101) 	9.0	Scattered Clouds	43	18.0	NW	10.0	-9	0	Good 	30.17
Sat Jan 30 14:55:04 2010	Jacksonville, Florida (32099) 	62.8	Overcast	90	Calm		10.0	60	64	Good 	29.84
Sat Jan 30 14:55:05 2010	Columbus, Ohio (43085) 	15.4	Mostly Cloudy	70	1.0	East	10.0	7	0	Good 	30.24
Sat Jan 30 14:55:06 2010	Dallas, Texas (75201) 	27.4	Overcast	76	14.0	NW	10.0	21	5		30.29
Sat Jan 30 14:55:07 2010	Houston, Texas (77001) 	35.7	Overcast	79	11.0	WNW	10.0	30	0		30.10
Sat Jan 30 14:55:08 2010	Seattle, Washington (98101) 	43.3	Light Rain	94	Calm		9.0	42	50	Good 	29.95
Sat Jan 30 14:55:10 2010	Milwaukee, Wisconsin (53201) 	19.4	Light Snow	81	Calm		6.0	14	32	Good 	30.36
Sat Jan 30 14:55:11 2010	Detroit, Michigan (48201) 	14.9	Overcast	67	6.0	NNE	10.0	6	10		30.32
Sat Jan 30 14:55:12 2010	Philadelphia, Pennsylvania (19019) 	17.5	Clear	56	1.0	NNE	10.0	4	55	Good 	30.29
Sat Jan 30 15:39:14 2010	San Jose, California (95101) 	44.0	Fog	100	3.0	East	0.5	44	7	Good 	30.03
Sat Jan 30 15:39:15 2010	Charlotte, North Carolina (28201) 	26.3	Light Ice Pellets Mist	92	2.0	NNE	1.5	24	98	Good 	30.03
Sat Jan 30 15:39:17 2010	San Diego, California (92101) 	50.0	Mostly Cloudy	93	3.5	NNW	4.0	48	4	Unhealthy for Sensitive Groups 	30.17
Sat Jan 30 15:39:18 2010	Denver, Colorado (80002) 	17.5	Partly Cloudy	79	Calm		10.0	12	0	Good 	30.17
Sat Jan 30 15:39:19 2010	Memphis, Tennessee (37501) 	25.7	Overcast	47	Calm		9.0	8	19	Good 	30.21
Sat Jan 30 15:39:20 2010	Los Angeles, California (90001) 	48.2	Clear	89	1.0	NW	5.0	45	10		30.00
Sat Jan 30 15:39:21 2010	El Paso, Texas (79821) 	33.4	Clear	81	Calm		10.0	28	0		30.27
Sat Jan 30 15:39:22 2010	New York, New York (10001) 	19.2	Clear	45	6.7	SSW	10.0	1	6	Good 	30.09
Sat Jan 30 15:39:24 2010	Baltimore, Maryland (21201) 	20.0	Light Snow	53	3.0	SE	9.0	6	97		30.27
Sat Jan 30 15:39:25 2010	Las Vegas, Nevada (89044) 	39.2	Partly Cloudy	74	1.0	WNW	10.0	32	0	Good 	29.98
Sat Jan 30 15:39:26 2010	Washington, District of Columbia (20001) 	19.4	Light Snow	68	8.0	NNE	2.5	11	100	Good 	30.24
Sat Jan 30 15:39:27 2010	Austin, Texas (78701) 	38.7	Clear	47	Calm		10.0	20	0		29.62
Sat Jan 30 15:39:28 2010	San Francisco, California (94101) 	47.0	Scattered Clouds	85	Calm		10.0	43	9	Good 	30.03
Sat Jan 30 15:39:31 2010	Oklahoma City, Oklahoma (73101) 	21.9	Overcast	61	5.0	North	7.0	11	0	Good 	28.82
Sat Jan 30 15:39:32 2010	Nashville, Tennessee (37201) 	22.1	Overcast	85	1.0	North	10.0	18	60	Good 	29.94
Sat Jan 30 15:39:33 2010	Fort Worth, Texas (76101) 	25.8	Overcast	81	3.0	North	10.0	21	4		30.27
Sat Jan 30 15:39:34 2010	Phoenix, Arizona (85001) 	48.8	Mostly Cloudy	79	1.0	NW	10.0	43	0	Moderate 	29.97
Sat Jan 30 15:39:35 2010	Portland, Oregon (97201) 	38.8	Overcast	88	1.0	NE	10.0	36	55	Good 	29.92
Sat Jan 30 15:39:37 2010	Chicago, Illinois (60290) 	20.0	Light Snow	61	3.0	ENE	10.0	9	13	Good 	30.27
Sat Jan 30 15:39:38 2010	San Antonio, Texas (78201) 	34.2	Clear	64	Calm		10.0	23	0		30.11
Sat Jan 30 15:39:39 2010	Indianapolis, Indiana (46201) 	17.5	Mostly Cloudy	61	5.0	NE	10.0	6	2	Good 	30.17
Sat Jan 30 15:39:41 2010	Boston, Massachusetts (02101) 	10.0	Mostly Cloudy	43	14.0	WNW	10.0	-8	0	Good 	30.17
Sat Jan 30 15:39:42 2010	Jacksonville, Florida (32099) 	62.6	Heavy Rain	93	2.0	South	4.0	60	64	Good 	29.84
Sat Jan 30 15:39:43 2010	Columbus, Ohio (43085) 	16.1	Partly Cloudy	68	2.0	East	10.0	7	0	Good 	30.24
Sat Jan 30 15:39:44 2010	Dallas, Texas (75201) 	27.6	Overcast	76	10.0	North	10.0	21	5		30.32
Sat Jan 30 15:39:46 2010	Houston, Texas (77001) 	35.8	Overcast	79	11.0	NNW	10.0	30	0		30.11
Sat Jan 30 15:39:47 2010	Seattle, Washington (98101) 	43.1	Light Rain	94	Calm		10.0	42	58	Good 	29.95
Sat Jan 30 15:39:48 2010	Milwaukee, Wisconsin (53201) 	18.9	Light Snow	81	Calm		7.0	14	32	Good 	30.37
Sat Jan 30 15:39:50 2010	Detroit, Michigan (48201) 	15.6	Overcast	68	4.0	North	10.0	7	10		30.30
Sat Jan 30 15:39:51 2010	Philadelphia, Pennsylvania (19019) 	17.4	Clear	53	1.0	NE	10.0	3	55	Good 	30.28
Sat Jan 30 16:25:25 2010	San Jose, California (95101) 	43.0	Fog	100	Calm		0.2	43	7	Good 	30.05
Sat Jan 30 16:25:29 2010	Charlotte, North Carolina (28201) 	25.8	Light Ice Pellets Mist	92	Calm		1.0	24	98	Good 	30.01
Sat Jan 30 16:25:31 2010	San Diego, California (92101) 	50.3	Mostly Cloudy	94	1.0	NNE	4.0	49	4	Unhealthy for Sensitive Groups 	30.18
