1	www.uswx.com													
(Timestamp)	(Location)	(City & Timestamp)	Temperature (°F °C)	Dew Point (°F °C)	Humidity (%)	Pressure (in mb)	Wind Speed (MPH kts) 	Wind Dir	Ceiling (ft m)	Visibility (mi km)	Wind Chill (°F °C)	Conditions	Remarks	TypeIssue TimeExpire TimeExpires  
Fri Jan 29 17:24:53 2010	Dallas (75201)	Dallas, TX (KDAL) as of 9:59am CST (25 mago)	38 3 	36 2 	92	30.06 1017.9 	9 8 	NNW340	 3600 1097	8 12.9	31 -1 	Light Rain	0.05" of precipitation last hour.	Flood Statement Fri, Jan 29, 3:29am CST Fri, Jan 29, 3:29pm CST 5 hrs, 4 mins  Flood Statement Fri, Jan 29, 8:04am CST Fri, Jan 29, 8:03pm CST 9 hrs, 38 minsNational Weather Service Forecast 
Fri Jan 29 17:24:55 2010	Houston (77001)	Houston, TX (KHOU) as of 9:53am CST (31 mago)	53 12 	50 10 	89	29.97 1014.9 	15 13 	NW320	 700 213	10 16.1	--	Cloudy	Peak Wind: 2	
Fri Jan 29 17:24:57 2010	Seattle (98101)	Seattle, WA (KBFI) as of 7:53am PST (31 mago)	46 8 	36 2 	68	29.98 1015.1 	Calm Calm	--	 25000 7620	10 16.1	--	Cloudy	No  this hour.	
Fri Jan 29 17:24:59 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 9:52am CST (33 mago)	12-Oct	-6 -21 	48	30.55 1034.7 	3 3 	VariableVariable	 Unlimited Unlimited	10 16.1	16-Apr	Mostly Clear	No  this hour.	
Fri Jan 29 17:25:01 2010	Detroit (48201)	Detroit, MI (KDET) as of 10:53am EST (32 mago)	15 -9 	-2 -19 	46	30.51 1033.1 	8 7 	NW310	 Unlimited Unlimited	10 16.1	16-Apr	Clear	No  this hour.	
Fri Jan 29 17:25:02 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 10:54am EST (31 mago)	20 -7 	0 -18 	40	30.37 1028.6 	16 14 	WNW300	 13000 3962	10 16.1	14-Jun	Cloudy	No  this hour.	
Fri Jan 29 18:12:30 2010	San Jose (95101)	San Jose, CA (KSJC) as of 8:53am PST (19 mago)	49 9 	44 7 	83	30.02 1016.7 	5 4 	NE50	 13000 3962	8 12.9	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 18:12:32 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 11:52am EST (20 mago)	44 7 	11-Dec	27	30.28 1025.4 	12 10 	E80	 14000 4267	10 16.1	--	Mostly Cloudy	No  this hour.	Winter Storm Warning Fri, Jan 29, 10:37am EST Fri, Jan 29, 6:45pm EST 6 hrs, 32 minsNational Weather Service 
Fri Jan 29 18:12:34 2010	San Diego (92101)	San Diego, CA (KSAN) as of 8:51am PST (21 mago)	56 13 	43 6 	61	30.08 1018.7 	5 4 	E100	 20000 6096	10 16.1	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 18:12:36 2010	Denver (80214)	Broomfield, CO (KBJC) as of 9:50am MST (22 mago)	30 -1 	30 -1 	100	30.06 1018 	5 4 	S190	 Unlimited Unlimited	5 8.0	25 -4 	 Haze	No  this hour.	
Fri Jan 29 18:12:38 2010	Memphis (37501)	Memphis, TN (KMEM) as of 10:53am CST (19 mago)	30 -1 	27 -3 	88	30.21 1023.1 	17 G 2315 G 20	ENE60	 900 274	5 8.0	18 -8 	Light Freezing Rain, Ice Pellets,Mist	0.09" of precipitation last hour.	Winter Storm Warning Fri, Jan 29, 4:24am CST Fri, Jan 29, 12:30pm CST 1 hr, 17 mins  Winter Storm Warning Fri, Jan 29, 8:58am CST Fri, Jan 29, 4:00pm CST 4 hrs, 47 mins  Other Statement Fri, Jan 29, 5:42am CST Sat, Jan 30, 6:00am CST 18 hrs, 47 minsNational Weather Service Forecast 
Fri Jan 29 18:12:40 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 8:53am PST (19 mago)	56 13 	42 6 	59	30.08 1018.5 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Fri Jan 29 18:12:42 2010	El Paso (79901)	El Paso, TX (KELP) as of 9:51am MST (21 mago)	35 2 	27 -3 	72	30.15 1021 	6 5 	N10	 Unlimited Unlimited	10 16.1	30 -1 	Mostly Clear	No  this hour.	
Fri Jan 29 18:12:43 2010	New York (10001)	New York City, NY (KNYC) as of 11:51am EST (21 mago)	20 -7 	-2 -19 	36	30.24 1024.2 	12 G 2210 G 19	WNW290	 Unlimited Unlimited	10 16.1	13-Aug	Clear	Lightning detector not working.	
Fri Jan 29 18:12:45 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 11:54am EST (18 mago)	23 -5 	0 -18 	36	30.38 1028.9 	14 G 1812 G 16	NNW340	 20000 6096	10 16.1	12-Nov	Cloudy	Virga sightedS of station.	
Fri Jan 29 18:12:47 2010	Las Vegas (89101)	Las Vegas, NV (KVGT) as of 8:53am PST (19 mago)	44 7 	32 0 	62	30.10 1019.4 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Fri Jan 29 18:12:49 2010	Washington (20001)	Washington DC, VA (KDCA) as of 11:52am EST (20 mago)	23 -5 	17-Jan	38	30.41 1029.9 	9 8 	NW320	 20000 6096	10 16.1	13 -11 	Cloudy	No  this hour.	
Fri Jan 29 18:12:51 2010	Aust(73301)	AustCity, TX (KATT) as of 10:51am CST (21 mago)	41 5 	36 2 	82	30.08 1018.6 	15 G 2513 G 22	NW320	 10000 3048	10 16.1	--	Mostly Cloudy	Peak Wind: 2	
Fri Jan 29 18:12:53 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 8:56am PST (16 mago)	51 11 	46 8 	86	30.01 1016.3 	8 7 	NE40	 16000 4877	7 11.3	--	Cloudy	No  this hour.	
Fri Jan 29 18:12:55 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 10:52am CST (20 mago)	24 -4 	19 -7 	84	30.16 1021.2 	14 12 	N350	 600 183	0.75 1.2	11-Dec	Light Snow, Mist	Trace precipitation last hour.3 hour precipitation ending 8:52am CST : 0.02"	Winter Storm Warning Fri, Jan 29, 3:47am CST Fri, Jan 29, 12:00pm CST 47 mins  Winter Storm Warning Fri, Jan 29, 10:48am CST Fri, Jan 29, 6:00pm CST 6 hrs, 47 minsNational Weather Service 
Fri Jan 29 18:12:57 2010	Nashville (37201)	Nashville, TN (KBNA) as of 10:53am CST (19 mago)	25 -4 	21 -6 	85	30.37 1028.3 	9 8 	NE40	 4000 1219	1.5 2.4	15 -9 	Light Snow, Mist	0.02" of precipitation last hour.	Winter Storm Warning Fri, Jan 29, 4:18am CST Fri, Jan 29, 4:00pm CST 4 hrs, 47 mins  Special Weather Statement Fri, Jan 29, 9:48am CST Fri, Jan 29, 1:00pm CST 1 hr, 47 minsNational Weather Service Forecast 
Fri Jan 29 18:12:59 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 11:07am CST (6 mago)	32 0 	28 -2 	86	30.09 1019 	17 G 2415 G 21	NW310	 2700 823	4 6.4	21 -6 	Light Freezing Rain, Mist	Pressure falling rapidly. 0.01" of precipitation last hour.	
Fri Jan 29 18:13:01 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 9:51am MST (22 mago)	56 13 	48 9 	74	30.07 1018.2 	6 5 	E100	 Unlimited Unlimited	10 16.1	--	Mostly Clear	No  this hour.	
Fri Jan 29 18:13:03 2010	Portland (97201)	Portland, OR (KPDX) as of 8:53am PST (20 mago)	48 9 	36 2 	63	29.98 1015.2 	13 11 	E100	 20000 6096	10 16.1	--	Cloudy	No  this hour.	
Fri Jan 29 18:13:04 2010	Chicago (60601)	Chicago, IL (KMDW) as of 10:51am CST (22 mago)	14 -10 	0 -18 	51	30.59 1036 	Calm Calm	--	 25000 7620	10 16.1	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 18:13:13 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 10:53am CST (20 mago)	44 7 	37 3 	76	30.04 1017.2 	24 G 3021 G 26	NNW330	 Unlimited Unlimited	10 16.1	--	Mostly Clear	Peak Wind: 31 kts from 340 (1	
Fri Jan 29 18:13:15 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 11:54am EST (19 mago)	17 -8 	15-May	59	30.51 1033.1 	12 10 	ENE70	 15000 4572	10 16.1	16-Apr	Cloudy	No  this hour.	
Fri Jan 29 18:13:17 2010	Boston (02101)	Boston, MA (KBOS) as of 11:54am EST (19 mago)	19 -7 	-9 -23 	27	29.99 1015.7 	26 G 3723 G 32	WNW300	 Unlimited Unlimited	10 16.1	17-Jan	Clear	Peak Wind: 35 kts from 280 (1	High Wind Statement Fri, Jan 29, 4:21am EST Fri, Jan 29, 12:30pm EST 16 mins  Other Statement Fri, Jan 29, 10:17am EST Fri, Jan 29, 6:00pm EST 5 hrs, 46 minsNational Weather Service 
Fri Jan 29 18:13:18 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 11:53am EST (20 mago)	63 17 	37 3 	39	30.14 1020.5 	8 7 	E100	 25000 7620	10 16.1	--	Cloudy	Pressure falling rapidly.	
Fri Jan 29 18:13:20 2010	Coluus (43085)	Coluus, OH (KOSU) as of 11:53am EST (20 mago)	13 -11 	0 -18 	56	30.54 1034.3 	10 9 	N10	 Unlimited Unlimited	10 16.1	0 -18 	Clear	No  this hour.	
Fri Jan 29 18:13:22 2010	Dallas (75201)	Dallas, TX (KDAL) as of 10:53am CST (20 mago)	38 3 	36 2 	92	30.09 1019.1 	7 6 	NW320	 1500 457	10 16.1	33 1 	Light Rain	0.01" of precipitation last hour.	Flood Statement Fri, Jan 29, 3:29am CST Fri, Jan 29, 3:29pm CST 4 hrs, 15 mins  Flood Statement Fri, Jan 29, 8:04am CST Fri, Jan 29, 8:03pm CST 8 hrs, 49 minsNational Weather Service Forecast 
Fri Jan 29 18:13:24 2010	Houston (77001)	Houston, TX (KHOU) as of 11:09am CST (4 mago)	52 11 	46 8 	82	29.94 1014 	18 16 	NNW340	 6500 1981	10 16.1	--	Light Rain	Peak Wind: 27 kts from 330 (1	
Fri Jan 29 18:13:26 2010	Seattle (98101)	Seattle, WA (KBFI) as of 8:53am PST (20 mago)	48 9 	37 3 	68	29.98 1015.4 	Calm Calm	--	 20000 6096	10 16.1	--	Cloudy	No  this hour.	
Fri Jan 29 18:13:28 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 10:52am CST (21 mago)	11-Dec	-4 -20 	48	30.57 1035.2 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Mostly Clear	No  this hour.	
Fri Jan 29 18:13:29 2010	Detroit (48201)	Detroit, MI (KDET) as of 11:53am EST (20 mago)	16 -9 	-2 -19 	45	30.52 1033.4 	5 G 174 G 15	WNW300	 Unlimited Unlimited	10 16.1	13-Sep	Clear	No  this hour.	
Fri Jan 29 18:13:31 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 11:54am EST (19 mago)	21 -6 	0 -18 	38	30.34 1027.3 	17 G 2315 G 20	NW320	 14000 4267	10 16.1	14-Jul	Mostly Cloudy	No  this hour.	
Fri Jan 29 18:57:28 2010	San Jose (95101)	San Jose, CA (KSJC) as of 9:53am PST (4 mago)	52 11 	46 8 	83	30.02 1016.5 	7 6 	ESE110	 13000 3962	8 12.9	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 18:57:30 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 12:52pm EST (5 mago)	43 6 	11-Dec	28	30.25 1024.5 	6 5 	NE40	 14000 4267	10 16.1	--	Mostly Cloudy	No  this hour.	Winter Storm Warning Fri, Jan 29, 10:37am EST Fri, Jan 29, 6:45pm EST 5 hrs, 47 minsNational Weather Service 
Fri Jan 29 18:57:32 2010	San Diego (92101)	San Diego, CA (KSAN) as of 9:51am PST (6 mago)	60 16 	45 7 	57	30.09 1019.1 	7 6 	S170	 20000 6096	7 11.3	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 18:57:34 2010	Denver (80214)	Broomfield, CO (KBJC) as of 9:50am MST (67 mago)	30 -1 	30 -1 	100	30.06 1018 	5 4 	S190	 Unlimited Unlimited	5 8.0	25 -4 	 Haze	No  this hour.	
Fri Jan 29 18:57:35 2010	Memphis (37501)	Memphis, TN (KMEM) as of 11:53am CST (4 mago)	31 -1 	27 -3 	85	30.11 1019.8 	23 G 3120 G 27	ENE70	 900 274	8 12.9	18 -8 	Light Freezing Rain	Peak Wind: 27 kts from 080 (17:48 GMT). 0.01" of precipitation last hour.1" inches of snow on ground at 11:53am CST .	Winter Storm Warning Fri, Jan 29, 4:24am CST Fri, Jan 29, 12:30pm CST 32 mins  Winter Storm Warning Fri, Jan 29, 8:58am CST Fri, Jan 29, 4:00pm CST 4 hrs, 2 mins  Other Statement Fri, Jan 29, 5:42am CST Sat, Jan 30, 6:00am CST 18 hrs, 2 minsNational Weather Service Forecast 
Fri Jan 29 18:57:37 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 9:53am PST (4 mago)	59 15 	44 7 	57	30.08 1018.6 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Fri Jan 29 18:57:39 2010	El Paso (79901)	El Paso, TX (KELP) as of 10:51am MST (6 mago)	37 3 	28 -2 	70	30.16 1021.2 	7 6 	N350	 Unlimited Unlimited	10 16.1	32 0 	Few Clouds	No  this hour.	
Fri Jan 29 18:57:42 2010	New York (10001)	New York City, NY (KNYC) as of 12:51pm EST (6 mago)	21 -6 	-2 -19 	36	30.22 1023.5 	10 G 209 G 17	W270	 Unlimited Unlimited	10 16.1	12-Oct	Few Clouds	Lightning detector not working.	
Fri Jan 29 18:57:44 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 12:54pm EST (3 mago)	25 -4 	16-Mar	38	30.37 1028.5 	15 G 1813 G 16	WNW300	 20000 6096	10 16.1	13 -11 	Cloudy	No  this hour.	
Fri Jan 29 18:57:46 2010	Las Vegas (89101)	Las Vegas, NV (KVGT) as of 9:53am PST (4 mago)	48 9 	30 -1 	49	30.11 1019.5 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Fri Jan 29 18:57:48 2010	Washington (20001)	Washington DC, VA (KDCA) as of 12:52pm EST (5 mago)	24 -4 	17-Jan	38	30.40 1029.4 	12 10 	NW320	 23000 7010	10 16.1	13 -11 	Cloudy	No  this hour.	
Fri Jan 29 18:57:50 2010	Aust(73301)	AustCity, TX (KATT) as of 11:51am CST (6 mago)	43 6 	35 2 	73	30.06 1018 	15 G 3113 G 27	NW320	 1700 518	10 16.1	--	Mostly Cloudy	Peak Wind: 27 kts from 310 (17:50 GMT). Trace precipitation last hour.	
Fri Jan 29 18:57:52 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 8:56am PST (61 mago)	51 11 	46 8 	86	30.01 1016.3 	8 7 	NE40	 16000 4877	7 11.3	--	Cloudy	No  this hour.	
Fri Jan 29 18:57:54 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 11:52am CST (5 mago)	24 -4 	19 -7 	84	30.12 1019.9 	17 15 	N360	 300 91	0.5 0.8	12-Nov	 Snow, Mist	Peak Wind: 	Winter Storm Warning Fri, Jan 29, 3:47am CST Fri, Jan 29, 12:00pm CST 2 mins  Winter Storm Warning Fri, Jan 29, 10:48am CST Fri, Jan 29, 6:00pm CST 6 hrs, 2 minsNational Weather Service Forecast 
Fri Jan 29 18:57:56 2010	Nashville (37201)	Nashville, TN (KBNA) as of 11:53am CST (4 mago)	25 -4 	21 -6 	85	30.35 1027.7 	10 9 	NNE30	 3600 1097	1.5 2.4	15 -9 	Light Snow, Mist	Trace precipitation last hour.1" inches of snow on ground at 11:53am CST .	Winter Storm Warning Fri, Jan 29, 4:18am CST Fri, Jan 29, 4:00pm CST 4 hrs, 2 mins  Special Weather Statement Fri, Jan 29, 9:48am CST Fri, Jan 29, 1:00pm CST 1 hr, 2 minsNational Weather Service Forecast 
Fri Jan 29 18:57:58 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 11:53am CST (4 mago)	34 1 	30 -1 	85	30.07 1018.3 	15 13 	NW310	 900 274	10 16.1	24 -4 	Light Freezing Rain	0.03" of precipitation last hour.	
Fri Jan 29 18:58:00 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 10:51am MST (7 mago)	59 15 	48 9 	67	30.06 1018.1 	6 5 	E80	 Unlimited Unlimited	10 16.1	--	Mostly Clear	No  this hour.	
Fri Jan 29 18:58:08 2010	Portland (97201)	Portland, OR (KPDX) as of 9:53am PST (5 mago)	49 9 	36 2 	61	29.97 1014.8 	24 21 	ESE110	 20000 6096	10 16.1	--	Cloudy	No  this hour.	
Fri Jan 29 18:58:11 2010	Chicago (60601)	Chicago, IL (KMDW) as of 11:51am CST (7 mago)	18 -8 	17-Jan	47	30.55 1034.5 	Calm Calm	--	 25000 7620	10 16.1	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 18:58:15 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 11:53am CST (5 mago)	47 8 	37 3 	71	30.03 1016.9 	18 G 2416 G 21	NNW340	 Unlimited Unlimited	10 16.1	--	Mostly Clear	Peak Wind: 28 kts from 340 (17:2	
Fri Jan 29 18:58:17 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 11:54am EST (64 mago)	17 -8 	15-May	59	30.51 1033.1 	12 10 	ENE70	 15000 4572	10 16.1	16-Apr	Cloudy	No  this hour.	
Fri Jan 29 18:58:19 2010	Boston (02101)	Boston, MA (KBOS) as of 12:54pm EST (4 mago)	19 -7 	-9 -23 	28	29.97 1015 	24 G 3521 G 30	W280	 Unlimited Unlimited	10 16.1	17-Feb	Few Clouds	Peak Wind: 35 kts from 300 (17:19 GMT).	High Wind Statement Fri, Jan 29, 12:19pm EST Fri, Jan 29, 5:00pm EST 4 hrs, 1 m Other Statement Fri, Jan 29, 10:17am EST Fri, Jan 29, 6:00pm EST 5 hrs, 1 minNational Weather Service 
Fri Jan 29 18:58:21 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 12:53pm EST (5 mago)	65 18 	39 4 	39	30.11 1019.5 	6 5 	E90	 15000 4572	10 16.1	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 18:58:23 2010	Coluus (43085)	Coluus, OH (KOSU) as of 12:53pm EST (5 mago)	14 -10 	0 -18 	53	30.51 1033.1 	7 6 	NNE30	 Unlimited Unlimited	10 16.1	16-Apr	Clear	No  this hour.	
Fri Jan 29 18:58:25 2010	Dallas (75201)	Dallas, TX (KDAL) as of 11:53am CST (5 mago)	37 3 	35 2 	92	30.04 1017.4 	14 12 	NW320	 1100 335	7 11.3	28 -2 	Light Rain	0.03" of precipitation last hour.	Flood Statement Fri, Jan 29, 3:29am CST Fri, Jan 29, 3:29pm CST 3 hrs, 30 mins  Flood Statement Fri, Jan 29, 8:04am CST Fri, Jan 29, 8:03pm CST 8 hrs, 4 minsNational Weather Service Forecast 
Fri Jan 29 18:58:27 2010	Houston (77001)	Houston, TX (KHOU) as of 11:53am CST (5 mago)	52 11 	48 9 	86	29.93 1013.6 	15 G 2113 G 18	NNW340	 6500 1981	10 16.1	--	Cloudy	Peak Wind: 27 kts from 330 (1	
Fri Jan 29 18:58:29 2010	Seattle (98101)	Seattle, WA (KBFI) as of 9:53am PST (5 mago)	50 10 	37 3 	61	29.98 1015.3 	Calm Calm	--	 20000 6096	10 16.1	--	Cloudy	No  this hour.	
Fri Jan 29 18:58:31 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 11:52am CST (6 mago)	14 -10 	-5 -21 	42	30.55 1034.5 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Mostly Clear	No  this hour.	
Fri Jan 29 18:58:34 2010	Detroit (48201)	Detroit, MI (KDET) as of 12:53pm EST (5 mago)	19 -7 	0 -18 	41	30.50 1032.8 	8 7 	NW320	 Unlimited Unlimited	10 16.1	13-Sep	Few Clouds	No  this hour.	
Fri Jan 29 18:58:35 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 12:54pm EST (4 mago)	22 -6 	0 -18 	36	30.32 1026.8 	14 G 2312 G 20	WNW300	 14000 4267	10 16.1	13-Sep	Mostly Cloudy	No  this hour.	
Fri Jan 29 19:49:30 2010	San Jose (95101)	San Jose, CA (KSJC) as of 9:53am PST (56 mago)	52 11 	46 8 	83	30.02 1016.5 	7 6 	ESE110	 13000 3962	8 12.9	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 19:49:32 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 12:52pm EST (57 mago)	43 6 	11-Dec	28	30.25 1024.5 	6 5 	NE40	 14000 4267	10 16.1	--	Mostly Cloudy	No  this hour.	Winter Storm Warning Fri, Jan 29, 10:37am EST Fri, Jan 29, 6:45pm EST 4 hrs, 55 minsNational Weather Service 
Fri Jan 29 19:49:34 2010	San Diego (92101)	San Diego, CA (KSAN) as of 9:51am PST (58 mago)	60 16 	45 7 	57	30.09 1019.1 	7 6 	S170	 20000 6096	7 11.3	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 19:49:36 2010	Denver (80214)	Broomfield, CO (KBJC) as of 10:49am MST (60 mago)	37 3 	21 -6 	52	30.06 1018 	6 5 	WSW250	 Unlimited Unlimited	10 16.1	33 1 	Clear	No  this hour.	
Fri Jan 29 19:49:38 2010	Memphis (37501)	Memphis, TN (KMEM) as of 12:38pm CST (11 mago)	30 -1 	26 -3 	86	30.09 1019 	15 13 	ENE60	 900 274	6 9.7	19 -7 	Light Freezing Rain, Mist	0.01" of precipitation last hour.1" inches of snow on ground at 11:53am CST .	Winter Storm Warning Fri, Jan 29, 8:58am CST Fri, Jan 29, 4:00pm CST 3 hrs, 10 mins  Other Statement Fri, Jan 29, 5:42am CST Sat, Jan 30, 6:00am CST 17 hrs, 10 minsNational Weather Service Forecast 
Fri Jan 29 19:49:40 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 9:53am PST (56 mago)	59 15 	44 7 	57	30.08 1018.6 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Fri Jan 29 19:49:42 2010	El Paso (79901)	El Paso, TX (KELP) as of 10:51am MST (58 mago)	37 3 	28 -2 	70	30.16 1021.2 	7 6 	N350	 Unlimited Unlimited	10 16.1	32 0 	Few Clouds	No  this hour.	
Fri Jan 29 19:49:44 2010	New York (10001)	New York City, NY (KNYC) as of 12:51pm EST (58 mago)	21 -6 	-2 -19 	36	30.22 1023.5 	10 G 209 G 17	W270	 Unlimited Unlimited	10 16.1	12-Oct	Few Clouds	Lightning detector not working.	
Fri Jan 29 19:49:46 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 12:54pm EST (55 mago)	25 -4 	16-Mar	38	30.37 1028.5 	15 G 1813 G 16	WNW300	 20000 6096	10 16.1	13 -11 	Cloudy	No  this hour.	
Fri Jan 29 19:49:48 2010	Las Vegas (89101)	Las Vegas, NV (KVGT) as of 9:53am PST (56 mago)	48 9 	30 -1 	49	30.11 1019.5 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Fri Jan 29 19:49:50 2010	Washington (20001)	Washington DC, VA (KDCA) as of 12:52pm EST (57 mago)	24 -4 	17-Jan	38	30.40 1029.4 	12 10 	NW320	 23000 7010	10 16.1	13 -11 	Cloudy	No  this hour.	
Fri Jan 29 19:49:52 2010	Aust(73301)	AustCity, TX (KATT) as of 11:51am CST (58 mago)	43 6 	35 2 	73	30.06 1018 	15 G 3113 G 27	NW320	 1700 518	10 16.1	--	Mostly Cloudy	Peak Wind: 27 kts from 310 (17:50 GMT). Trace precipitation last hour.	
Fri Jan 29 19:49:54 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 9:56am PST (53 mago)	51 11 	48 9 	92	30.02 1016.7 	7 6 	E100	 16000 4877	5 8.0	--	 Mist	No  this hour.	
Fri Jan 29 19:49:56 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 12:37pm CST (12 mago)	25 -4 			30.09 1019 	14 12	N350	300 91	0.5 0.8	13 -11 	Conditions Snow	Freezing Fog	0.02" of precipitation last hour.2" inches of snow on ground at 11:52am CST . 		
Fri Jan 29 19:49:57 2010	Nashville (37201)	Nashville, TN (KBNA) as of 12:44pm CST (5 mago)	25 -4 	21 -6 	86	30.27 1025 	12 10 	ENE60	 1300 396	1 1.6	14 -10 	Light Snow, Mist	0.02" of precipitation last hour.1" inches of snow on ground at 11:53am CST .	Winter Storm Warning Fri, Jan 29, 4:18am CST Fri, Jan 29, 4:00pm CST 3 hrs, 10 mins  Special Weather Statement Fri, Jan 29, 9:48am CST Fri, Jan 29, 1:00pm CST 10 minsNational Weather Service Forecast 
Fri Jan 29 19:49:59 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 12:00pm CST (50 mago)	34 1 	30 -1 	86	30.06 1018 	18 G 2416 G 21	NW320	 2900 884	10 16.1	23 -5 	Cloudy	0.01" of precipitation last hour.	
Fri Jan 29 19:50:01 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 10:51am MST (59 mago)	59 15 	48 9 	67	30.06 1018.1 	6 5 	E80	 Unlimited Unlimited	10 16.1	--	Mostly Clear	No  this hour.	
Fri Jan 29 19:50:03 2010	Portland (97201)	Portland, OR (KPDX) as of 9:53am PST (57 mago)	49 9 	36 2 	61	29.97 1014.8 	24 21 	ESE110	 20000 6096	10 16.1	--	Cloudy	No  this hour.	
Fri Jan 29 19:50:06 2010	Chicago (60601)	Chicago, IL (KMDW) as of 11:51am CST (59 mago)	18 -8 	17-Jan	47	30.55 1034.5 	Calm Calm	--	 25000 7620	10 16.1	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 19:50:08 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 11:53am CST (57 mago)	47 8 	37 3 	71	30.03 1016.9 	18 G 2416 G 21	NNW340	 Unlimited Unlimited	10 16.1	--	Mostly Clear	Peak Wind: 28 kts from 340 (17:2	
Fri Jan 29 19:50:10 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 12:54pm EST (56 mago)	17 -8 	14-Jul	64	30.47 1032 	10 9 	ENE70	 15000 4572	10 16.1	15-May	Cloudy	No  this hour.1" inches of snow on ground at 12:54pm EST .	
Fri Jan 29 19:50:12 2010	Boston (02101)	Boston, MA (KBOS) as of 12:54pm EST (56 mago)	19 -7 	-9 -23 	28	29.97 1015 	24 G 3521 G 30	W280	 Unlimited Unlimited	10 16.1	17-Feb	Few Clouds	Peak Wind: 35 kts from 300 (17:19 GMT).	High Wind Statement Fri, Jan 29, 12:19pm EST Fri, Jan 29, 5:00pm EST 3 hrs, 9 mins  Other Statement Fri, Jan 29, 10:17am EST Fri, Jan 29, 6:00pm EST 4 hrs, 9 minsNational Weather Service 
Fri Jan 29 19:50:14 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 12:53pm EST (57 mago)	65 18 	39 4 	39	30.11 1019.5 	6 5 	E90	 15000 4572	10 16.1	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 19:50:16 2010	Coluus (43085)	Coluus, OH (KOSU) as of 12:53pm EST (57 mago)	14 -10 	0 -18 	53	30.51 1033.1 	7 6 	NNE30	 Unlimited Unlimited	10 16.1	16-Apr	Clear	No  this hour.	
